person_uri,year,gender_label,gender_uri
http://www.wikidata.org/entity/Q1040986,1885,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104114186,1851,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104120132,1918,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104120220,1942,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104120543,1963,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104120785,1941,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104121119,1926,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104121231,1969,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104126255,1950,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104139366,1956,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104161399,1922,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104162204,1959,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1041712,1795,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1041754,1889,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1042124,1849,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104214856,1950,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104222,1958,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104246,1939,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104258,1936,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1043190,1813,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104327,1858,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104371594,1810,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104377094,1968,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104380,1937,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104385112,1875,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104388801,1815,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104399,1912,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104414525,1907,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104414581,1937,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104417340,1949,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104417377,1966,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104417523,1944,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104417668,1962,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104433978,1955,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104433991,1840,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104438596,1927,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104440,1918,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104447003,1978,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104447446,1964,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104450704,1786,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104471394,1974,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104518127,1805,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104518189,1892,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104518675,1970,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104521818,1957,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104523160,1958,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104535229,1950,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104539772,1866,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104549314,1976,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104583039,1952,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104597861,1961,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1046137,1848,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104623016,1978,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104631623,1951,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104637857,1942,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104660806,1930,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104660812,1942,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104660828,1924,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104668678,1965,male,http://www.wikidata.org/entity/Q6581097
