education_uri,education_label,count
http://www.wikidata.org/entity/Q4153934,Dagestan State Pedagogical University,4
http://www.wikidata.org/entity/Q21592577,Aix-Marseille University (1896-1971),4
http://www.wikidata.org/entity/Q19908112,Faculty of History and Philology of the Perm State University,4
http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center,4
http://www.wikidata.org/entity/Q463271,American Academy in Rome,4
http://www.wikidata.org/entity/Q875637,College of William & Mary,4
http://www.wikidata.org/entity/Q414052,"Academy of Fine Arts, Munich",4
http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University,4
http://www.wikidata.org/entity/Q16414345,Faculty of History at Baku State University,4
http://www.wikidata.org/entity/Q5639263,Haileybury and Imperial Service College,4
http://www.wikidata.org/entity/Q1109084,Marc Bloch University,4
http://www.wikidata.org/entity/Q1146700,Jesus College,4
http://www.wikidata.org/entity/Q1973040,Kiev Theological Academy,4
http://www.wikidata.org/entity/Q273496,French Biblical and Archaeological School of Jerusalem,4
http://www.wikidata.org/entity/Q2911112,Hebrew Reali School,4
http://www.wikidata.org/entity/Q1140542,Mount Holyoke College,4
http://www.wikidata.org/entity/Q61931545,Institute of History and Ethnology of Azerbaijan National Academy of Sciences,4
http://www.wikidata.org/entity/Q4295195,Minsk men's gymnasium,4
http://www.wikidata.org/entity/Q49122,Harvard Law School,4
http://www.wikidata.org/entity/Q3268957,Lycée Thiers,4
http://www.wikidata.org/entity/Q1034225,Harvard Divinity School,4
http://www.wikidata.org/entity/Q3268851,Lycée Molière,4
http://www.wikidata.org/entity/Q16370763,Ivane Javakhishvili Institute of History and Ethnology,4
http://www.wikidata.org/entity/Q471980,Lycée Saint-Louis,4
http://www.wikidata.org/entity/Q1573631,"Royal Military Academy, Woolwich",4
http://www.wikidata.org/entity/Q2280221,Shrewsbury School,4
http://www.wikidata.org/entity/Q1326230,Nihon University,4
http://www.wikidata.org/entity/Q39913,Seoul National University,4
http://www.wikidata.org/entity/Q767650,Selwyn College,4
http://www.wikidata.org/entity/Q3064332,Science Faculty of Paris,4
http://www.wikidata.org/entity/Q32746,National Taiwan University,4
http://www.wikidata.org/entity/Q4582201,Østre Borgerdyd school,4
http://www.wikidata.org/entity/Q4314796,National Academy of Visual Arts and Architecture,4
http://www.wikidata.org/entity/Q1144549,Pierre and Marie Curie University,4
http://www.wikidata.org/entity/Q1195404,Murray Edwards College,4
http://www.wikidata.org/entity/Q951184,Pontifical Biblical Institute,4
http://www.wikidata.org/entity/Q309350,Northwestern University,4
http://www.wikidata.org/entity/Q1432645,Phillips Academy,4
http://www.wikidata.org/entity/Q2496116,Northwest University,4
http://www.wikidata.org/entity/Q1634051,National University of Trujillo,4
http://www.wikidata.org/entity/Q7042257,Nizhyn Gogol State University,4
http://www.wikidata.org/entity/Q213439,University of Virginia,4
http://www.wikidata.org/entity/Q3551686,Tunis University,4
http://www.wikidata.org/entity/Q15142,University of Massachusetts Amherst,4
http://www.wikidata.org/entity/Q49120,Tufts University,4
http://www.wikidata.org/entity/Q503415,University of Maryland,4
http://www.wikidata.org/entity/Q1755318,University of Wisconsin–Milwaukee,4
http://www.wikidata.org/entity/Q4182332,Trans-Baikal State Humanitarian-Pedagogical University,4
http://www.wikidata.org/entity/Q4614,University of Southern California,4
http://www.wikidata.org/entity/Q1641504,University of Palermo,4
http://www.wikidata.org/entity/Q1517021,University of Western Australia,4
http://www.wikidata.org/entity/Q3531508,Tonbridge School,4
http://www.wikidata.org/entity/Q503424,University of Leeds,4
http://www.wikidata.org/entity/Q52413,University of Kansas,4
http://www.wikidata.org/entity/Q498407,University of Latvia,4
http://www.wikidata.org/entity/Q391028,University of British Columbia,4
http://www.wikidata.org/entity/Q1067471,University of Calgary,4
http://www.wikidata.org/entity/Q761534,University of Georgia,4
http://www.wikidata.org/entity/Q777403,Washington University in St. Louis,4
http://www.wikidata.org/entity/Q5255905,Universidad Nacional de Rosario,4
http://www.wikidata.org/entity/Q574606,Université libre de Bruxelles,4
http://www.wikidata.org/entity/Q1468481,University of Deusto,4
http://www.wikidata.org/entity/Q681025,University at Buffalo,4
http://www.wikidata.org/entity/Q689400,TU Wien,4
http://www.wikidata.org/entity/Q81087,"University College, Oxford",4
http://www.wikidata.org/entity/Q10723329,Yale Divinity School,4
http://www.wikidata.org/entity/Q371522,University of Gothenburg,4
http://www.wikidata.org/entity/Q1549932,University of the Punjab,4
http://www.wikidata.org/entity/Q159895,University of Rostock,4
http://www.wikidata.org/entity/Q12728079,Faculty of Letters (Bucharest University),3
http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev,3
http://www.wikidata.org/entity/Q510029,Birzeit University,3
http://www.wikidata.org/entity/Q1424632,Alexandria University,3
http://www.wikidata.org/entity/Q1977379,Armenian State Pedagogical University,3
http://www.wikidata.org/entity/Q762266,City University of New York,3
http://www.wikidata.org/entity/Q987373,ELTE Apáczai Csere János High School and Boarding School,3
http://www.wikidata.org/entity/Q1329478,Czech Technical University in Prague,3
http://www.wikidata.org/entity/Q52109860,ELTE Faculty of Humanities,3
http://www.wikidata.org/entity/Q18590549,Escuela Superior de Diplomática,3
http://www.wikidata.org/entity/Q11942,ETH Zurich,3
http://www.wikidata.org/entity/Q2983549,Collège-lycée Jacques-Decour,3
http://www.wikidata.org/entity/Q564248,Buckingham Browne & Nichols School,3
http://www.wikidata.org/entity/Q1546906,Ca' Foscari University of Venice,3
http://www.wikidata.org/entity/Q757391,Central European University,3
http://www.wikidata.org/entity/Q273447,École Centrale Paris,3
http://www.wikidata.org/entity/Q337480,Académie Julian,3
http://www.wikidata.org/entity/Q4058260,Azerbaijan State Pedagogical University,3
http://www.wikidata.org/entity/Q49165,Amherst College,3
http://www.wikidata.org/entity/Q109176,Andrews University,3
http://www.wikidata.org/entity/Q4153935,Dagestan State University,3
http://www.wikidata.org/entity/Q4087768,Blagoveshchensk State Pedagogical University,3
http://www.wikidata.org/entity/Q12728073,Faculty of History of the University of Bucharest,3
http://www.wikidata.org/entity/Q60650497,"Department of Statistical Sciences, Sapienza University of Rome",3
http://www.wikidata.org/entity/Q3578478,École supérieure des arts décoratifs de Strasbourg,3
http://www.wikidata.org/entity/Q3578287,École normale supérieure de Saint-Cloud,3
http://www.wikidata.org/entity/Q273553,École Libre des Sciences Politiques,3
http://www.wikidata.org/entity/Q13342,Bordeaux Montaigne University,3
http://www.wikidata.org/entity/Q50281959,"Moscow Imperial University, Faculty of Law",3
http://www.wikidata.org/entity/Q4368050,Kamenets-Podolsky Theological Seminary,3
http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,3
http://www.wikidata.org/entity/Q910518,Komazawa University,3
http://www.wikidata.org/entity/Q2858236,Mahilow State A. Kulašow University,3
http://www.wikidata.org/entity/Q115220,Hiroshima University,3
http://www.wikidata.org/entity/Q1778321,Moscow Pedagogical State University,3
http://www.wikidata.org/entity/Q872541,Groton School,3
http://www.wikidata.org/entity/Q1921431,Merchant Taylors' School,3
http://www.wikidata.org/entity/Q3268857,Lycée Montaigne,3
http://www.wikidata.org/entity/Q4207718,Kazan Theological Academy,3
http://www.wikidata.org/entity/Q85449,Igor Sikorsky Kyiv Polytechnic Institute,3
http://www.wikidata.org/entity/Q1276338,Keble College,3
http://www.wikidata.org/entity/Q844153,Hungarian University of Fine Arts,3
http://www.wikidata.org/entity/Q1517831,Herlufsholm School,3
http://www.wikidata.org/entity/Q632891,McMaster University,3
http://www.wikidata.org/entity/Q495015,Fudan University,3
http://www.wikidata.org/entity/Q28664814,Imperial University of St. Vladimir,3
http://www.wikidata.org/entity/Q1097810,Moldova State University,3
http://www.wikidata.org/entity/Q1068752,Howard University,3
http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,3
http://www.wikidata.org/entity/Q2029787,Lazarev Institute of Oriental Languages,3
http://www.wikidata.org/entity/Q3268893,lycée Pierre-de-Fermat,3
http://www.wikidata.org/entity/Q664881,Franklin & Marshall College,3
http://www.wikidata.org/entity/Q3152059,Institut de paléontologie humaine,3
http://www.wikidata.org/entity/Q4258142,"Institute for Philosophy, Literature and History in Leningrad",3
http://www.wikidata.org/entity/Q1526305,Hebrew Union College – Jewish Institute of Religion – Cincinnati,3
http://www.wikidata.org/entity/Q4201516,Repin Institute of Arts,3
http://www.wikidata.org/entity/Q4480733,The Faculty of Geography and Geoecology,3
http://www.wikidata.org/entity/Q1071862,Ryukoku University,3
http://www.wikidata.org/entity/Q6747415,The Manchester Grammar School,3
http://www.wikidata.org/entity/Q4370825,Poltava National Pedagogical University,3
http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,3
http://www.wikidata.org/entity/Q765642,Queens' College,3
http://www.wikidata.org/entity/Q176473,Pontifical Oriental Institute,3
http://www.wikidata.org/entity/Q2109623,Saint-Sulpice Seminary,3
http://www.wikidata.org/entity/Q1194988,Paris 8 University,3
http://www.wikidata.org/entity/Q7685655,Tarbiat Modares University,3
http://www.wikidata.org/entity/Q8190036,Nara University,3
http://www.wikidata.org/entity/Q469476,The American University in Cairo,3
http://www.wikidata.org/entity/Q15693892,Temple Grove School,3
http://www.wikidata.org/entity/Q683580,Nanjing University,3
http://www.wikidata.org/entity/Q309948,Ruhr University Bochum,3
http://www.wikidata.org/entity/Q1420239,Temple University,3
http://www.wikidata.org/entity/Q17020147,"Royal Military College, Sandhurst",3
http://www.wikidata.org/entity/Q2912244,"Paul-Valéry University (Montpellier, 1970-2024)",3
http://www.wikidata.org/entity/Q4361461,Petrozavodsk State University,3
http://www.wikidata.org/entity/Q1342484,Robert College,3
http://www.wikidata.org/entity/Q7373798,Royal Belfast Academical Institution,3
http://www.wikidata.org/entity/Q179036,The Catholic University of America,3
http://www.wikidata.org/entity/Q1191132,Nagoya University,3
http://www.wikidata.org/entity/Q4315056,National Pedagogical Dragomanov University,3
http://www.wikidata.org/entity/Q649830,Sorø Academy,3
http://www.wikidata.org/entity/Q1637997,Novosibirsk State University,3
http://www.wikidata.org/entity/Q6996689,Nersisian School,3
http://www.wikidata.org/entity/Q4113251,St. Vladimir Seminary Feofanovskaya,3
http://www.wikidata.org/entity/Q2014020,State University of Leuven,3
http://www.wikidata.org/entity/Q1140241,State University of New York,3
http://www.wikidata.org/entity/Q256754,St Catharine's College,3
http://www.wikidata.org/entity/Q4201873,N.N. Miklukho-Maklai Institute of Anthropology and Ethnography RAS,3
http://www.wikidata.org/entity/Q616591,Oberlin College,3
http://www.wikidata.org/entity/Q1570489,National University of Córdoba,3
http://www.wikidata.org/entity/Q4638918,St Paul's Girls' School,3
http://www.wikidata.org/entity/Q5142861,National School of Buenos Aires,3
http://www.wikidata.org/entity/Q1150437,Victoria University of Wellington,3
http://www.wikidata.org/entity/Q279724,University of Tromsø – The Arctic University of Norway,3
http://www.wikidata.org/entity/Q1024426,University of South Carolina,3
http://www.wikidata.org/entity/Q149990,University of Rochester,3
http://www.wikidata.org/entity/Q867530,Victoria University of Manchester,3
http://www.wikidata.org/entity/Q581954,University of Zimbabwe,3
http://www.wikidata.org/entity/Q1751060,University of Trieste,3
http://www.wikidata.org/entity/Q178848,University of Notre Dame,3
http://www.wikidata.org/entity/Q1150105,University of Tennessee,3
http://www.wikidata.org/entity/Q604444,University of Pretoria,3
http://www.wikidata.org/entity/Q776223,University of Montpellier,3
http://www.wikidata.org/entity/Q1326975,University of Wyoming,3
http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,3
http://www.wikidata.org/entity/Q27265,University of Salzburg,3
http://www.wikidata.org/entity/Q534643,University of the Witwatersrand,3
http://www.wikidata.org/entity/Q501841,University of Turku,3
http://www.wikidata.org/entity/Q1760244,Yenching University,3
http://www.wikidata.org/entity/Q73079,Trinity College,3
http://www.wikidata.org/entity/Q49167,Wesleyan University,3
http://www.wikidata.org/entity/Q217439,University of Hawaiʻi System,3
http://www.wikidata.org/entity/Q1248821,University of Catania,3
http://www.wikidata.org/entity/Q432475,University of Canterbury,3
http://www.wikidata.org/entity/Q766962,University of Cantabria,3
http://www.wikidata.org/entity/Q1169487,University of Ibadan,3
http://www.wikidata.org/entity/Q1243904,University of Alcalá,3
http://www.wikidata.org/entity/Q640694,University of Alberta,3
http://www.wikidata.org/entity/Q2473125,University Nancy II,3
http://www.wikidata.org/entity/Q780745,Worcester College,3
http://www.wikidata.org/entity/Q1141586,University Lille-III,3
http://www.wikidata.org/entity/Q607331,Universidad de San Carlos de Guatemala,3
http://www.wikidata.org/entity/Q2005647,University of Allahabad,3
http://www.wikidata.org/entity/Q1236136,University of Bari,3
http://www.wikidata.org/entity/Q287072,University of Burgundy Europe,3
http://www.wikidata.org/entity/Q534515,University of Indonesia,3
http://www.wikidata.org/entity/Q182973,University of Iowa,3
http://www.wikidata.org/entity/Q13338,University of Bordeaux 1,3
http://www.wikidata.org/entity/Q1737734,University of Keele,3
http://www.wikidata.org/entity/Q902189,Udmurt State University,3
http://www.wikidata.org/entity/Q1574185,University College Cork,3
http://www.wikidata.org/entity/Q519427,University of Denver,3
http://www.wikidata.org/entity/Q1111640,Colorado State University,2
http://www.wikidata.org/entity/Q181461,Downing College,2
http://www.wikidata.org/entity/Q273605,École normale supérieure de lettres et sciences humaines,2
http://www.wikidata.org/entity/Q24940934,Faculty of Humanities at the Jan Kazimierz University in Lviv,2
http://www.wikidata.org/entity/Q5303087,Downe House,2
http://www.wikidata.org/entity/Q4959748,Brearley School,2
http://www.wikidata.org/entity/Q173959,Al-Azhar University,2
http://www.wikidata.org/entity/Q1111367,Colorado School of Mines,2
http://www.wikidata.org/entity/Q3578285,École normale supérieure de Fontenay-aux-Roses,2
http://www.wikidata.org/entity/Q4954686,Bradford Grammar School,2
http://www.wikidata.org/entity/Q3577761,Constantine Artillery School,2
http://www.wikidata.org/entity/Q102398283,"faculty of science, German University in Prague",2
http://www.wikidata.org/entity/Q12028998,Catholic Theological Faculty of Charles University,2
http://www.wikidata.org/entity/Q1047060,Case Western Reserve University,2
http://www.wikidata.org/entity/Q5171560,Cornell University College of Agriculture and Life Sciences,2
http://www.wikidata.org/entity/Q1041671,Carleton College,2
http://www.wikidata.org/entity/Q3577752,École d'application de l'artillerie et du génie in Metz,2
http://www.wikidata.org/entity/Q12885796,Faculty of Philosophy of the AUTh,2
http://www.wikidata.org/entity/Q1026912,"California State University, Chico",2
http://www.wikidata.org/entity/Q1367388,"Faculty of Philosophy and Letters, UNAM",2
http://www.wikidata.org/entity/Q2822659,Accademia Ligustica di Belle Arti,2
http://www.wikidata.org/entity/Q12102466,Drohobych Ivan Franko State Pedagogical University,2
http://www.wikidata.org/entity/Q1238770,Addis Ababa University,2
http://www.wikidata.org/entity/Q1321803,Chiba University,2
http://www.wikidata.org/entity/Q5089033,Chechen State Pedagogical Institute,2
http://www.wikidata.org/entity/Q3064300,Faculty of Philology of Saint Petersburg State University,2
http://www.wikidata.org/entity/Q995138,Bryanston School,2
http://www.wikidata.org/entity/Q273523,École Nationale des Ponts et Chaussées,2
http://www.wikidata.org/entity/Q371625,Brooklyn College,2
http://www.wikidata.org/entity/Q5248851,Deccan College Post-Graduate and Research Institute,2
http://www.wikidata.org/entity/Q2333300,Chelyabinsk State University,2
http://www.wikidata.org/entity/Q3578245,École nationale supérieure des beaux-arts de Lyon,2
http://www.wikidata.org/entity/Q588929,British School at Rome,2
http://www.wikidata.org/entity/Q16953838,Bristol University,2
http://www.wikidata.org/entity/Q196544,Aligarh Muslim University,2
http://www.wikidata.org/entity/Q4493503,Denison University,2
http://www.wikidata.org/entity/Q1327488,Árpád Gimnázium,2
http://www.wikidata.org/entity/Q752663,Delft University of Technology,2
http://www.wikidata.org/entity/Q3210868,Erenköy Girls High School,2
http://www.wikidata.org/entity/Q15249146,Erzsébet University,2
http://www.wikidata.org/entity/Q20076806,Arsakeia-Tositseia Schools,2
http://www.wikidata.org/entity/Q675110,Darwin College,2
http://www.wikidata.org/entity/Q10279509,Faculty of Arts and Humanities of the University of Porto,2
http://www.wikidata.org/entity/Q1095773,Clark University,2
http://www.wikidata.org/entity/Q4940227,Bolton School,2
http://www.wikidata.org/entity/Q10279508,Faculdade de Letras da Universidade de Coimbra,2
http://www.wikidata.org/entity/Q853666,Báthory István High School in Cluj-Napoca,2
http://www.wikidata.org/entity/Q3298337,Augustana College,2
http://www.wikidata.org/entity/Q5133190,Clifton College,2
http://www.wikidata.org/entity/Q12765841,Faculty of Arts of the Comenius University in Bratislava,2
http://www.wikidata.org/entity/Q2893526,Bedales School,2
http://www.wikidata.org/entity/Q13221862,"Faculty of Arts, Palacký University of Olomouc",2
http://www.wikidata.org/entity/Q812573,Baylor University,2
http://www.wikidata.org/entity/Q621043,Emory University,2
http://www.wikidata.org/entity/Q1109093,College of Wooster,2
http://www.wikidata.org/entity/Q1999150,Bestuzhev Courses,2
http://www.wikidata.org/entity/Q1091287,Chuo University,2
http://www.wikidata.org/entity/Q4917738,Bishop Vesey's Grammar School,2
http://www.wikidata.org/entity/Q1351317,Damascus University,2
http://www.wikidata.org/entity/Q806116,Banaras Hindu University,2
http://www.wikidata.org/entity/Q5362612,Elizabeth College,2
http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London",2
http://www.wikidata.org/entity/Q1141728,International Christian University,2
http://www.wikidata.org/entity/Q81153,Lincoln College,2
http://www.wikidata.org/entity/Q43659,Lesya Ukrainka Volyn National University,2
http://www.wikidata.org/entity/Q500740,Lille University of Science and Technology,2
http://www.wikidata.org/entity/Q81090,Hertford College,2
http://www.wikidata.org/entity/Q38178366,Imperial Academy of Medical Surgery,2
http://www.wikidata.org/entity/Q20514825,Institute of History of National Academy of Sciences of Armenia,2
http://www.wikidata.org/entity/Q59421313,Higher Art School at the Imperial Academy of Arts,2
http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,2
http://www.wikidata.org/entity/Q3919264,Jesuit Academy of Polotsk,2
http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,2
http://www.wikidata.org/entity/Q3122623,Jean Sturm Gymnasium,2
http://www.wikidata.org/entity/Q1276053,"Institute for the Study of Ancient Cultures, West Asia & North Africa",2
http://www.wikidata.org/entity/Q1478723,La Trobe University,2
http://www.wikidata.org/entity/Q1682433,Jan van Eyck Academie,2
http://www.wikidata.org/entity/Q10279414,Law School of the University of Coimbra,2
http://www.wikidata.org/entity/Q1630782,Hotchkiss School,2
http://www.wikidata.org/entity/Q4111176,Imperial University of Vilna,2
http://www.wikidata.org/entity/Q3268602,Lycée Buffon,2
http://www.wikidata.org/entity/Q700130,Imperial Japanese Army Academy,2
http://www.wikidata.org/entity/Q58878019,Imperial Forestry Institute,2
http://www.wikidata.org/entity/Q1817355,Lviv Polytechnic,2
http://www.wikidata.org/entity/Q4299198,Mogilev Theological Seminary,2
http://www.wikidata.org/entity/Q6800587,McCormick Theological Seminary,2
http://www.wikidata.org/entity/Q309988,Karlsruhe Institute of Technology,2
http://www.wikidata.org/entity/Q1036470,Kwansei Gakuin University,2
http://www.wikidata.org/entity/Q590643,Miami University,2
http://www.wikidata.org/entity/Q270222,Michigan State University,2
http://www.wikidata.org/entity/Q12432,Michigan Technological University,2
http://www.wikidata.org/entity/Q1357891,Middlebury College,2
http://www.wikidata.org/entity/Q28482293,Kazan Imperial University,2
http://www.wikidata.org/entity/Q4248858,Kursk State University,2
http://www.wikidata.org/entity/Q1372362,Gakushuin University,2
http://www.wikidata.org/entity/Q4971000,Kenyon Institute,2
http://www.wikidata.org/entity/Q1148782,Kumamoto University,2
http://www.wikidata.org/entity/Q3268899,Lycée Racine,2
http://www.wikidata.org/entity/Q598841,Monash University,2
http://www.wikidata.org/entity/Q318186,Französisches Gymnasium Berlin,2
http://www.wikidata.org/entity/Q1125340,Könyves Kálmán High School,2
http://www.wikidata.org/entity/Q1796129,Königliche Litthauische Provinzialschule,2
http://www.wikidata.org/entity/Q18548907,"""King Ferdinand I"" University",2
http://www.wikidata.org/entity/Q797897,Fitzwilliam College,2
http://www.wikidata.org/entity/Q4348842,First Kazan Male Gymnasium,2
http://www.wikidata.org/entity/Q4304150,Moscow Institute of Oriental Studies,2
http://www.wikidata.org/entity/Q1949325,"Moscow School of Painting, Sculpture and Architecture",2
http://www.wikidata.org/entity/Q6413785,Kingswood School,2
http://www.wikidata.org/entity/Q3890936,"Moscow State University, Faculty of Law",2
http://www.wikidata.org/entity/Q741082,Macquarie University,2
http://www.wikidata.org/entity/Q684783,Kanazawa University,2
http://www.wikidata.org/entity/Q5592036,Graduate School of Chinese Academy of Social Sciences,2
http://www.wikidata.org/entity/Q3113011,Hamilton College,2
http://www.wikidata.org/entity/Q4139211,Main Pedagogical Institute,2
http://www.wikidata.org/entity/Q3732859,Massana School,2
http://www.wikidata.org/entity/Q1964642,Kyrgyz National University,2
http://www.wikidata.org/entity/Q4331495,Grekov Odesa Art school,2
http://www.wikidata.org/entity/Q2564313,Kadyrov Chechen State University,2
http://www.wikidata.org/entity/Q1558232,Gymnasium St. Augustin,2
http://www.wikidata.org/entity/Q15248403,Marlborough Royal Free Grammar School,2
http://www.wikidata.org/entity/Q955439,South Ossetian State University,2
http://www.wikidata.org/entity/Q568705,Theresian Military Academy,2
http://www.wikidata.org/entity/Q2333286,South Ural State Humanitarian Pedagogical University,2
http://www.wikidata.org/entity/Q4086897,MSU Faculty of Biology,2
http://www.wikidata.org/entity/Q1140013,Special School of Architecture,2
http://www.wikidata.org/entity/Q7597409,Stamford School,2
http://www.wikidata.org/entity/Q699668,Thomasschule zu Leipzig,2
http://www.wikidata.org/entity/Q2360835,Stroganov Moscow State Academy of Arts and Industry,2
http://www.wikidata.org/entity/Q4030708,Third Gymnasium of Moscow,2
http://www.wikidata.org/entity/Q1149176,Rissho University,2
http://www.wikidata.org/entity/Q1143235,Rikkyo University,2
http://www.wikidata.org/entity/Q1061504,Stockholm School of Economics,2
http://www.wikidata.org/entity/Q3276757,Presidency College,2
http://www.wikidata.org/entity/Q7592804,St Christopher School,2
http://www.wikidata.org/entity/Q2749583,Presidency University,2
http://www.wikidata.org/entity/Q632004,Radboud University,2
http://www.wikidata.org/entity/Q128260,St Edward's School,2
http://www.wikidata.org/entity/Q1227526,St Paul's School,2
http://www.wikidata.org/entity/Q7593614,"St John's School, Leatherhead",2
http://www.wikidata.org/entity/Q3064314,Protestant Faculty of Theology in Paris,2
http://www.wikidata.org/entity/Q4424975,Smolensk State University,2
http://www.wikidata.org/entity/Q4406337,Samarkand State University,2
http://www.wikidata.org/entity/Q1515763,St. Olaf College,2
http://www.wikidata.org/entity/Q12376416,Tartu Governorate Gymnasium,2
http://www.wikidata.org/entity/Q3135913,Savitribai Phule Pune University,2
http://www.wikidata.org/entity/Q859363,Sciences Po,2
http://www.wikidata.org/entity/Q1528756,Tajik National University,2
http://www.wikidata.org/entity/Q2278254,Sherborne School,2
http://www.wikidata.org/entity/Q2281517,Sichuan University,2
http://www.wikidata.org/entity/Q327116,Sidney Sussex College,2
http://www.wikidata.org/entity/Q1209824,Silpakorn University,2
http://www.wikidata.org/entity/Q201603,Simon Fraser University,2
http://www.wikidata.org/entity/Q1399299,Slade School of Fine Art,2
http://www.wikidata.org/entity/Q12335994,Slagelse Gymnasium,2
http://www.wikidata.org/entity/Q1857875,Studium Biblicum Franciscanum,2
http://www.wikidata.org/entity/Q1378320,Swarthmore College,2
http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,2
http://www.wikidata.org/entity/Q1202039,"Royal Holloway, University of London",2
http://www.wikidata.org/entity/Q2171033,Royal High School,2
http://www.wikidata.org/entity/Q7374234,Royal Grammar School,2
http://www.wikidata.org/entity/Q860076,Superior Technical School of Architecture of Madrid,2
http://www.wikidata.org/entity/Q1423756,Texas Tech University,2
http://www.wikidata.org/entity/Q1153094,Sophia University,2
http://www.wikidata.org/entity/Q1322403,Royal Academy of Fine Arts of San Fernando,2
http://www.wikidata.org/entity/Q5493652,Rossall School,2
http://www.wikidata.org/entity/Q12333820,Roskilde Cathedral School,2
http://www.wikidata.org/entity/Q12719908,Romanian Academy in Rome,2
http://www.wikidata.org/entity/Q916367,National University of San Antonio Abad in Cusco,2
http://www.wikidata.org/entity/Q4351509,Perm Theological Seminary,2
http://www.wikidata.org/entity/Q392904,Polytechnic University of Milan,2
http://www.wikidata.org/entity/Q7170807,Perth Academy,2
http://www.wikidata.org/entity/Q492766,N. I. Lobachevsky State University of Nizhny Novgorod,2
http://www.wikidata.org/entity/Q662976,Panthéon-Assas University Paris,2
http://www.wikidata.org/entity/Q20439947,Petőfi Sándor Gimnázium,2
http://www.wikidata.org/entity/Q4325461,Novosibirsk State Pedagogical University,2
http://www.wikidata.org/entity/Q1067916,Okayama University,2
http://www.wikidata.org/entity/Q309331,Ohio State University,2
http://www.wikidata.org/entity/Q265866,National University of the Littoral,2
http://www.wikidata.org/entity/Q4331403,Odesa Theological Seminary,2
http://www.wikidata.org/entity/Q1144565,Umeå University,2
http://www.wikidata.org/entity/Q8039639,Wycombe Abbey School,2
http://www.wikidata.org/entity/Q1480421,University of Dhaka,2
http://www.wikidata.org/entity/Q1206658,University of Colorado,2
http://www.wikidata.org/entity/Q1202716,University of Nebraska system,2
http://www.wikidata.org/entity/Q80171,Vasyl' Stus Donetsk National University,2
http://www.wikidata.org/entity/Q428520,University of Tirana,2
http://www.wikidata.org/entity/Q1686898,Uhland-Gymnasium Tübingen,2
http://www.wikidata.org/entity/Q557597,University of Dar es Salaam,2
http://www.wikidata.org/entity/Q574571,University of Regensburg,2
http://www.wikidata.org/entity/Q349055,Wayne State University,2
http://www.wikidata.org/entity/Q2067315,University of Cagliari,2
http://www.wikidata.org/entity/Q1070333,University of Arkansas,2
http://www.wikidata.org/entity/Q3918532,University of Peshawar,2
http://www.wikidata.org/entity/Q2744209,University of Portsmouth,2
http://www.wikidata.org/entity/Q204457,University of Bergen,2
http://www.wikidata.org/entity/Q2037040,University of Alicante,2
http://www.wikidata.org/entity/Q122453,University of Stuttgart,2
http://www.wikidata.org/entity/Q624090,University of Southern Mississippi,2
http://www.wikidata.org/entity/Q4478869,Utkal University,2
http://www.wikidata.org/entity/Q3626706,Yakovlev Chuvash State Pedagogical University,2
http://www.wikidata.org/entity/Q958650,Universidad de Málaga,2
http://www.wikidata.org/entity/Q117000925,University of Padua. School of Medicine and Surgery,2
http://www.wikidata.org/entity/Q1190852,University of Algiers 1,2
http://www.wikidata.org/entity/Q1546191,Western Michigan University,2
http://www.wikidata.org/entity/Q7896167,"University of Puerto Rico, Río Piedras Campus",2
http://www.wikidata.org/entity/Q3403302,Uppingham School,2
http://www.wikidata.org/entity/Q1569421,University of the Andes,2
http://www.wikidata.org/entity/Q1153539,Xiamen University,2
http://www.wikidata.org/entity/Q7894634,University College School,2
http://www.wikidata.org/entity/Q1712507,University of Hradec Králové,2
http://www.wikidata.org/entity/Q1756541,Vytautas Magnus University,2
http://www.wikidata.org/entity/Q3075124,Trent University,2
http://www.wikidata.org/entity/Q426045,University of Malta,2
http://www.wikidata.org/entity/Q1307345,University of Maine,2
http://www.wikidata.org/entity/Q196559,University of Iceland,2
http://www.wikidata.org/entity/Q1364464,University of Madras,2
http://www.wikidata.org/entity/Q2383462,University of Lyon,2
http://www.wikidata.org/entity/Q4253367,University of Lucknow,2
http://www.wikidata.org/entity/Q1321655,Toyo University,2
http://www.wikidata.org/entity/Q12340828,Vestre Borgerdydskole,2
http://www.wikidata.org/entity/Q1854488,University of Idaho,2
http://www.wikidata.org/entity/Q955764,University of Illinois Chicago,2
http://www.wikidata.org/entity/Q15909007,Zhejiang Wenzhou High School,2
http://www.wikidata.org/entity/Q1145814,University of Illinois system,2
http://www.wikidata.org/entity/Q3551621,University of Lille,2
http://www.wikidata.org/entity/Q1816905,University of Wales Trinity Saint David - Lampeter Campus,2
