archaeologist,field_uri,field_label
http://www.wikidata.org/entity/Q1000405,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1000405,http://www.wikidata.org/entity/Q43455,ethnology
http://www.wikidata.org/entity/Q1000405,http://www.wikidata.org/entity/Q6497044,history of literature
http://www.wikidata.org/entity/Q100152299,http://www.wikidata.org/entity/Q11761,Bronze Age
http://www.wikidata.org/entity/Q100152299,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100152299,http://www.wikidata.org/entity/Q36422,Neolithic
http://www.wikidata.org/entity/Q100256344,http://www.wikidata.org/entity/Q1994273,Flemish Baroque painting
http://www.wikidata.org/entity/Q100256344,http://www.wikidata.org/entity/Q36649,visual arts
http://www.wikidata.org/entity/Q100256344,http://www.wikidata.org/entity/Q443153,Early Netherlandish painting
http://www.wikidata.org/entity/Q100328,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q100328,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100328,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q100346138,http://www.wikidata.org/entity/Q11756,prehistory
http://www.wikidata.org/entity/Q100346138,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q100346138,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100346138,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q100411,http://www.wikidata.org/entity/Q192694,paleobotany
http://www.wikidata.org/entity/Q100411,http://www.wikidata.org/entity/Q441,botany
http://www.wikidata.org/entity/Q1004178,http://www.wikidata.org/entity/Q1081988,pastoral care
http://www.wikidata.org/entity/Q1004178,http://www.wikidata.org/entity/Q199655,library science
http://www.wikidata.org/entity/Q1004178,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100487,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100487,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q100590806,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100590831,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100590833,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100600840,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100600840,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q100605033,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q100605033,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100605448,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q100605448,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100901065,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100901065,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q100901065,http://www.wikidata.org/entity/Q631286,numismatics
http://www.wikidata.org/entity/Q100943039,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q100945689,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1009506,http://www.wikidata.org/entity/Q156859,Assyriology
http://www.wikidata.org/entity/Q1009506,http://www.wikidata.org/entity/Q466340,Assyrian mythology
http://www.wikidata.org/entity/Q1009506,http://www.wikidata.org/entity/Q66018222,cuneiform clay tablet
http://www.wikidata.org/entity/Q101002568,http://www.wikidata.org/entity/Q115154787,church‘s ministry
http://www.wikidata.org/entity/Q101002568,http://www.wikidata.org/entity/Q2415966,prehistoric archaeology
http://www.wikidata.org/entity/Q101002568,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q1010297,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1010297,http://www.wikidata.org/entity/Q476294,oriental studies
http://www.wikidata.org/entity/Q101120562,http://www.wikidata.org/entity/Q1069,geology
http://www.wikidata.org/entity/Q101120562,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q101120562,http://www.wikidata.org/entity/Q52139,climatology
http://www.wikidata.org/entity/Q101163496,http://www.wikidata.org/entity/Q12211529,Middle Eastern studies
http://www.wikidata.org/entity/Q101163496,http://www.wikidata.org/entity/Q1510761,social change
http://www.wikidata.org/entity/Q101163496,http://www.wikidata.org/entity/Q177626,human migration
http://www.wikidata.org/entity/Q101163496,http://www.wikidata.org/entity/Q193748,ancient Israel and Judah
http://www.wikidata.org/entity/Q101163496,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q101218689,http://www.wikidata.org/entity/Q2277510,ancient art
http://www.wikidata.org/entity/Q101218689,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q101218689,http://www.wikidata.org/entity/Q486761,classical antiquity
http://www.wikidata.org/entity/Q101218689,http://www.wikidata.org/entity/Q637254,archaeometallurgy
http://www.wikidata.org/entity/Q101218689,http://www.wikidata.org/entity/Q637284,archaeological science
http://www.wikidata.org/entity/Q101223294,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q101248889,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q101248889,http://www.wikidata.org/entity/Q2415966,prehistoric archaeology
http://www.wikidata.org/entity/Q101248889,http://www.wikidata.org/entity/Q959782,archaeological excavation
http://www.wikidata.org/entity/Q101552364,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q101678,http://www.wikidata.org/entity/Q145903,Egyptology
http://www.wikidata.org/entity/Q101910,http://www.wikidata.org/entity/Q1367940,Catholic theology
http://www.wikidata.org/entity/Q101910,http://www.wikidata.org/entity/Q1760972,Christian archaeology
http://www.wikidata.org/entity/Q101910,http://www.wikidata.org/entity/Q189380,patristics
http://www.wikidata.org/entity/Q101910,http://www.wikidata.org/entity/Q235329,history of Christianity
http://www.wikidata.org/entity/Q101910,http://www.wikidata.org/entity/Q5870968,history of theology
http://www.wikidata.org/entity/Q101915,http://www.wikidata.org/entity/Q199655,library science
http://www.wikidata.org/entity/Q101915,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q101915,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q101915,http://www.wikidata.org/entity/Q380313,archival science
http://www.wikidata.org/entity/Q101915,http://www.wikidata.org/entity/Q40634,philology
http://www.wikidata.org/entity/Q101927223,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q101927223,http://www.wikidata.org/entity/Q45621,ceramic
http://www.wikidata.org/entity/Q102078101,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q102078101,http://www.wikidata.org/entity/Q181260,epigraphy
http://www.wikidata.org/entity/Q102078101,http://www.wikidata.org/entity/Q63386008,curating
http://www.wikidata.org/entity/Q102078101,http://www.wikidata.org/entity/Q7328910,art collection
http://www.wikidata.org/entity/Q102078101,http://www.wikidata.org/entity/Q757248,papyrology
http://www.wikidata.org/entity/Q102078229,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q102078229,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q102182635,http://www.wikidata.org/entity/Q11759,Stone Age
http://www.wikidata.org/entity/Q102182635,http://www.wikidata.org/entity/Q11761,Bronze Age
http://www.wikidata.org/entity/Q102182635,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q102182635,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q102182635,http://www.wikidata.org/entity/Q36422,Neolithic
http://www.wikidata.org/entity/Q102245502,http://www.wikidata.org/entity/Q44097629,Roman archaeology
http://www.wikidata.org/entity/Q102312919,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q102348,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q102348,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q102348758,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q102348758,http://www.wikidata.org/entity/Q1753045,museum education
http://www.wikidata.org/entity/Q102348758,http://www.wikidata.org/entity/Q41493,ancient history
http://www.wikidata.org/entity/Q102348758,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q102370,http://www.wikidata.org/entity/Q12271,architecture
http://www.wikidata.org/entity/Q102370,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q102370,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q102744,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q102822449,http://www.wikidata.org/entity/Q1247086,Greek art
http://www.wikidata.org/entity/Q102822449,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103076680,http://www.wikidata.org/entity/Q18,South America
http://www.wikidata.org/entity/Q103076680,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q103076680,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1030884,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q1030884,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1030884,http://www.wikidata.org/entity/Q2415966,prehistoric archaeology
http://www.wikidata.org/entity/Q103103,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103103,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q103103,http://www.wikidata.org/entity/Q36192,folklore
http://www.wikidata.org/entity/Q10321741,http://www.wikidata.org/entity/Q199655,library science
http://www.wikidata.org/entity/Q10321741,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q10321741,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q10321741,http://www.wikidata.org/entity/Q460162,museology
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q132151,ethnography
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q346575,Protestant church
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q446760,educational system
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q7553,translation
http://www.wikidata.org/entity/Q1032201,http://www.wikidata.org/entity/Q8242,literature
http://www.wikidata.org/entity/Q1032387,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q1032387,http://www.wikidata.org/entity/Q2941393,castellology
http://www.wikidata.org/entity/Q103240,http://www.wikidata.org/entity/Q12271,architecture
http://www.wikidata.org/entity/Q1033420,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1033420,http://www.wikidata.org/entity/Q7328910,art collection
http://www.wikidata.org/entity/Q103450463,http://www.wikidata.org/entity/Q11756,prehistory
http://www.wikidata.org/entity/Q103450463,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103450463,http://www.wikidata.org/entity/Q2415966,prehistoric archaeology
http://www.wikidata.org/entity/Q10347690,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q10347690,http://www.wikidata.org/entity/Q29051,social anthropology
http://www.wikidata.org/entity/Q10347690,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q10367105,http://www.wikidata.org/entity/Q12554,Middle Ages
http://www.wikidata.org/entity/Q10367105,http://www.wikidata.org/entity/Q1802210,regional history
http://www.wikidata.org/entity/Q10367105,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103766,http://www.wikidata.org/entity/Q172331,liturgy
http://www.wikidata.org/entity/Q103766,http://www.wikidata.org/entity/Q1760972,Christian archaeology
http://www.wikidata.org/entity/Q103766,http://www.wikidata.org/entity/Q648154,Byzantine studies
http://www.wikidata.org/entity/Q1037854,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1037854,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q1037854,http://www.wikidata.org/entity/Q495527,classical philology
http://www.wikidata.org/entity/Q103825410,http://www.wikidata.org/entity/Q10855061,archaeological find
http://www.wikidata.org/entity/Q103825410,http://www.wikidata.org/entity/Q19877,Museo Egizio
http://www.wikidata.org/entity/Q103825410,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103825410,http://www.wikidata.org/entity/Q816425,surveying
http://www.wikidata.org/entity/Q103830863,http://www.wikidata.org/entity/Q184890,Latin-language literature
http://www.wikidata.org/entity/Q103830863,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103830863,http://www.wikidata.org/entity/Q40634,philology
http://www.wikidata.org/entity/Q103830863,http://www.wikidata.org/entity/Q5193508,culture of Rome
http://www.wikidata.org/entity/Q103830863,http://www.wikidata.org/entity/Q5891,philosophy
http://www.wikidata.org/entity/Q103830863,http://www.wikidata.org/entity/Q646206,history of Rome
http://www.wikidata.org/entity/Q103867140,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q103867140,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q103867140,http://www.wikidata.org/entity/Q2415966,prehistoric archaeology
http://www.wikidata.org/entity/Q103867140,http://www.wikidata.org/entity/Q8180985,history of architecture
http://www.wikidata.org/entity/Q1039916,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1039916,http://www.wikidata.org/entity/Q495527,classical philology
http://www.wikidata.org/entity/Q1040101,http://www.wikidata.org/entity/Q130253,Chalcolithic
http://www.wikidata.org/entity/Q1040101,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q1040101,http://www.wikidata.org/entity/Q193369,Prague Castle
http://www.wikidata.org/entity/Q1040351,http://www.wikidata.org/entity/Q1412733,Jewish diaspora
http://www.wikidata.org/entity/Q1040351,http://www.wikidata.org/entity/Q22649,antisemitism
http://www.wikidata.org/entity/Q1040351,http://www.wikidata.org/entity/Q4392985,religious identity
http://www.wikidata.org/entity/Q1040351,http://www.wikidata.org/entity/Q584548,anti-Zionism
http://www.wikidata.org/entity/Q1040351,http://www.wikidata.org/entity/Q7325,Jewish people
http://www.wikidata.org/entity/Q1040466,http://www.wikidata.org/entity/Q1381199,Protestant theology
http://www.wikidata.org/entity/Q1040466,http://www.wikidata.org/entity/Q145903,Egyptology
http://www.wikidata.org/entity/Q1040466,http://www.wikidata.org/entity/Q1784169,Coptology
http://www.wikidata.org/entity/Q1040466,http://www.wikidata.org/entity/Q189380,patristics
http://www.wikidata.org/entity/Q1040466,http://www.wikidata.org/entity/Q235329,history of Christianity
http://www.wikidata.org/entity/Q1040466,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q104056968,http://www.wikidata.org/entity/Q1211146,rock art
http://www.wikidata.org/entity/Q104056968,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1040986,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q1040986,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q104121231,http://www.wikidata.org/entity/Q1561862,environmental history
http://www.wikidata.org/entity/Q104121231,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104121231,http://www.wikidata.org/entity/Q318668,zooarchaeology
http://www.wikidata.org/entity/Q104121231,http://www.wikidata.org/entity/Q7205,paleontology
http://www.wikidata.org/entity/Q104121231,http://www.wikidata.org/entity/Q959782,archaeological excavation
http://www.wikidata.org/entity/Q104129217,http://www.wikidata.org/entity/Q1247086,Greek art
http://www.wikidata.org/entity/Q104129217,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104129217,http://www.wikidata.org/entity/Q48277,gender
http://www.wikidata.org/entity/Q104161399,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q1071,geography
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q1197129,evolutionary computation
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q17995793,quantum computing
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q201486,history of science
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q36908,mountaineering
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q42515,cartography
http://www.wikidata.org/entity/Q104178705,http://www.wikidata.org/entity/Q918779,geoinformatics
http://www.wikidata.org/entity/Q104214856,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q104214856,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104258,http://www.wikidata.org/entity/Q145903,Egyptology
http://www.wikidata.org/entity/Q104258,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104380,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q104417668,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q104417668,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104417668,http://www.wikidata.org/entity/Q28747937,history of a city
http://www.wikidata.org/entity/Q104417668,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q104417668,http://www.wikidata.org/entity/Q8180985,history of architecture
http://www.wikidata.org/entity/Q104440,http://www.wikidata.org/entity/Q1161034,historical archaeology
http://www.wikidata.org/entity/Q104440,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104440,http://www.wikidata.org/entity/Q959782,archaeological excavation
http://www.wikidata.org/entity/Q104471394,http://www.wikidata.org/entity/Q192694,paleobotany
http://www.wikidata.org/entity/Q104471394,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104471394,http://www.wikidata.org/entity/Q2532901,environmental archaeology
http://www.wikidata.org/entity/Q104471394,http://www.wikidata.org/entity/Q2638294,ethnoarchaeology
http://www.wikidata.org/entity/Q104518675,http://www.wikidata.org/entity/Q1071,geography
http://www.wikidata.org/entity/Q104518675,http://www.wikidata.org/entity/Q2532901,environmental archaeology
http://www.wikidata.org/entity/Q104518675,http://www.wikidata.org/entity/Q636481,archaeobotany
http://www.wikidata.org/entity/Q104521818,http://www.wikidata.org/entity/Q12075242,history of mining
http://www.wikidata.org/entity/Q104521818,http://www.wikidata.org/entity/Q465352,history of technology
http://www.wikidata.org/entity/Q104523160,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104596720,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104596720,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q104596720,http://www.wikidata.org/entity/Q7850,Chinese
http://www.wikidata.org/entity/Q1046137,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1046137,http://www.wikidata.org/entity/Q476294,oriental studies
http://www.wikidata.org/entity/Q104672563,http://www.wikidata.org/entity/Q12649079,archaeological monument
http://www.wikidata.org/entity/Q104672563,http://www.wikidata.org/entity/Q22969563,Bodendenkmal
http://www.wikidata.org/entity/Q104672563,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104673352,http://www.wikidata.org/entity/Q190993,malacology
http://www.wikidata.org/entity/Q104673352,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104728,http://www.wikidata.org/entity/Q1760972,Christian archaeology
http://www.wikidata.org/entity/Q104728,http://www.wikidata.org/entity/Q235329,history of Christianity
http://www.wikidata.org/entity/Q104763996,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104763996,http://www.wikidata.org/entity/Q41137,Assyrian Empire
http://www.wikidata.org/entity/Q104771879,http://www.wikidata.org/entity/Q1071,geography
http://www.wikidata.org/entity/Q104771879,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q104771879,http://www.wikidata.org/entity/Q3718695,economy of the Roman Empire
http://www.wikidata.org/entity/Q104776973,http://www.wikidata.org/entity/Q181260,epigraphy
http://www.wikidata.org/entity/Q104776973,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104776973,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q1047933,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1047933,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q1047933,http://www.wikidata.org/entity/Q476294,oriental studies
http://www.wikidata.org/entity/Q104883987,http://www.wikidata.org/entity/Q113784870,translation into German
http://www.wikidata.org/entity/Q104883987,http://www.wikidata.org/entity/Q113785226,translation from Polish
http://www.wikidata.org/entity/Q104883987,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q104883987,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q104883987,http://www.wikidata.org/entity/Q2415966,prehistoric archaeology
http://www.wikidata.org/entity/Q104883987,http://www.wikidata.org/entity/Q959782,archaeological excavation
http://www.wikidata.org/entity/Q104901378,http://www.wikidata.org/entity/Q81009,rhetoric
http://www.wikidata.org/entity/Q105080,http://www.wikidata.org/entity/Q1802210,regional history
http://www.wikidata.org/entity/Q105080,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105207251,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q105207251,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q105207251,http://www.wikidata.org/entity/Q59927146,exhibition curation
http://www.wikidata.org/entity/Q105207251,http://www.wikidata.org/entity/Q63386008,curating
http://www.wikidata.org/entity/Q105299325,http://www.wikidata.org/entity/Q217050,late antiquity
http://www.wikidata.org/entity/Q105299325,http://www.wikidata.org/entity/Q27275,Central Asia
http://www.wikidata.org/entity/Q105299325,http://www.wikidata.org/entity/Q41493,ancient history
http://www.wikidata.org/entity/Q105299325,http://www.wikidata.org/entity/Q51644,Early Christianity
http://www.wikidata.org/entity/Q105299325,http://www.wikidata.org/entity/Q83891,Sasanian Empire
http://www.wikidata.org/entity/Q1053783,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105405931,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q105405931,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105406578,http://www.wikidata.org/entity/Q1671076,medieval archaeology
http://www.wikidata.org/entity/Q105479886,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q105479886,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105479886,http://www.wikidata.org/entity/Q67429137,Greek and Roman Art
http://www.wikidata.org/entity/Q105488677,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q105488677,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q105488677,http://www.wikidata.org/entity/Q41493,ancient history
http://www.wikidata.org/entity/Q105516854,http://www.wikidata.org/entity/Q460162,museology
http://www.wikidata.org/entity/Q105516854,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q105575482,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105575482,http://www.wikidata.org/entity/Q41493,ancient history
http://www.wikidata.org/entity/Q105575482,http://www.wikidata.org/entity/Q486761,classical antiquity
http://www.wikidata.org/entity/Q105581316,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105581316,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q105640525,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q105677699,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105677699,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q105677699,http://www.wikidata.org/entity/Q33506,museum
http://www.wikidata.org/entity/Q105677699,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q105677699,http://www.wikidata.org/entity/Q63386008,curating
http://www.wikidata.org/entity/Q105712004,http://www.wikidata.org/entity/Q12271,architecture
http://www.wikidata.org/entity/Q105712004,http://www.wikidata.org/entity/Q135421896,Constructional-historical research
http://www.wikidata.org/entity/Q105712004,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q105712004,http://www.wikidata.org/entity/Q8180985,history of architecture
http://www.wikidata.org/entity/Q105717472,http://www.wikidata.org/entity/Q10855061,archaeological find
http://www.wikidata.org/entity/Q105717472,http://www.wikidata.org/entity/Q11761,Bronze Age
http://www.wikidata.org/entity/Q105717472,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q105717472,http://www.wikidata.org/entity/Q36422,Neolithic
http://www.wikidata.org/entity/Q105739019,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105739019,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q105739019,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q105753742,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105763899,http://www.wikidata.org/entity/Q50637,art history
http://www.wikidata.org/entity/Q105773662,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q105812989,http://www.wikidata.org/entity/Q10988986,textile art
http://www.wikidata.org/entity/Q105812989,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q105812989,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105812989,http://www.wikidata.org/entity/Q36649,visual arts
http://www.wikidata.org/entity/Q105824626,http://www.wikidata.org/entity/Q1669589,classical archaeology
http://www.wikidata.org/entity/Q105833633,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105833633,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q105833633,http://www.wikidata.org/entity/Q41493,ancient history
http://www.wikidata.org/entity/Q105833633,http://www.wikidata.org/entity/Q5891,philosophy
http://www.wikidata.org/entity/Q105833633,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q105834385,http://www.wikidata.org/entity/Q12530004,archaeological dating
http://www.wikidata.org/entity/Q105834385,http://www.wikidata.org/entity/Q838948,work of art
http://www.wikidata.org/entity/Q105846667,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105847763,http://www.wikidata.org/entity/Q11756,prehistory
http://www.wikidata.org/entity/Q105847763,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q105847763,http://www.wikidata.org/entity/Q765822,underwater archaeology
http://www.wikidata.org/entity/Q105939072,http://www.wikidata.org/entity/Q1760972,Christian archaeology
http://www.wikidata.org/entity/Q105942540,http://www.wikidata.org/entity/Q1066186,study of history
http://www.wikidata.org/entity/Q105942540,http://www.wikidata.org/entity/Q11756,prehistory
