person_uri,education_uri,education_label
http://www.wikidata.org/entity/Q824395,http://www.wikidata.org/entity/Q1007545,Galatasaray High School
http://www.wikidata.org/entity/Q136488782,http://www.wikidata.org/entity/Q101012294,Department of History and Archaeology of the NKUA
http://www.wikidata.org/entity/Q60296696,http://www.wikidata.org/entity/Q101256528,Institut für Ur- und Frühgeschichte
http://www.wikidata.org/entity/Q1903331,http://www.wikidata.org/entity/Q101267576,Julius-Maximilians-Universität Würzburg Institut für Altertumswissenschaften
http://www.wikidata.org/entity/Q3566119,http://www.wikidata.org/entity/Q10132577,Ningbo High School
http://www.wikidata.org/entity/Q1898981,http://www.wikidata.org/entity/Q101392860,Westfälische Wilhelms Universität Münster Fachbereich 10 Mathematik und Informatik
http://www.wikidata.org/entity/Q64445,http://www.wikidata.org/entity/Q1014978,Burggymnasium Essen
http://www.wikidata.org/entity/Q4013083,http://www.wikidata.org/entity/Q1015351,Roman Catholic Archdiocese of Brindisi-Ostuni
http://www.wikidata.org/entity/Q810064,http://www.wikidata.org/entity/Q10176,University of Lyon
http://www.wikidata.org/entity/Q15990460,http://www.wikidata.org/entity/Q1017974,Butler University
http://www.wikidata.org/entity/Q1379148,http://www.wikidata.org/entity/Q101838586,Universität Trier Fach Psychologie
http://www.wikidata.org/entity/Q130223146,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q1439770,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q18539733,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q28737702,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q94897224,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q87985,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q86225,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q94743722,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague
http://www.wikidata.org/entity/Q130223146,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag
http://www.wikidata.org/entity/Q1446773,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag
http://www.wikidata.org/entity/Q18539733,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag
http://www.wikidata.org/entity/Q94897224,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag
http://www.wikidata.org/entity/Q1446773,http://www.wikidata.org/entity/Q102398283,"faculty of science, German University in Prague"
http://www.wikidata.org/entity/Q94732415,http://www.wikidata.org/entity/Q102398283,"faculty of science, German University in Prague"
http://www.wikidata.org/entity/Q60623914,http://www.wikidata.org/entity/Q102398312,"Faculty of Theology, German University in Prague"
http://www.wikidata.org/entity/Q12033416,http://www.wikidata.org/entity/Q102400615,Examination Board for Teachers at Secondary Schools of Charles University
http://www.wikidata.org/entity/Q19772325,http://www.wikidata.org/entity/Q102400615,Examination Board for Teachers at Secondary Schools of Charles University
http://www.wikidata.org/entity/Q520225,http://www.wikidata.org/entity/Q102400615,Examination Board for Teachers at Secondary Schools of Charles University
http://www.wikidata.org/entity/Q571137,http://www.wikidata.org/entity/Q102400615,Examination Board for Teachers at Secondary Schools of Charles University
http://www.wikidata.org/entity/Q95476523,http://www.wikidata.org/entity/Q102400615,Examination Board for Teachers at Secondary Schools of Charles University
http://www.wikidata.org/entity/Q119104045,http://www.wikidata.org/entity/Q1024426,University of South Carolina
http://www.wikidata.org/entity/Q3436540,http://www.wikidata.org/entity/Q1024426,University of South Carolina
http://www.wikidata.org/entity/Q3045740,http://www.wikidata.org/entity/Q1024426,University of South Carolina
http://www.wikidata.org/entity/Q19867118,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center
http://www.wikidata.org/entity/Q1570107,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center
http://www.wikidata.org/entity/Q5525499,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center
http://www.wikidata.org/entity/Q73789620,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center
http://www.wikidata.org/entity/Q437687,http://www.wikidata.org/entity/Q1026902,"California State University, Bakersfield"
http://www.wikidata.org/entity/Q112536769,http://www.wikidata.org/entity/Q1026912,"California State University, Chico"
http://www.wikidata.org/entity/Q437687,http://www.wikidata.org/entity/Q1026912,"California State University, Chico"
http://www.wikidata.org/entity/Q6460366,http://www.wikidata.org/entity/Q1026939,"California State University, Northridge"
http://www.wikidata.org/entity/Q1070717,http://www.wikidata.org/entity/Q1026941,"California State University, Sacramento"
http://www.wikidata.org/entity/Q10284995,http://www.wikidata.org/entity/Q10279414,Law School of the University of Coimbra
http://www.wikidata.org/entity/Q10309419,http://www.wikidata.org/entity/Q10279414,Law School of the University of Coimbra
http://www.wikidata.org/entity/Q105883509,http://www.wikidata.org/entity/Q10279508,Faculdade de Letras da Universidade de Coimbra
http://www.wikidata.org/entity/Q9584012,http://www.wikidata.org/entity/Q10279508,Faculdade de Letras da Universidade de Coimbra
http://www.wikidata.org/entity/Q105883509,http://www.wikidata.org/entity/Q10279509,Faculty of Arts and Humanities of the University of Porto
http://www.wikidata.org/entity/Q9584012,http://www.wikidata.org/entity/Q10279509,Faculty of Arts and Humanities of the University of Porto
http://www.wikidata.org/entity/Q10392745,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q112497647,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q108684683,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q130726995,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q115661356,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q105581316,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q19003311,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q97179675,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon
http://www.wikidata.org/entity/Q19003311,http://www.wikidata.org/entity/Q10279529,Faculdade de Medicina da Universidade de Lisboa
http://www.wikidata.org/entity/Q10281227,http://www.wikidata.org/entity/Q10286312,Fundação Escola de Sociologia e Política de São Paulo
http://www.wikidata.org/entity/Q115661356,http://www.wikidata.org/entity/Q10302686,Instituto Superior de Ciências Sociais e Políticas
http://www.wikidata.org/entity/Q60685940,http://www.wikidata.org/entity/Q1030305,University of Prince Edward Island
http://www.wikidata.org/entity/Q113784801,http://www.wikidata.org/entity/Q1034225,Harvard Divinity School
http://www.wikidata.org/entity/Q100213,http://www.wikidata.org/entity/Q1034225,Harvard Divinity School
http://www.wikidata.org/entity/Q27063328,http://www.wikidata.org/entity/Q1034225,Harvard Divinity School
http://www.wikidata.org/entity/Q6490373,http://www.wikidata.org/entity/Q1034225,Harvard Divinity School
http://www.wikidata.org/entity/Q13131084,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q2836657,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q56423618,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q5209021,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q47091503,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q47482337,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q55078910,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q55090765,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q56191895,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q55853795,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q3315889,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q7925889,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q64878425,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q6290125,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q713440,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q57082038,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q66813302,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q74605,http://www.wikidata.org/entity/Q1035745,Cardiff University
http://www.wikidata.org/entity/Q11587242,http://www.wikidata.org/entity/Q1036470,Kwansei Gakuin University
http://www.wikidata.org/entity/Q85878322,http://www.wikidata.org/entity/Q1036470,Kwansei Gakuin University
http://www.wikidata.org/entity/Q4990132,http://www.wikidata.org/entity/Q10403732,Ahlström School
http://www.wikidata.org/entity/Q555781,http://www.wikidata.org/entity/Q1041671,Carleton College
http://www.wikidata.org/entity/Q5486420,http://www.wikidata.org/entity/Q1041671,Carleton College
http://www.wikidata.org/entity/Q28497866,http://www.wikidata.org/entity/Q10427616,Beckmans College of Design
http://www.wikidata.org/entity/Q26776757,http://www.wikidata.org/entity/Q104422906,Faculty of History and Philology of PSU
http://www.wikidata.org/entity/Q105962279,http://www.wikidata.org/entity/Q104439413,Colegio Franciscano La Inmaculada
http://www.wikidata.org/entity/Q15130124,http://www.wikidata.org/entity/Q1045828,University of East Anglia
http://www.wikidata.org/entity/Q42309868,http://www.wikidata.org/entity/Q1045828,University of East Anglia
http://www.wikidata.org/entity/Q106599362,http://www.wikidata.org/entity/Q1047060,Case Western Reserve University
http://www.wikidata.org/entity/Q5233911,http://www.wikidata.org/entity/Q1047060,Case Western Reserve University
http://www.wikidata.org/entity/Q6149908,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q4227499,http://www.wikidata.org/entity/Q104840085,Lycée Victor Hugo
http://www.wikidata.org/entity/Q1369115,http://www.wikidata.org/entity/Q1048898,University of Vermont
http://www.wikidata.org/entity/Q56677650,http://www.wikidata.org/entity/Q1048898,University of Vermont
http://www.wikidata.org/entity/Q56042566,http://www.wikidata.org/entity/Q1048898,University of Vermont
http://www.wikidata.org/entity/Q29378397,http://www.wikidata.org/entity/Q1048898,University of Vermont
http://www.wikidata.org/entity/Q59209203,http://www.wikidata.org/entity/Q1048898,University of Vermont
http://www.wikidata.org/entity/Q136773504,http://www.wikidata.org/entity/Q1049470,University of Waterloo
http://www.wikidata.org/entity/Q64748161,http://www.wikidata.org/entity/Q104970149,"St Anne's School, Ibadan"
http://www.wikidata.org/entity/Q106611470,http://www.wikidata.org/entity/Q105046525,St. Gerard Bible College
http://www.wikidata.org/entity/Q54954788,http://www.wikidata.org/entity/Q1051840,Sarah Lawrence College
http://www.wikidata.org/entity/Q591957,http://www.wikidata.org/entity/Q105320652,Trenton Academy
http://www.wikidata.org/entity/Q262089,http://www.wikidata.org/entity/Q10532389,Högskolan för scen och musik
http://www.wikidata.org/entity/Q124372415,http://www.wikidata.org/entity/Q1055243,Buryat State University
http://www.wikidata.org/entity/Q21524574,http://www.wikidata.org/entity/Q105575703,"City Polytechnic High School of Engineering, Architecture, and Technology"
http://www.wikidata.org/entity/Q14902486,http://www.wikidata.org/entity/Q105596829,Experimental School of the University of Athens
http://www.wikidata.org/entity/Q11619718,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q11554218,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q3572704,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q5892592,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q5770576,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q4446164,http://www.wikidata.org/entity/Q1059283,Khakassian State University named after N.F. Katanov
http://www.wikidata.org/entity/Q3430810,http://www.wikidata.org/entity/Q10593753,N. Zahle's School
http://www.wikidata.org/entity/Q121283251,http://www.wikidata.org/entity/Q10594825,Cherkasy National University
http://www.wikidata.org/entity/Q1052303,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q16726115,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q1727346,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q20684156,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q3556340,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q442669,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q3182328,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q5082910,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q5112508,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q7066638,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q705504,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q8017457,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q6252469,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q827842,http://www.wikidata.org/entity/Q1059517,Winchester College
http://www.wikidata.org/entity/Q109998751,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q119726772,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q2623694,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q2408040,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q166033,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q2440796,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q19159617,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q2847438,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q22920695,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q2871033,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q548696,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q3579724,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q3371292,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q3479393,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q311816,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q580665,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q723701,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q937528,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q91465815,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q786581,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand
http://www.wikidata.org/entity/Q117199525,http://www.wikidata.org/entity/Q1060396,Béla III High School
http://www.wikidata.org/entity/Q113239178,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q113769032,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q107611534,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q113904453,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q464906,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q89198631,http://www.wikidata.org/entity/Q1061122,University of Massachusetts
http://www.wikidata.org/entity/Q130633747,http://www.wikidata.org/entity/Q1061504,Stockholm School of Economics
http://www.wikidata.org/entity/Q44693593,http://www.wikidata.org/entity/Q1061504,Stockholm School of Economics
http://www.wikidata.org/entity/Q11473339,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q11479643,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q11451016,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q104785942,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q15053630,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q138315300,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q21699383,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q21980587,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q25983037,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q23930999,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q63928238,http://www.wikidata.org/entity/Q1062129,Tohoku University
http://www.wikidata.org/entity/Q57247212,http://www.wikidata.org/entity/Q106215327,Hillcrest Normal School
http://www.wikidata.org/entity/Q11409104,http://www.wikidata.org/entity/Q1062928,Tokyo Woman's Christian University
http://www.wikidata.org/entity/Q13574443,http://www.wikidata.org/entity/Q106326712,Gazi Mustafa Kemal Paşa Ortaokul
http://www.wikidata.org/entity/Q55620813,http://www.wikidata.org/entity/Q106352250,Institut des Hautes Études Marocaines
http://www.wikidata.org/entity/Q19947454,http://www.wikidata.org/entity/Q106532153,French Institute of Archaeology in Beirut
http://www.wikidata.org/entity/Q56285030,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam
http://www.wikidata.org/entity/Q55099725,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam
http://www.wikidata.org/entity/Q57418164,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam
http://www.wikidata.org/entity/Q64597467,http://www.wikidata.org/entity/Q10664609,Scripps College
http://www.wikidata.org/entity/Q21264459,http://www.wikidata.org/entity/Q1067471,University of Calgary
http://www.wikidata.org/entity/Q55723075,http://www.wikidata.org/entity/Q1067471,University of Calgary
http://www.wikidata.org/entity/Q3055108,http://www.wikidata.org/entity/Q1067471,University of Calgary
http://www.wikidata.org/entity/Q60685940,http://www.wikidata.org/entity/Q1067471,University of Calgary
http://www.wikidata.org/entity/Q15469,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q441060,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q549729,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q5365954,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q5512496,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q7668203,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q5717733,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q7365122,http://www.wikidata.org/entity/Q1067870,Charterhouse School
http://www.wikidata.org/entity/Q11566470,http://www.wikidata.org/entity/Q1067916,Okayama University
http://www.wikidata.org/entity/Q11513502,http://www.wikidata.org/entity/Q1067916,Okayama University
http://www.wikidata.org/entity/Q100605033,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q124227569,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q114805608,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q135834161,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q132555230,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q136825445,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q136773504,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q136468768,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q21205422,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q136905871,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q136900445,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q136720054,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q20991650,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q55991841,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q55722991,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q78161502,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q78158786,http://www.wikidata.org/entity/Q1067935,Laval University
http://www.wikidata.org/entity/Q124847693,http://www.wikidata.org/entity/Q1067943,Royal Institute of British Architects
http://www.wikidata.org/entity/Q111088404,http://www.wikidata.org/entity/Q1068072,University of Delaware
http://www.wikidata.org/entity/Q117028590,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q1386139,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q136720054,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q15130280,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q57198667,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q63614776,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q76675428,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q76621407,http://www.wikidata.org/entity/Q1068258,University College Dublin
http://www.wikidata.org/entity/Q54326475,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q8015742,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q6828690,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q28688946,http://www.wikidata.org/entity/Q1069423,Kyoto Institute of Technology
http://www.wikidata.org/entity/Q357821,http://www.wikidata.org/entity/Q1069962,Shishi High School
http://www.wikidata.org/entity/Q11557092,http://www.wikidata.org/entity/Q1069994,Tokyo University of Science
http://www.wikidata.org/entity/Q119827886,http://www.wikidata.org/entity/Q1070333,University of Arkansas
http://www.wikidata.org/entity/Q5233911,http://www.wikidata.org/entity/Q1070333,University of Arkansas
http://www.wikidata.org/entity/Q11607183,http://www.wikidata.org/entity/Q1071862,Ryukoku University
http://www.wikidata.org/entity/Q23946503,http://www.wikidata.org/entity/Q1071862,Ryukoku University
http://www.wikidata.org/entity/Q17361537,http://www.wikidata.org/entity/Q1071862,Ryukoku University
http://www.wikidata.org/entity/Q517947,http://www.wikidata.org/entity/Q10719198,Wallinska skolan
http://www.wikidata.org/entity/Q29892481,http://www.wikidata.org/entity/Q1072029,University of Wales
http://www.wikidata.org/entity/Q40889067,http://www.wikidata.org/entity/Q1072029,University of Wales
http://www.wikidata.org/entity/Q56497750,http://www.wikidata.org/entity/Q1072029,University of Wales
http://www.wikidata.org/entity/Q761573,http://www.wikidata.org/entity/Q1072029,University of Wales
http://www.wikidata.org/entity/Q64221123,http://www.wikidata.org/entity/Q1072029,University of Wales
http://www.wikidata.org/entity/Q7352458,http://www.wikidata.org/entity/Q1072029,University of Wales
http://www.wikidata.org/entity/Q55720117,http://www.wikidata.org/entity/Q10723329,Yale Divinity School
http://www.wikidata.org/entity/Q8008742,http://www.wikidata.org/entity/Q10723329,Yale Divinity School
http://www.wikidata.org/entity/Q6456568,http://www.wikidata.org/entity/Q10723329,Yale Divinity School
http://www.wikidata.org/entity/Q6224650,http://www.wikidata.org/entity/Q10723329,Yale Divinity School
http://www.wikidata.org/entity/Q24836959,http://www.wikidata.org/entity/Q1073828,Chinese Academy of Social Sciences
http://www.wikidata.org/entity/Q2548251,http://www.wikidata.org/entity/Q1073828,Chinese Academy of Social Sciences
http://www.wikidata.org/entity/Q84556308,http://www.wikidata.org/entity/Q1073828,Chinese Academy of Social Sciences
http://www.wikidata.org/entity/Q65060935,http://www.wikidata.org/entity/Q1073828,Chinese Academy of Social Sciences
http://www.wikidata.org/entity/Q2601546,http://www.wikidata.org/entity/Q1074097,China University of Geosciences
http://www.wikidata.org/entity/Q357821,http://www.wikidata.org/entity/Q1074103,University of Science and Technology of China
http://www.wikidata.org/entity/Q4798773,http://www.wikidata.org/entity/Q1075116,Colby College
http://www.wikidata.org/entity/Q955500,http://www.wikidata.org/entity/Q1075148,"University of California, Riverside"
http://www.wikidata.org/entity/Q10862951,http://www.wikidata.org/entity/Q1076209,Universidad Nacional de Cuyo
http://www.wikidata.org/entity/Q10270694,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington
http://www.wikidata.org/entity/Q11967688,http://www.wikidata.org/entity/Q10814056,University of Wisconsin System
http://www.wikidata.org/entity/Q56285030,http://www.wikidata.org/entity/Q1084383,University of Basilicata
http://www.wikidata.org/entity/Q69564813,http://www.wikidata.org/entity/Q10853709,Faculty of Architecture
http://www.wikidata.org/entity/Q7462269,http://www.wikidata.org/entity/Q10854039,Islamic Azad University Central Tehran Branch
http://www.wikidata.org/entity/Q95459610,http://www.wikidata.org/entity/Q10855406,Faculty of Civil Engineering CTU
http://www.wikidata.org/entity/Q11461748,http://www.wikidata.org/entity/Q1091287,Chuo University
http://www.wikidata.org/entity/Q17221896,http://www.wikidata.org/entity/Q1091287,Chuo University
http://www.wikidata.org/entity/Q1294909,http://www.wikidata.org/entity/Q109176,Andrews University
http://www.wikidata.org/entity/Q113452695,http://www.wikidata.org/entity/Q109176,Andrews University
http://www.wikidata.org/entity/Q6490373,http://www.wikidata.org/entity/Q109176,Andrews University
http://www.wikidata.org/entity/Q357821,http://www.wikidata.org/entity/Q10924803,The Affiliated High School of Sichuan University
http://www.wikidata.org/entity/Q77627842,http://www.wikidata.org/entity/Q10926964,National Central University (Nanjing)
http://www.wikidata.org/entity/Q1594833,http://www.wikidata.org/entity/Q1093910,City College of New York
http://www.wikidata.org/entity/Q136946045,http://www.wikidata.org/entity/Q1093910,City College of New York
http://www.wikidata.org/entity/Q5238058,http://www.wikidata.org/entity/Q1093910,City College of New York
http://www.wikidata.org/entity/Q5237952,http://www.wikidata.org/entity/Q1093910,City College of New York
http://www.wikidata.org/entity/Q113784801,http://www.wikidata.org/entity/Q1095773,Clark University
http://www.wikidata.org/entity/Q1684288,http://www.wikidata.org/entity/Q1095773,Clark University
http://www.wikidata.org/entity/Q18547025,http://www.wikidata.org/entity/Q1097810,Moldova State University
