person_uri,person_label
http://www.wikidata.org/entity/Q112683003,Hugh Chapman
http://www.wikidata.org/entity/Q112684241,Uta Wallenstein
http://www.wikidata.org/entity/Q11270439,David Cau-Durban
http://www.wikidata.org/entity/Q11270629,Janis Graudonis
http://www.wikidata.org/entity/Q112706496,Italo Biddittu
http://www.wikidata.org/entity/Q11275070,Masashi Nezu
http://www.wikidata.org/entity/Q112752701,Louis Phélippes-Beaulieux
http://www.wikidata.org/entity/Q112763126,Andrzej Niewęgłowski
http://www.wikidata.org/entity/Q1127662,Éva Lakó
http://www.wikidata.org/entity/Q112778,Herbert Mitscha-Märheim
http://www.wikidata.org/entity/Q1127872,Constantin Koenen
http://www.wikidata.org/entity/Q112809953,Zoltán Rózsa
http://www.wikidata.org/entity/Q11281246,Erik Westerby
http://www.wikidata.org/entity/Q112826,Peter Jánosi
http://www.wikidata.org/entity/Q112829,Eduard Beninger
http://www.wikidata.org/entity/Q112843299,Hartmut Polenz
http://www.wikidata.org/entity/Q11285472,Henri-Marc Ami
http://www.wikidata.org/entity/Q112937830,Xiong Chuanxin
http://www.wikidata.org/entity/Q11294236,Alfred Bertrang
http://www.wikidata.org/entity/Q1129630,Ferenc Levárdy
http://www.wikidata.org/entity/Q112963353,Naʾama Scheftelowitz
http://www.wikidata.org/entity/Q112980332,Michael B. Walbank
http://www.wikidata.org/entity/Q112980355,Richard Vaughan Nicholls
http://www.wikidata.org/entity/Q112988565,Aleksandr Egoreychenko
http://www.wikidata.org/entity/Q112988715,Vetrov Viktor Mixailovich
http://www.wikidata.org/entity/Q112997432,Lefteris Platon
http://www.wikidata.org/entity/Q112998982,David Frank Graf
http://www.wikidata.org/entity/Q113003531,Dina Portway Dobson
http://www.wikidata.org/entity/Q1130307,Vilmos Lipp
http://www.wikidata.org/entity/Q1130425,József Liszka
http://www.wikidata.org/entity/Q113050100,Robert Lindley Vann
http://www.wikidata.org/entity/Q113072,Richard Borrmann
http://www.wikidata.org/entity/Q11312174,Henry Stewart
http://www.wikidata.org/entity/Q113129,Jakob August Lorent
http://www.wikidata.org/entity/Q113133114,Ana María Lorandi
http://www.wikidata.org/entity/Q113141530,Gideon Hadas
http://www.wikidata.org/entity/Q1131427,Ariodante Fabretti
http://www.wikidata.org/entity/Q1131461,József Lonovics
http://www.wikidata.org/entity/Q113167218,Carl Helmut Bohtz
http://www.wikidata.org/entity/Q113171148,Christine Rendu
http://www.wikidata.org/entity/Q113192157,Sereno Caccianotti
http://www.wikidata.org/entity/Q11320287,David M. Pendergast
http://www.wikidata.org/entity/Q113230,Rudolf Schütrumpf
http://www.wikidata.org/entity/Q113239178,Kâzım Öztürk
http://www.wikidata.org/entity/Q113296234,Eric Kellerman Reed
http://www.wikidata.org/entity/Q113302429,Ali Abu Assaf
http://www.wikidata.org/entity/Q113325087,Domenico Campanari
http://www.wikidata.org/entity/Q113328704,Jean-Michel Mouton
http://www.wikidata.org/entity/Q113330166,Walter Widrig
http://www.wikidata.org/entity/Q1133361,Cornelia Kneppe
http://www.wikidata.org/entity/Q113360638,Anne Joncheray
http://www.wikidata.org/entity/Q113375599,Mihail Ivanovič Lošenkov
http://www.wikidata.org/entity/Q1133901,Cornelius Peter Bock
http://www.wikidata.org/entity/Q113397559,Philippe Van Heurck
http://www.wikidata.org/entity/Q113398721,Ranon Ḳatsof
http://www.wikidata.org/entity/Q113398907,Orhan Bingöl
http://www.wikidata.org/entity/Q113399162,Tilman Mittelstraß
http://www.wikidata.org/entity/Q113399250,Zecharia Kallai
http://www.wikidata.org/entity/Q113399412,Kattalai S. Ramachandran
http://www.wikidata.org/entity/Q113399822,Anthony McNicoll
http://www.wikidata.org/entity/Q113399854,Krishna D. Bajpai
http://www.wikidata.org/entity/Q113400139,Martin Gesing
http://www.wikidata.org/entity/Q113400275,Jean Jehasse
http://www.wikidata.org/entity/Q113400339,Ivo Zanoni
http://www.wikidata.org/entity/Q113436862,Milan Kruhek
http://www.wikidata.org/entity/Q113446401,Armando Gravina
http://www.wikidata.org/entity/Q113446884,Ruth Gruhn
http://www.wikidata.org/entity/Q113452695,Oystein S. LaBianca
http://www.wikidata.org/entity/Q113464289,Margaret Lyneis
http://www.wikidata.org/entity/Q113481466,Marta Ameri
http://www.wikidata.org/entity/Q113485997,Étienne Hubert
http://www.wikidata.org/entity/Q113500881,Adele Filippo
http://www.wikidata.org/entity/Q113511444,Colum Hourihane
http://www.wikidata.org/entity/Q113516863,Emil Hachulski
http://www.wikidata.org/entity/Q11354124,Tsugio Mikami
http://www.wikidata.org/entity/Q113546608,Michael D Cannon
http://www.wikidata.org/entity/Q113549351,Alexander Alexandrovich Florensky
http://www.wikidata.org/entity/Q11355024,Muneyoshi Miyake
http://www.wikidata.org/entity/Q11355076,Yonekichi Miyake
http://www.wikidata.org/entity/Q113551124,Maniklal Sinha
http://www.wikidata.org/entity/Q1135516,Girolamo Segato
http://www.wikidata.org/entity/Q113556434,Deborah L. Nichols
http://www.wikidata.org/entity/Q113565445,Anna Wodzińska
http://www.wikidata.org/entity/Q113565879,Toshiaki Kumaki
http://www.wikidata.org/entity/Q113571452,Jacek Karol Delekta
http://www.wikidata.org/entity/Q11357365,Karoku Miwa
http://www.wikidata.org/entity/Q11358617,Mahito Uehara
http://www.wikidata.org/entity/Q113587572,Federico Díez de Medina
http://www.wikidata.org/entity/Q113612609,Werner Oenbrink
http://www.wikidata.org/entity/Q11361970,Tsuyoshi Ushino
http://www.wikidata.org/entity/Q113621164,Sarolta B. Szatmári
http://www.wikidata.org/entity/Q113631757,Beatrice Sandelowsky
http://www.wikidata.org/entity/Q113633784,Zhores Khachatryan
http://www.wikidata.org/entity/Q11366005,Seiichi Nakamura
http://www.wikidata.org/entity/Q113661394,Maria C. Shaw
http://www.wikidata.org/entity/Q113661473,Anne Proctor Chapin
http://www.wikidata.org/entity/Q113662255,Colin F. Macdonald
http://www.wikidata.org/entity/Q113664991,Carl Knappett
http://www.wikidata.org/entity/Q113665445,Ann Cynthia Brown
http://www.wikidata.org/entity/Q113669306,Litsa Kontorli-Papadopoulou
http://www.wikidata.org/entity/Q113669337,Thanasis I. Papadopoulos
http://www.wikidata.org/entity/Q11367151,Jiujirō Nakaya
http://www.wikidata.org/entity/Q113675675,Rui de Serpa Pinto
http://www.wikidata.org/entity/Q113675768,Basilio Osaba y Ruiz de Erenchun
http://www.wikidata.org/entity/Q113681036,Kenneth Alan Sheedy
http://www.wikidata.org/entity/Q113685448,Chrysanthos Kanellopoulos
http://www.wikidata.org/entity/Q113685501,Nikolas Papadimitriou
http://www.wikidata.org/entity/Q113685766,Nigel Spencer
http://www.wikidata.org/entity/Q11369642,Masao Kume
http://www.wikidata.org/entity/Q113697926,Jacques Des Courtils
http://www.wikidata.org/entity/Q113698453,Gilles Touchais
http://www.wikidata.org/entity/Q113713816,Apostolos Sarris
http://www.wikidata.org/entity/Q113715097,Mario Rausch
http://www.wikidata.org/entity/Q113715308,Zaydoon Zaid
http://www.wikidata.org/entity/Q113715885,Charlotte Trümpler
http://www.wikidata.org/entity/Q113715963,Olav Röhrer-Ertl
http://www.wikidata.org/entity/Q113716050,Kakubal M. Suresh
http://www.wikidata.org/entity/Q113716080,Bandaru Subrahmanyam
http://www.wikidata.org/entity/Q113716296,Arnulf Hausleiter
http://www.wikidata.org/entity/Q113716535,Rüdiger von Schnurbein
http://www.wikidata.org/entity/Q113716563,Necmi Karul
http://www.wikidata.org/entity/Q113716940,Peter Parr
http://www.wikidata.org/entity/Q113717013,Wolfgang E. Stopfel
http://www.wikidata.org/entity/Q113717070,Sandra Ann Fortner
http://www.wikidata.org/entity/Q113717137,Kodayanallur V. Soundara Rajan
http://www.wikidata.org/entity/Q113717310,Leah Di Segni
http://www.wikidata.org/entity/Q113717586,Elpida Mētropulu
http://www.wikidata.org/entity/Q113717869,Christian Ihde
http://www.wikidata.org/entity/Q113717920,Vera Brieske
http://www.wikidata.org/entity/Q113718090,Krisztina Szirmai
http://www.wikidata.org/entity/Q113718369,Karel J. H. Vriezen
http://www.wikidata.org/entity/Q113718887,Devi Prasad Dubey
http://www.wikidata.org/entity/Q113721172,Lawrence Albert Sinclair
http://www.wikidata.org/entity/Q113722267,Bernarda Perc
http://www.wikidata.org/entity/Q113722466,Jane C. Waldbaum
http://www.wikidata.org/entity/Q113723837,Sudhir Ranjan Das
http://www.wikidata.org/entity/Q113725444,Ulrike Löw
http://www.wikidata.org/entity/Q113726266,Gérard Siebert
http://www.wikidata.org/entity/Q113728466,Tevhit Kekeç
http://www.wikidata.org/entity/Q113730918,Moain Sadeq
http://www.wikidata.org/entity/Q113732666,Albert J. Nijboer
http://www.wikidata.org/entity/Q113733264,Gábor Lassányi
http://www.wikidata.org/entity/Q113733304,Simon Kramis
http://www.wikidata.org/entity/Q113733478,Mugur Andronic
http://www.wikidata.org/entity/Q113733913,Dongfang Qi
http://www.wikidata.org/entity/Q113733923,Gudula Zeller
http://www.wikidata.org/entity/Q113734322,Jan Gerrit Dercksen
http://www.wikidata.org/entity/Q113734455,Teodozja I. Rzeuska
http://www.wikidata.org/entity/Q113734465,Manuel Teget-Welz
http://www.wikidata.org/entity/Q113734486,Yiftah Shalev
http://www.wikidata.org/entity/Q113734492,Yann Tristant
http://www.wikidata.org/entity/Q113734561,Gabriele Puschnigg
http://www.wikidata.org/entity/Q113734750,Chuch Phoeurn
http://www.wikidata.org/entity/Q113734825,Rosaria Ciardiello
http://www.wikidata.org/entity/Q113734847,Sophie Garreau Forrest
http://www.wikidata.org/entity/Q113734848,Gustav Greeven
http://www.wikidata.org/entity/Q113734882,Muḥammad ʿAbdalḥalīm Aḥmad Nūraddīn
http://www.wikidata.org/entity/Q113734912,Michael Schneider-Flagmeyer
http://www.wikidata.org/entity/Q113735069,Ayşe Baykal-Seeher
http://www.wikidata.org/entity/Q113735095,Refā'ēl Frenqel
http://www.wikidata.org/entity/Q113735152,Frederick Victor Winnett
http://www.wikidata.org/entity/Q113735230,Antoine Khater
http://www.wikidata.org/entity/Q113735456,George A. Said-Zammit
http://www.wikidata.org/entity/Q113735488,Ljubovʹ V. Stoljarova
http://www.wikidata.org/entity/Q113735514,Élisabeth Puytison-Lagarce
http://www.wikidata.org/entity/Q113735816,Arsen Boboxyan
http://www.wikidata.org/entity/Q113736131,Gianni Marchesi
http://www.wikidata.org/entity/Q113736176,Bruno Genito
http://www.wikidata.org/entity/Q113736460,Diego Piay Augusto
http://www.wikidata.org/entity/Q113736685,Susanne Bocher
http://www.wikidata.org/entity/Q113737091,Hüseyin Cevizoğlu
http://www.wikidata.org/entity/Q113737486,Yuval Baruch
http://www.wikidata.org/entity/Q113737567,Christina Peek
http://www.wikidata.org/entity/Q113737573,Kemalettin Köroğlu
http://www.wikidata.org/entity/Q113737758,Giorgi Bedianashvili
http://www.wikidata.org/entity/Q113737766,René Elter
http://www.wikidata.org/entity/Q113737826,Mariusz Burdajewicz
http://www.wikidata.org/entity/Q113737891,Nassib Saliby
http://www.wikidata.org/entity/Q113737989,Giancarlo Germanà
http://www.wikidata.org/entity/Q113738239,Andreas Haasis-Berner
http://www.wikidata.org/entity/Q113738315,Laurent Haumesser
http://www.wikidata.org/entity/Q113738464,Rıfat Ergeç
http://www.wikidata.org/entity/Q113738520,Jasmin Kaiser
http://www.wikidata.org/entity/Q113738689,Eugene Hoade
http://www.wikidata.org/entity/Q113738899,Pascal Butterlin
http://www.wikidata.org/entity/Q113738928,Bertrand Riba
http://www.wikidata.org/entity/Q113739115,Daṿid Gurevitsʹ
http://www.wikidata.org/entity/Q113739120,Giōrgos Vavuranakēs
http://www.wikidata.org/entity/Q113739385,Maddalena Bassani
http://www.wikidata.org/entity/Q113739436,Sébastien Gondet
http://www.wikidata.org/entity/Q113739512,Lynn Harper Wood
http://www.wikidata.org/entity/Q113743628,Eva Geith Hidam
http://www.wikidata.org/entity/Q113744553,Pëtr Nikolaevič Starostin
http://www.wikidata.org/entity/Q113744747,Fuwei Yu
http://www.wikidata.org/entity/Q113745850,Maria Vretemark
http://www.wikidata.org/entity/Q113746160,Fredrik Ekengren
http://www.wikidata.org/entity/Q113746301,Aiman Ashmawy
http://www.wikidata.org/entity/Q113746472,Riccardo Carazzetti
http://www.wikidata.org/entity/Q113748299,Gabriele Mietke
http://www.wikidata.org/entity/Q113749150,Isabella Caneva
http://www.wikidata.org/entity/Q113751693,Katheryn C. Twiss
http://www.wikidata.org/entity/Q113751708,Vojislav Filipović
http://www.wikidata.org/entity/Q113751771,Dietrich Klaus Hartmann
http://www.wikidata.org/entity/Q113751796,Patrick Wyssmann
http://www.wikidata.org/entity/Q113751871,Basema Harmaneh
http://www.wikidata.org/entity/Q113752103,Franco Marzatico
http://www.wikidata.org/entity/Q113752129,Tracy Hoffman
http://www.wikidata.org/entity/Q113752159,Karel C. Innemée
http://www.wikidata.org/entity/Q113752407,John J. Bimson
http://www.wikidata.org/entity/Q113752899,Flavio Enei
http://www.wikidata.org/entity/Q113753146,Markus Sanke
http://www.wikidata.org/entity/Q113758503,Vladimir Stissi
http://www.wikidata.org/entity/Q113758610,Nicola Scagliosi
http://www.wikidata.org/entity/Q113759030,Stéphane Riolande
http://www.wikidata.org/entity/Q113759572,Patrick Marko
http://www.wikidata.org/entity/Q113759606,Marco Aimone
http://www.wikidata.org/entity/Q113759615,Maria Mossakowska-Gaubert
http://www.wikidata.org/entity/Q113759803,Kristin Püttmann
http://www.wikidata.org/entity/Q113759835,Gianfranco De Rossi
http://www.wikidata.org/entity/Q113759896,Kurt Bänteli
http://www.wikidata.org/entity/Q113759952,Véronique François
http://www.wikidata.org/entity/Q113760005,Luc Bachelot
http://www.wikidata.org/entity/Q113760239,Efrosyni Boutsikas
http://www.wikidata.org/entity/Q113760560,Francisco Prado Vilar
http://www.wikidata.org/entity/Q113760611,Mary B. Moore
http://www.wikidata.org/entity/Q113761066,Michael D. Mathiowetz
http://www.wikidata.org/entity/Q113761270,Kalliope Sarri
http://www.wikidata.org/entity/Q113761316,Syed Jamal Hasan
http://www.wikidata.org/entity/Q113761348,Brigitte Christern-Briesenick
http://www.wikidata.org/entity/Q113761750,Emeri Farinetti
http://www.wikidata.org/entity/Q113762342,Shantaram Bhalchandra Deo
http://www.wikidata.org/entity/Q113762965,Manolēs Mpormpudakēs
http://www.wikidata.org/entity/Q113762980,Bérénice Geoffroy-Schneiter
http://www.wikidata.org/entity/Q113763862,Michael Boyd
http://www.wikidata.org/entity/Q11376421,Mitsuo Nitta
http://www.wikidata.org/entity/Q113765444,Afif Erzen
http://www.wikidata.org/entity/Q113765476,Kōstas P. Charalampidēs
http://www.wikidata.org/entity/Q113766101,Emmanuēl M. Melas
http://www.wikidata.org/entity/Q113766210,Barbara Ames-Adler
http://www.wikidata.org/entity/Q113766391,Lothar Clermont
http://www.wikidata.org/entity/Q113766521,J. David Schloen
http://www.wikidata.org/entity/Q113766719,Alberto Fatucchi
http://www.wikidata.org/entity/Q113767290,Yūsuf Maǧīdzāda
http://www.wikidata.org/entity/Q113768736,Taciser Tüfekçi Sivas
http://www.wikidata.org/entity/Q113768829,Francesca Spatafora
http://www.wikidata.org/entity/Q113769032,Fahri Işık
http://www.wikidata.org/entity/Q113769157,Rudolf Poppa
http://www.wikidata.org/entity/Q113769516,Jonathan N. Tubb
http://www.wikidata.org/entity/Q113769776,Kimiyoshi Matsumura
http://www.wikidata.org/entity/Q113770626,Eva Maria Feldinger
http://www.wikidata.org/entity/Q113772510,Antje M. Warthorst
http://www.wikidata.org/entity/Q113773848,Cosimo D'Angela
http://www.wikidata.org/entity/Q113773889,Nina Mekacher
http://www.wikidata.org/entity/Q113774121,Tatʹjana A. Čukova
http://www.wikidata.org/entity/Q113774534,Martin Seyer
http://www.wikidata.org/entity/Q113774634,Karin Hornig
http://www.wikidata.org/entity/Q113774741,Lutz-Michael Dallmeier
http://www.wikidata.org/entity/Q113774892,Kumbakonam Viraraghava Rangaswami Aiyangar
http://www.wikidata.org/entity/Q113775039,Elisabeth Weeber
http://www.wikidata.org/entity/Q113775080,Sabin Adrian Luca
http://www.wikidata.org/entity/Q113775284,Ute Rummel
http://www.wikidata.org/entity/Q113775350,Dafnah Ben-Tor
http://www.wikidata.org/entity/Q113775381,Nikolaj V. Arutjunjan
http://www.wikidata.org/entity/Q113775518,Jean-Sylvain Caillou
http://www.wikidata.org/entity/Q113775529,Richard A. Fazzini
http://www.wikidata.org/entity/Q113775596,Guido Faccani
http://www.wikidata.org/entity/Q113775624,Franko Oreb
http://www.wikidata.org/entity/Q113775839,Sarit Paz
http://www.wikidata.org/entity/Q113775942,Antonino Filippi
http://www.wikidata.org/entity/Q113775962,Ildikó Bellér-Hann
http://www.wikidata.org/entity/Q113775993,Jan Selmer
http://www.wikidata.org/entity/Q113776027,Kerstin Maksen
http://www.wikidata.org/entity/Q113776320,Coşkun Özgünel
http://www.wikidata.org/entity/Q113776379,Refik Duru
http://www.wikidata.org/entity/Q113776384,Bertille Lyonnet
http://www.wikidata.org/entity/Q113777022,Heinrich Zabehlicky
http://www.wikidata.org/entity/Q113777175,Ulrich Morgenroth
http://www.wikidata.org/entity/Q113777203,Yitsḥaḳ Paz
http://www.wikidata.org/entity/Q113777417,Christopher Steimle
http://www.wikidata.org/entity/Q113777526,Ilona Skupińska-Løvset
http://www.wikidata.org/entity/Q113777717,Kim Duistermaat
http://www.wikidata.org/entity/Q113777778,Marisa Conticello De'Spagnolis
http://www.wikidata.org/entity/Q113778369,Muzāḥim Maḥmūd Ḥusain az- Zaubaʿī
http://www.wikidata.org/entity/Q113778430,Yves Calvet
http://www.wikidata.org/entity/Q113778479,Paul E. Zimansky
http://www.wikidata.org/entity/Q113778602,Rossana Martorelli
http://www.wikidata.org/entity/Q113778633,Éric Gubel
http://www.wikidata.org/entity/Q113778676,Joëlle Napoli
http://www.wikidata.org/entity/Q113778734,Tomotoshi Sugimoto
http://www.wikidata.org/entity/Q113778871,Natesa Ramesan
http://www.wikidata.org/entity/Q113778980,Kishor Kumar Basa
http://www.wikidata.org/entity/Q113779074,Ġāzī Bīša
http://www.wikidata.org/entity/Q113779090,Bakı Öğün
http://www.wikidata.org/entity/Q113779092,Tat'jana N. Vysotskaja
http://www.wikidata.org/entity/Q113779162,Lena Sjögren
http://www.wikidata.org/entity/Q113779381,Herman A. G. Brijder
http://www.wikidata.org/entity/Q113779494,Stefanie Samida
http://www.wikidata.org/entity/Q113779503,Benedict Lowe
http://www.wikidata.org/entity/Q113779514,Gabriela Bijovsky
http://www.wikidata.org/entity/Q113779788,Dorit Schön
http://www.wikidata.org/entity/Q113779827,Ṿardah Zusman
http://www.wikidata.org/entity/Q113779937,Ḥasan Fāz̤ilī Nashlī
http://www.wikidata.org/entity/Q113779967,G. Reza Garosi
http://www.wikidata.org/entity/Q113779990,Charēs N. Mpampunēs
http://www.wikidata.org/entity/Q113779996,Nashaat Mekhaiel
http://www.wikidata.org/entity/Q113780265,Maria Geōrgopulu
http://www.wikidata.org/entity/Q113780311,Gautama Kumāra Lāmā
http://www.wikidata.org/entity/Q113780326,Chrysanthē Mauropulu-Tsiumē
http://www.wikidata.org/entity/Q113780461,Maike Sieler
http://www.wikidata.org/entity/Q113780514,Ralph Field Hoddinott
http://www.wikidata.org/entity/Q113780831,Mehmet-Ali Ataç
http://www.wikidata.org/entity/Q113781319,Ruben Sergeevič Badaljan
http://www.wikidata.org/entity/Q113781362,Christina Prauss
http://www.wikidata.org/entity/Q113781368,Tyler Jo Smith
http://www.wikidata.org/entity/Q113781674,Arnold Muhl
http://www.wikidata.org/entity/Q113781676,Jaime Delgado Gómez
http://www.wikidata.org/entity/Q113781964,Kathrin Kleibl
http://www.wikidata.org/entity/Q113782065,Shelley Wachsmann
http://www.wikidata.org/entity/Q113782108,Xavier Deru
http://www.wikidata.org/entity/Q113782169,Miron Ilʹič Zolotarev
http://www.wikidata.org/entity/Q113782256,Amida Sholan
http://www.wikidata.org/entity/Q113782302,Anja Eisenbeiß
http://www.wikidata.org/entity/Q113782430,Ivonne Ohlerich
http://www.wikidata.org/entity/Q113782509,Hala Alarashi
http://www.wikidata.org/entity/Q113782585,Andrea Büsing-Kolbe
http://www.wikidata.org/entity/Q113782590,Chrēstos Staurakos
http://www.wikidata.org/entity/Q113782704,Irmingard Achter
http://www.wikidata.org/entity/Q113782807,Richard Ambs
http://www.wikidata.org/entity/Q113782918,Orri Vésteinsson
http://www.wikidata.org/entity/Q113783034,Karin Wild
http://www.wikidata.org/entity/Q113783335,Nicolò Marchetti
http://www.wikidata.org/entity/Q113783338,Alexandre Tourovets
http://www.wikidata.org/entity/Q113783440,Gisèle Ollinger-Zinque
http://www.wikidata.org/entity/Q113783513,Tomas Lehmann
http://www.wikidata.org/entity/Q113783552,Eugène Warmenbol
http://www.wikidata.org/entity/Q113783579,Hedvig von Ehrenheim
http://www.wikidata.org/entity/Q113783621,Evgenij Viktorovič Platonov
http://www.wikidata.org/entity/Q113783652,Valentin Pletnʹov
http://www.wikidata.org/entity/Q113783663,Katarina Horvat-Levaj
http://www.wikidata.org/entity/Q113783861,Aleksandr A. Baškov
http://www.wikidata.org/entity/Q113784042,Jean-Luc Schenck-David
http://www.wikidata.org/entity/Q113784275,Tilo Schöfbeck
http://www.wikidata.org/entity/Q113784326,Brunhilde Lewe
http://www.wikidata.org/entity/Q113784558,Paolo Daniele Scirpo
http://www.wikidata.org/entity/Q113784565,Pascale Clauss
http://www.wikidata.org/entity/Q113784686,Alexander Bätz
http://www.wikidata.org/entity/Q113784801,Adam J. Aja
http://www.wikidata.org/entity/Q113784958,Aḥmad Ṣāwī
http://www.wikidata.org/entity/Q113785402,Gabriella Di Rocco
http://www.wikidata.org/entity/Q113785512,Karl-Uwe Mahler
http://www.wikidata.org/entity/Q113785539,Nikos Nikonanos
http://www.wikidata.org/entity/Q113785594,Tina Najbjerg
http://www.wikidata.org/entity/Q113785604,Giovanni Mastronuzzi
http://www.wikidata.org/entity/Q113785626,Rita Zanotto
http://www.wikidata.org/entity/Q113785638,Anna Maria Giuntella
http://www.wikidata.org/entity/Q113785847,Peti V. Donevski
http://www.wikidata.org/entity/Q113785894,Akira Tsuneki
http://www.wikidata.org/entity/Q113786210,Ursula Radis
http://www.wikidata.org/entity/Q113786410,Erwin Wurz
http://www.wikidata.org/entity/Q113786487,Wilfrid Allinger-Csollich
http://www.wikidata.org/entity/Q113786641,Eva Von Dassow
http://www.wikidata.org/entity/Q113787029,Paschalēs Andrudēs
http://www.wikidata.org/entity/Q113787253,Yosef Stepansky
http://www.wikidata.org/entity/Q113788256,Federica Giacobello
http://www.wikidata.org/entity/Q113788991,Nicolas Gailhard
http://www.wikidata.org/entity/Q113789006,Basileios Tsakirēs
http://www.wikidata.org/entity/Q113789011,Aline Tenu
http://www.wikidata.org/entity/Q113789258,Matteo Compareti
http://www.wikidata.org/entity/Q113789677,Gerald V. Lalonde
http://www.wikidata.org/entity/Q113789718,Monika Meine-Schawe
http://www.wikidata.org/entity/Q113789855,Michael Schmaedecke
http://www.wikidata.org/entity/Q113789875,Andreas Karsten Siems
http://www.wikidata.org/entity/Q113790025,John Malcolm Russell
http://www.wikidata.org/entity/Q113790293,Andreas Vieten
http://www.wikidata.org/entity/Q113790471,Sabine Rogge
http://www.wikidata.org/entity/Q113790541,Björn Schlenker
http://www.wikidata.org/entity/Q113790596,Muḥammad ʿAbbās Muḥammad Salīm
http://www.wikidata.org/entity/Q113790726,William Andrefsky
http://www.wikidata.org/entity/Q113790890,Edeltraud Balzer
http://www.wikidata.org/entity/Q113790893,Pauline Albenda
http://www.wikidata.org/entity/Q113790990,C. S. Upasak
http://www.wikidata.org/entity/Q113791217,Kunnapakkam Vinjamur Raman
http://www.wikidata.org/entity/Q113791225,Susan Weingarten
http://www.wikidata.org/entity/Q113791405,Ann E. Killebrew
http://www.wikidata.org/entity/Q113791968,Marc Viré
http://www.wikidata.org/entity/Q113791995,Bernhard Ortmann
http://www.wikidata.org/entity/Q113792278,Francesco Muscolino
http://www.wikidata.org/entity/Q113792294,Katrin Fenech
http://www.wikidata.org/entity/Q113792574,Nezahat Baydur
http://www.wikidata.org/entity/Q113792635,Syed Anis Hashim
http://www.wikidata.org/entity/Q113792800,Janne Harjula
http://www.wikidata.org/entity/Q113792810,Krystyna Sulkowska-Tuszyńska
http://www.wikidata.org/entity/Q113792988,Josipa Baraka Perica
http://www.wikidata.org/entity/Q113793053,Andrej Preložnik
http://www.wikidata.org/entity/Q113793153,Nabil Qadi
http://www.wikidata.org/entity/Q113793270,Sebastian Watta
http://www.wikidata.org/entity/Q113793292,Maria Milvia Morciano
http://www.wikidata.org/entity/Q113793310,Valentina Calì
http://www.wikidata.org/entity/Q113793321,Eva Kaptijn
http://www.wikidata.org/entity/Q113793331,Karine Berthier
http://www.wikidata.org/entity/Q113793351,Carlo Andrea Postinger
http://www.wikidata.org/entity/Q113793491,Maria Hadjicosti
http://www.wikidata.org/entity/Q113794147,Roland Lamprichs
http://www.wikidata.org/entity/Q113794255,Ellis Grootveld
http://www.wikidata.org/entity/Q113794260,Ingrid Dettmann
http://www.wikidata.org/entity/Q113794384,Sebastiano Soldi
http://www.wikidata.org/entity/Q113794506,ʿAlī al- Ḥakīmī
http://www.wikidata.org/entity/Q113794602,Marco Ramazzotti
http://www.wikidata.org/entity/Q113794680,Johanna Witte-Orr
http://www.wikidata.org/entity/Q113794683,B. L. Nagarch
http://www.wikidata.org/entity/Q113795800,Nicolò Giuseppe Brancato
http://www.wikidata.org/entity/Q113796120,Marianna Nikolaïdu
http://www.wikidata.org/entity/Q113796131,Johannes Pöll
http://www.wikidata.org/entity/Q113796723,Ernő Gaál
http://www.wikidata.org/entity/Q113796879,Helga Di Giuseppe
http://www.wikidata.org/entity/Q113796959,Christopher Ratté
http://www.wikidata.org/entity/Q113797002,Aaron W. Schmitt
http://www.wikidata.org/entity/Q113797012,Anke Hervol
http://www.wikidata.org/entity/Q113797112,Metin Yeşilyurt
http://www.wikidata.org/entity/Q113797233,G. Lecuyot
http://www.wikidata.org/entity/Q113797341,Ethan Gannaway
http://www.wikidata.org/entity/Q113797394,Araceli Rojas Martínez Gracida
http://www.wikidata.org/entity/Q113797403,Daniela Maria Ziegler
http://www.wikidata.org/entity/Q113797493,Holger Schwarzer
http://www.wikidata.org/entity/Q113797596,Alf Hermann
http://www.wikidata.org/entity/Q113797627,Dimitra Kotoula
http://www.wikidata.org/entity/Q113797631,Michael D. Danti
http://www.wikidata.org/entity/Q113797684,Hélène S. Sader
http://www.wikidata.org/entity/Q113797751,Polyxenē Adam-Belenē
http://www.wikidata.org/entity/Q113797772,Larissa Baratova
http://www.wikidata.org/entity/Q113797875,Christian Grohn
http://www.wikidata.org/entity/Q113797925,Marie-Christine Comte
http://www.wikidata.org/entity/Q113797953,Tine Bagh
http://www.wikidata.org/entity/Q113797963,Carina L. Johnson
http://www.wikidata.org/entity/Q113798081,Heimo Dolenz
http://www.wikidata.org/entity/Q113800184,Nada Osmuk
http://www.wikidata.org/entity/Q113800265,Charalampos Tsochos
http://www.wikidata.org/entity/Q113800321,Anna Kieburg
http://www.wikidata.org/entity/Q113801044,Valentino Nizzo
http://www.wikidata.org/entity/Q113801119,Yannos Kourayos
http://www.wikidata.org/entity/Q113801616,Kostas Smponias
http://www.wikidata.org/entity/Q113801945,Mark I. Davies
http://www.wikidata.org/entity/Q113802105,Iphiyenia Tournavitou
http://www.wikidata.org/entity/Q113802401,Hsiao-yun Wu
http://www.wikidata.org/entity/Q113802502,Maʾmūn ʿAbd-al-Karīm
http://www.wikidata.org/entity/Q113802697,Nicolae Roddy
http://www.wikidata.org/entity/Q113802717,Vsevolod Rostislavovič Apuchtin
http://www.wikidata.org/entity/Q113803072,Luca Maria Olivieri
