,person_uri,per_activ,gender,country,occup_s,edpl
305,http://www.wikidata.org/entity/Q70423,1876-1900,male,Germany,anthropologist,University of Bonn
306,http://www.wikidata.org/entity/Q96699,1876-1900,male,Austria Hungary,historian,other_uni
307,http://www.wikidata.org/entity/Q102022,1876-1900,male,Germany,university-teacher,other_uni
308,http://www.wikidata.org/entity/Q4491172,1876-1900,male,Russian Federation,writer,other_uni
309,http://www.wikidata.org/entity/Q110212034,1876-1900,male,France,curator,other_uni
310,http://www.wikidata.org/entity/Q74338,1876-1900,male,United Kingdom,anthropologist,other_uni
311,http://www.wikidata.org/entity/Q9310778,1876-1900,male,Poland,historian,other_uni
312,http://www.wikidata.org/entity/Q4969624,1876-1900,female,Scandinavia,other,other_uni
313,http://www.wikidata.org/entity/Q90429,1876-1900,male,Germany,anthropologist,other_uni
314,http://www.wikidata.org/entity/Q9274841,1876-1900,male,Ukraine,other,other_uni
315,http://www.wikidata.org/entity/Q9027844,1876-1900,male,Spain Port.,other,other_uni
316,http://www.wikidata.org/entity/Q72884,1876-1900,male,Germany,university-teacher,University of Bonn
317,http://www.wikidata.org/entity/Q74197,1876-1900,male,Germany,university-teacher,University of Bonn
318,http://www.wikidata.org/entity/Q4348021,1876-1900,male,United States Can.,anthropologist,other_uni
319,http://www.wikidata.org/entity/Q95240,1876-1900,male,Germany,university-teacher,University of Göttingen
320,http://www.wikidata.org/entity/Q462366,1876-1900,male,United States Can.,writer,other_uni
321,http://www.wikidata.org/entity/Q55720117,1876-1900,male,United States Can.,other,other_uni
322,http://www.wikidata.org/entity/Q4371166,1876-1900,male,Ukraine,writer,other_uni
323,http://www.wikidata.org/entity/Q68483,1876-1900,male,Germany,university-teacher,University of Bonn
324,http://www.wikidata.org/entity/Q107094502,1876-1900,male,United Kingdom,other,other_uni
325,http://www.wikidata.org/entity/Q108628,1876-1900,male,Germany,art-historian,University of Göttingen
326,http://www.wikidata.org/entity/Q75757,1876-1900,male,Scandinavia,university-teacher,Humboldt-Universität zu Berlin
327,http://www.wikidata.org/entity/Q84560,1876-1900,male,Germany,university-teacher,other_uni
328,http://www.wikidata.org/entity/Q56604304,1876-1900,male,Belgium Netherl.,other,other_uni
329,http://www.wikidata.org/entity/Q72177,1876-1900,male,Poland,university-teacher,Humboldt-Universität zu Berlin
330,http://www.wikidata.org/entity/Q38893566,1876-1900,male,France,historian,other_uni
331,http://www.wikidata.org/entity/Q612080,1876-1900,male,United Kingdom,anthropologist,other_uni
332,http://www.wikidata.org/entity/Q64445,1876-1900,male,Germany,art-historian,other_uni
333,http://www.wikidata.org/entity/Q821261,1876-1900,male,France,university-teacher,École Normale Supérieure
334,http://www.wikidata.org/entity/Q3856813,1876-1900,male,Italy,anthropologist,other_uni
335,http://www.wikidata.org/entity/Q766823,1876-1900,male,France,historian,École des chartes
336,http://www.wikidata.org/entity/Q4013467,1876-1900,male,Italy,historian,other_uni
337,http://www.wikidata.org/entity/Q946158,1876-1900,male,France,university-teacher,other_uni
338,http://www.wikidata.org/entity/Q66108,1876-1900,male,Germany,university-teacher,other_uni
339,http://www.wikidata.org/entity/Q85881,1876-1900,male,Germany,university-teacher,Humboldt-Universität zu Berlin
340,http://www.wikidata.org/entity/Q98680,1876-1900,male,Germany,art-historian,University of Göttingen
341,http://www.wikidata.org/entity/Q85753,1876-1900,male,Austria Hungary,university-teacher,University of Vienna
342,http://www.wikidata.org/entity/Q100538,1876-1900,male,Germany,art-historian,University of Bonn
343,http://www.wikidata.org/entity/Q72857,1876-1900,male,Germany,university-teacher,University of Göttingen
344,http://www.wikidata.org/entity/Q8503464,1876-1900,male,Czechia,historian,other_uni
345,http://www.wikidata.org/entity/Q561470,1876-1900,male,Russian Federation,anthropologist,other_uni
346,http://www.wikidata.org/entity/Q5625424,1876-1900,male,France,art-historian,other_uni
347,http://www.wikidata.org/entity/Q6524501,1876-1900,male,Poland,other,other_uni
348,http://www.wikidata.org/entity/Q5625700,1876-1900,male,Belgium Netherl.,prehistorian,other_uni
349,http://www.wikidata.org/entity/Q1548024,1876-1900,male,Germany,art-historian,University of Bonn
350,http://www.wikidata.org/entity/Q15129801,1876-1900,male,United States Can.,anthropologist,Harvard University
351,http://www.wikidata.org/entity/Q15081069,1876-1900,male,Russian Federation,university-teacher,other_uni
352,http://www.wikidata.org/entity/Q1507990,1876-1900,male,Germany,university-teacher,other_uni
353,http://www.wikidata.org/entity/Q1046137,1876-1900,male,Russian Federation,anthropologist,other_uni
354,http://www.wikidata.org/entity/Q2935001,1876-1900,male,France,other,other_uni
355,http://www.wikidata.org/entity/Q12146585,1876-1900,male,Ukraine,historian,other_uni
356,http://www.wikidata.org/entity/Q716584,1876-1900,male,United Kingdom,historian,other_uni
357,http://www.wikidata.org/entity/Q15207528,1876-1900,male,Russian Federation,university-teacher,other_uni
358,http://www.wikidata.org/entity/Q151886,1876-1900,male,Russian Federation,art-historian,other_uni
359,http://www.wikidata.org/entity/Q6186961,1876-1900,male,United States Can.,anthropologist,Harvard University
360,http://www.wikidata.org/entity/Q5948725,1876-1900,male,Spain Port.,historian,other_uni
361,http://www.wikidata.org/entity/Q6238822,1876-1900,male,United States Can.,anthropologist,other_uni
362,http://www.wikidata.org/entity/Q115035222,1876-1900,male,United Kingdom,other,other_uni
363,http://www.wikidata.org/entity/Q245332,1876-1900,male,Poland,historian,other_uni
364,http://www.wikidata.org/entity/Q591957,1876-1900,male,United States Can.,writer,other_uni
365,http://www.wikidata.org/entity/Q2524668,1876-1900,male,Belgium Netherl.,historian,other_uni
366,http://www.wikidata.org/entity/Q7970563,1876-1900,male,United States Can.,other,other_uni
367,http://www.wikidata.org/entity/Q15994259,1876-1900,male,United Kingdom,anthropologist,other_uni
368,http://www.wikidata.org/entity/Q16351561,1876-1900,male,Baltic States Fin. Belar.,historian,other_uni
369,http://www.wikidata.org/entity/Q1668570,1876-1900,male,Germany,other,Leipzig University
370,http://www.wikidata.org/entity/Q1684637,1876-1900,male,Germany,prehistorian,other_uni
371,http://www.wikidata.org/entity/Q106375119,1876-1900,male,Italy,other,other_uni
372,http://www.wikidata.org/entity/Q2206419,1876-1900,male,France,art-historian,École des chartes
373,http://www.wikidata.org/entity/Q22050777,1876-1900,male,Spain Port.,historian,other_uni
374,http://www.wikidata.org/entity/Q16495018,1876-1900,male,Spain Port.,writer,other_uni
375,http://www.wikidata.org/entity/Q8012010,1876-1900,male,United States Can.,historian,other_uni
376,http://www.wikidata.org/entity/Q2349252,1876-1900,male,Baltic States Fin. Belar.,other,other_uni
377,http://www.wikidata.org/entity/Q235796,1876-1900,male,Russian Federation,historian,other_uni
378,http://www.wikidata.org/entity/Q2548284,1876-1900,male,United Kingdom,anthropologist,other_uni
379,http://www.wikidata.org/entity/Q5793312,1876-1900,male,Scandinavia,other,other_uni
380,http://www.wikidata.org/entity/Q5743237,1876-1900,male,Scandinavia,other,Uppsala University
381,http://www.wikidata.org/entity/Q63244147,1876-1900,male,United Kingdom,other,other_uni
382,http://www.wikidata.org/entity/Q1727346,1876-1900,male,United Kingdom,anthropologist,other_uni
383,http://www.wikidata.org/entity/Q109487,1876-1900,male,Germany,university-teacher,Humboldt-Universität zu Berlin
384,http://www.wikidata.org/entity/Q274996,1876-1900,male,France,historian,other_uni
385,http://www.wikidata.org/entity/Q90899,1876-1900,male,Germany,university-teacher,other_uni
386,http://www.wikidata.org/entity/Q15713676,1876-1900,male,Germany,art-historian,other_uni
387,http://www.wikidata.org/entity/Q566768,1876-1900,male,Central Europe,historian,University of Vienna
388,http://www.wikidata.org/entity/Q890698,1876-1900,male,United Kingdom,anthropologist,other_uni
389,http://www.wikidata.org/entity/Q15976244,1876-1900,male,United Kingdom,other,other_uni
390,http://www.wikidata.org/entity/Q2623694,1876-1900,male,France,university-teacher,other_uni
391,http://www.wikidata.org/entity/Q2624559,1876-1900,male,France,anthropologist,other_uni
392,http://www.wikidata.org/entity/Q21607549,1876-1900,male,France,historian,other_uni
393,http://www.wikidata.org/entity/Q26397808,1876-1900,male,Spain Port.,historian,other_uni
394,http://www.wikidata.org/entity/Q21588389,1876-1900,male,Germany,historian,University of Bonn
395,http://www.wikidata.org/entity/Q2645794,1876-1900,male,Germany,anthropologist,other_uni
396,http://www.wikidata.org/entity/Q580665,1876-1900,male,France,other,other_uni
397,http://www.wikidata.org/entity/Q15830224,1876-1900,male,Czechia,historian,other_uni
398,http://www.wikidata.org/entity/Q4376494,1876-1900,male,Baltic States Fin. Belar.,art-historian,Saint Petersburg State University
399,http://www.wikidata.org/entity/Q3427570,1876-1900,male,Scandinavia,art-historian,other_uni
400,http://www.wikidata.org/entity/Q4357724,1876-1900,male,United Kingdom,anthropologist,other_uni
401,http://www.wikidata.org/entity/Q3431655,1876-1900,male,Baltic States Fin. Belar.,historian,other_uni
402,http://www.wikidata.org/entity/Q1290191,1876-1900,male,Baltic States Fin. Belar.,university-teacher,other_uni
403,http://www.wikidata.org/entity/Q34657191,1876-1900,male,France,other,École des chartes
404,http://www.wikidata.org/entity/Q3471185,1876-1900,male,France,historian,other_uni
405,http://www.wikidata.org/entity/Q349828,1876-1900,male,France,other,other_uni
406,http://www.wikidata.org/entity/Q4306766,1876-1900,male,Russian Federation,historian,other_uni
407,http://www.wikidata.org/entity/Q34616835,1876-1900,male,France,historian,École des chartes
408,http://www.wikidata.org/entity/Q4403877,1876-1900,male,Ukraine,other,other_uni
409,http://www.wikidata.org/entity/Q1296093,1876-1900,male,Germany,university-teacher,University of Bonn
410,http://www.wikidata.org/entity/Q461733,1876-1900,male,United Kingdom,university-teacher,other_uni
411,http://www.wikidata.org/entity/Q1232391,1876-1900,male,Russian Federation,anthropologist,other_uni
412,http://www.wikidata.org/entity/Q4538138,1876-1900,male,Poland,other,other_uni
413,http://www.wikidata.org/entity/Q19754052,1876-1900,male,France,art-historian,other_uni
414,http://www.wikidata.org/entity/Q97950,1876-1900,male,Russian Federation,university-teacher,other_uni
415,http://www.wikidata.org/entity/Q3713214,1876-1900,male,Italy,politician,other_uni
416,http://www.wikidata.org/entity/Q726314,1876-1900,male,Czechia,historian,other_uni
417,http://www.wikidata.org/entity/Q3726169,1876-1900,male,Spain Port.,politician,other_uni
418,http://www.wikidata.org/entity/Q100531,1876-1900,male,Germany,art-historian,University of Göttingen
419,http://www.wikidata.org/entity/Q100487,1876-1900,male,Germany,university-teacher,Leipzig University
420,http://www.wikidata.org/entity/Q1004178,1876-1900,male,Austria Hungary,other,other_uni
421,http://www.wikidata.org/entity/Q1251453,1876-1900,male,Baltic States Fin. Belar.,university-teacher,other_uni
422,http://www.wikidata.org/entity/Q3755533,1876-1900,male,Spain Port.,writer,other_uni
423,http://www.wikidata.org/entity/Q124692194,1876-1900,male,Austria Hungary,politician,Eötvös Loránd University
424,http://www.wikidata.org/entity/Q71255,1876-1900,male,Germany,university-teacher,University of Bonn
425,http://www.wikidata.org/entity/Q3568666,1876-1900,male,United Kingdom,anthropologist,other_uni
426,http://www.wikidata.org/entity/Q4240591,1876-1900,male,Russian Federation,historian,other_uni
427,http://www.wikidata.org/entity/Q12373890,1876-1900,male,Baltic States Fin. Belar.,historian,other_uni
428,http://www.wikidata.org/entity/Q72860,1876-1900,male,Poland,university-teacher,other_uni
429,http://www.wikidata.org/entity/Q111407,1876-1900,male,Germany,anthropologist,other_uni
430,http://www.wikidata.org/entity/Q4218777,1876-1900,male,France,historian,other_uni
431,http://www.wikidata.org/entity/Q728589,1876-1900,male,Italy,university-teacher,other_uni
432,http://www.wikidata.org/entity/Q98454884,1876-1900,male,France,historian,other_uni
433,http://www.wikidata.org/entity/Q12789073,1876-1900,male,Austria Hungary,historian,other_uni
434,http://www.wikidata.org/entity/Q1891695,1876-1900,male,Spain Port.,university-teacher,other_uni
435,http://www.wikidata.org/entity/Q4085246,1876-1900,male,Ukraine,other,other_uni
436,http://www.wikidata.org/entity/Q3659576,1876-1900,male,Italy,other,University of Vienna
437,http://www.wikidata.org/entity/Q451292,1876-1900,male,Russian Federation,university-teacher,Saint Petersburg State University
438,http://www.wikidata.org/entity/Q3099150,1876-1900,male,France,historian,other_uni
439,http://www.wikidata.org/entity/Q2060908,1876-1900,male,Germany,art-historian,other_uni
440,http://www.wikidata.org/entity/Q311816,1876-1900,male,France,university-teacher,other_uni
441,http://www.wikidata.org/entity/Q1398142,1876-1900,male,Russian Federation,other,Saint Petersburg State University
442,http://www.wikidata.org/entity/Q508907,1876-1900,male,France,curator,other_uni
443,http://www.wikidata.org/entity/Q18224163,1876-1900,male,Spain Port.,historian,other_uni
444,http://www.wikidata.org/entity/Q6708242,1876-1900,male,Ukraine,art-historian,University of Vienna
445,http://www.wikidata.org/entity/Q1226271,1876-1900,male,Central Europe,historian,other_uni
446,http://www.wikidata.org/entity/Q5458291,1876-1900,male,United Kingdom,anthropologist,other_uni
447,http://www.wikidata.org/entity/Q541418,1876-1900,male,France,historian,École des chartes
448,http://www.wikidata.org/entity/Q3059980,1876-1900,male,France,writer,other_uni
449,http://www.wikidata.org/entity/Q11928073,1876-1900,male,Spain Port.,historian,other_uni
450,http://www.wikidata.org/entity/Q1461048,1876-1900,male,Germany,university-teacher,University of Bonn
451,http://www.wikidata.org/entity/Q4992359,1876-1900,male,Scandinavia,anthropologist,other_uni
452,http://www.wikidata.org/entity/Q20652703,1876-1900,male,Spain Port.,historian,other_uni
453,http://www.wikidata.org/entity/Q536227,1876-1900,male,Italy,university-teacher,other_uni
454,http://www.wikidata.org/entity/Q22330640,1876-1900,male,France,other,other_uni
455,http://www.wikidata.org/entity/Q18175820,1876-1900,male,Russian Federation,historian,Saint Petersburg State University
456,http://www.wikidata.org/entity/Q3092618,1876-1900,male,France,historian,other_uni
457,http://www.wikidata.org/entity/Q4936482,1876-1900,female,United Kingdom,historian,other_uni
458,http://www.wikidata.org/entity/Q103102,1876-1900,male,Poland,prehistorian,Leipzig University
459,http://www.wikidata.org/entity/Q4720183,1876-1900,male,United Kingdom,anthropologist,Humboldt-Universität zu Berlin
460,http://www.wikidata.org/entity/Q69297,1876-1900,male,Russian Federation,university-teacher,University of Bonn
461,http://www.wikidata.org/entity/Q106986671,1876-1900,male,Central Europe,politician,other_uni
462,http://www.wikidata.org/entity/Q47004157,1876-1900,male,Russian Federation,other,other_uni
463,http://www.wikidata.org/entity/Q3271450,1876-1900,male,France,other,Beaux-Arts de Paris
464,http://www.wikidata.org/entity/Q6699233,1876-1900,male,Austria Hungary,other,other_uni
465,http://www.wikidata.org/entity/Q18533778,1876-1900,male,Belgium Netherl.,art-historian,other_uni
466,http://www.wikidata.org/entity/Q76294,1876-1900,male,Germany,university-teacher,Leipzig University
467,http://www.wikidata.org/entity/Q16855647,1876-1900,male,France,historian,École des chartes
468,http://www.wikidata.org/entity/Q1914032,1901-1925,male,Germany,art-historian,University of Bonn
469,http://www.wikidata.org/entity/Q7449866,1901-1925,male,Russian Federation,other,Saint Petersburg State University
470,http://www.wikidata.org/entity/Q106635203,1876-1900,male,United Kingdom,curator,other_uni
471,http://www.wikidata.org/entity/Q18762369,1901-1925,male,Central Europe,historian,University of Vienna
472,http://www.wikidata.org/entity/Q188929,1876-1900,male,United Kingdom,anthropologist,other_uni
473,http://www.wikidata.org/entity/Q72507,1876-1900,male,Germany,university-teacher,University of Göttingen
474,http://www.wikidata.org/entity/Q16939316,1876-1900,male,Italy,politician,other_uni
475,http://www.wikidata.org/entity/Q17494168,1901-1925,male,France,historian,other_uni
476,http://www.wikidata.org/entity/Q104776973,1876-1900,male,Central Europe,university-teacher,other_uni
477,http://www.wikidata.org/entity/Q1363160,1876-1900,male,United Kingdom,university-teacher,other_uni
478,http://www.wikidata.org/entity/Q1360932,1901-1925,male,Baltic States Fin. Belar.,university-teacher,other_uni
479,http://www.wikidata.org/entity/Q95243763,1901-1925,male,United States Can.,other,other_uni
480,http://www.wikidata.org/entity/Q1336912,1901-1925,male,Austria Hungary,university-teacher,University of Vienna
481,http://www.wikidata.org/entity/Q137052863,1901-1925,male,Austria Hungary,museologist,Eötvös Loránd University
482,http://www.wikidata.org/entity/Q1446498,1901-1925,male,Germany,university-teacher,University of Bonn
483,http://www.wikidata.org/entity/Q1372544,1876-1900,male,Scandinavia,university-teacher,Uppsala University
484,http://www.wikidata.org/entity/Q950726,1876-1900,male,United Kingdom,historian,other_uni
485,http://www.wikidata.org/entity/Q95456264,1901-1925,male,Czechia,art-historian,other_uni
486,http://www.wikidata.org/entity/Q984339,1901-1925,male,Germany,university-teacher,Leipzig University
487,http://www.wikidata.org/entity/Q1276479,1876-1900,male,Spain Port.,writer,other_uni
488,http://www.wikidata.org/entity/Q12730808,1876-1900,male,Central Europe,historian,other_uni
489,http://www.wikidata.org/entity/Q12816678,1876-1900,male,Austria Hungary,other,Eötvös Loránd University
490,http://www.wikidata.org/entity/Q1252735,1901-1925,male,Central Europe,other,Eötvös Loránd University
491,http://www.wikidata.org/entity/Q1285721,1876-1900,male,Germany,historian,École Normale Supérieure
492,http://www.wikidata.org/entity/Q123424215,1876-1900,male,United States Can.,anthropologist,other_uni
493,http://www.wikidata.org/entity/Q1296076,1901-1925,male,Austria Hungary,historian,Eötvös Loránd University
494,http://www.wikidata.org/entity/Q97218,1901-1925,male,Germany,other,Humboldt-Universität zu Berlin
495,http://www.wikidata.org/entity/Q972619,1901-1925,male,France,anthropologist,other_uni
496,http://www.wikidata.org/entity/Q97401,1901-1925,male,Poland,university-teacher,other_uni
497,http://www.wikidata.org/entity/Q97420,1901-1925,male,Germany,university-teacher,University of Bonn
498,http://www.wikidata.org/entity/Q97433,1876-1900,male,Germany,university-teacher,University of Bonn
499,http://www.wikidata.org/entity/Q15996296,1901-1925,male,France,historian,École Normale Supérieure
500,http://www.wikidata.org/entity/Q15973578,1876-1900,male,France,historian,other_uni
501,http://www.wikidata.org/entity/Q900083,1876-1900,male,Austria Hungary,university-teacher,Eötvös Loránd University
502,http://www.wikidata.org/entity/Q88099,1876-1900,male,Czechia,anthropologist,University of Vienna
503,http://www.wikidata.org/entity/Q15830372,1901-1925,male,Czechia,other,other_uni
504,http://www.wikidata.org/entity/Q9057494,1901-1925,male,Spain Port.,writer,other_uni
505,http://www.wikidata.org/entity/Q15830118,1901-1925,male,Czechia,university-teacher,other_uni
506,http://www.wikidata.org/entity/Q90859,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
507,http://www.wikidata.org/entity/Q8340102,1876-1900,male,France,university-teacher,École Normale Supérieure
508,http://www.wikidata.org/entity/Q12028285,1876-1900,male,Czechia,anthropologist,University of Vienna
509,http://www.wikidata.org/entity/Q16543853,1901-1925,male,Poland,other,other_uni
510,http://www.wikidata.org/entity/Q1605876,1901-1925,male,France,university-teacher,other_uni
511,http://www.wikidata.org/entity/Q1613290,1876-1900,male,Germany,anthropologist,University of Bonn
512,http://www.wikidata.org/entity/Q90881,1876-1900,male,Germany,university-teacher,other_uni
513,http://www.wikidata.org/entity/Q15132373,1876-1900,male,Russian Federation,historian,other_uni
514,http://www.wikidata.org/entity/Q15129964,1876-1900,male,United States Can.,historian,other_uni
515,http://www.wikidata.org/entity/Q1508830,1901-1925,male,France,other,Beaux-Arts de Paris
516,http://www.wikidata.org/entity/Q12174088,1876-1900,male,Russian Federation,other,other_uni
517,http://www.wikidata.org/entity/Q94720,1901-1925,male,Poland,university-teacher,University of Vienna
518,http://www.wikidata.org/entity/Q94079,1876-1900,male,Austria Hungary,university-teacher,University of Vienna
519,http://www.wikidata.org/entity/Q92579980,1876-1900,male,United Kingdom,historian,other_uni
520,http://www.wikidata.org/entity/Q91901,1901-1925,male,Germany,university-teacher,University of Bonn
521,http://www.wikidata.org/entity/Q1568321,1901-1925,male,Czechia,university-teacher,other_uni
522,http://www.wikidata.org/entity/Q15631311,1901-1925,male,France,historian,École Normale Supérieure
523,http://www.wikidata.org/entity/Q1052303,1901-1925,male,United Kingdom,anthropologist,other_uni
524,http://www.wikidata.org/entity/Q1214220,1876-1900,male,Austria Hungary,museologist,Eötvös Loránd University
525,http://www.wikidata.org/entity/Q694801,1901-1925,male,Czechia,historian,other_uni
526,http://www.wikidata.org/entity/Q60239,1876-1900,male,Germany,university-teacher,other_uni
527,http://www.wikidata.org/entity/Q5997628,1901-1925,male,Spain Port.,historian,other_uni
528,http://www.wikidata.org/entity/Q3270911,1901-1925,male,France,anthropologist,other_uni
529,http://www.wikidata.org/entity/Q5929895,1876-1900,male,France,art-historian,other_uni
530,http://www.wikidata.org/entity/Q47008707,1876-1900,male,France,other,other_uni
531,http://www.wikidata.org/entity/Q326308,1876-1900,male,United Kingdom,university-teacher,other_uni
532,http://www.wikidata.org/entity/Q26179076,1901-1925,male,France,other,other_uni
533,http://www.wikidata.org/entity/Q2573789,1901-1925,male,Central Europe,university-teacher,University of Vienna
534,http://www.wikidata.org/entity/Q11285472,1901-1925,male,United States Can.,anthropologist,other_uni
535,http://www.wikidata.org/entity/Q3184485,1876-1900,male,France,other,other_uni
536,http://www.wikidata.org/entity/Q5912032,1901-1925,male,Scandinavia,other,Uppsala University
537,http://www.wikidata.org/entity/Q47516319,1876-1900,male,France,other,other_uni
538,http://www.wikidata.org/entity/Q23498547,1876-1900,male,France,other,Beaux-Arts de Paris
539,http://www.wikidata.org/entity/Q2343321,1901-1925,male,Central Europe,university-teacher,other_uni
540,http://www.wikidata.org/entity/Q329164,1901-1925,male,Central Europe,university-teacher,University of Vienna
541,http://www.wikidata.org/entity/Q61475794,1876-1900,male,Italy,historian,other_uni
542,http://www.wikidata.org/entity/Q4437935,1901-1925,male,Russian Federation,other,Saint Petersburg State University
543,http://www.wikidata.org/entity/Q2218492,1876-1900,male,Italy,other,other_uni
544,http://www.wikidata.org/entity/Q4446722,1901-1925,male,Russian Federation,university-teacher,other_uni
545,http://www.wikidata.org/entity/Q21722850,1901-1925,male,France,historian,Beaux-Arts de Paris
546,http://www.wikidata.org/entity/Q4418113,1901-1925,male,Ukraine,historian,other_uni
547,http://www.wikidata.org/entity/Q4401157,1876-1900,male,Central Europe,historian,other_uni
548,http://www.wikidata.org/entity/Q61423,1876-1900,male,Germany,university-teacher,other_uni
549,http://www.wikidata.org/entity/Q61421,1876-1900,male,Germany,university-teacher,Humboldt-Universität zu Berlin
550,http://www.wikidata.org/entity/Q4539987,1876-1900,male,Ukraine,other,other_uni
551,http://www.wikidata.org/entity/Q60700,1876-1900,male,Germany,other,other_uni
552,http://www.wikidata.org/entity/Q60727470,1876-1900,male,United Kingdom,writer,Leipzig University
553,http://www.wikidata.org/entity/Q6079971,1876-1900,male,Scandinavia,other,other_uni
554,http://www.wikidata.org/entity/Q333292,1901-1925,male,France,university-teacher,other_uni
555,http://www.wikidata.org/entity/Q3357633,1876-1900,male,France,university-teacher,École Normale Supérieure
556,http://www.wikidata.org/entity/Q611082,1901-1925,male,France,prehistorian,Beaux-Arts de Paris
557,http://www.wikidata.org/entity/Q611708,1876-1900,male,Spain Port.,prehistorian,other_uni
558,http://www.wikidata.org/entity/Q114416,1876-1900,male,Austria Hungary,university-teacher,University of Vienna
559,http://www.wikidata.org/entity/Q2643243,1876-1900,male,Russian Federation,writer,Saint Petersburg State University
560,http://www.wikidata.org/entity/Q114368015,1876-1900,male,Czechia,historian,other_uni
561,http://www.wikidata.org/entity/Q5321471,1876-1900,male,Central Europe,politician,other_uni
562,http://www.wikidata.org/entity/Q5237004,1876-1900,male,United Kingdom,anthropologist,other_uni
563,http://www.wikidata.org/entity/Q519129,1901-1925,female,United Kingdom,art-historian,other_uni
564,http://www.wikidata.org/entity/Q3101554,1876-1900,male,France,prehistorian,other_uni
565,http://www.wikidata.org/entity/Q5126408,1876-1900,male,United States Can.,anthropologist,Harvard University
566,http://www.wikidata.org/entity/Q2958889,1876-1900,male,France,university-teacher,other_uni
567,http://www.wikidata.org/entity/Q541964,1901-1925,male,France,anthropologist,other_uni
568,http://www.wikidata.org/entity/Q3048662,1901-1925,male,United States Can.,anthropologist,Harvard University
569,http://www.wikidata.org/entity/Q5536028,1901-1925,male,United States Can.,historian,Harvard University
570,http://www.wikidata.org/entity/Q552436,1901-1925,male,France,university-teacher,other_uni
571,http://www.wikidata.org/entity/Q30611302,1876-1900,male,Austria Hungary,other,Eötvös Loránd University
572,http://www.wikidata.org/entity/Q2959074,1901-1925,male,United States Can.,historian,Harvard University
573,http://www.wikidata.org/entity/Q5346218,1876-1900,male,United States Can.,anthropologist,other_uni
574,http://www.wikidata.org/entity/Q28359162,1901-1925,male,Austria Hungary,museologist,Eötvös Loránd University
575,http://www.wikidata.org/entity/Q114109,1876-1900,male,Austria Hungary,anthropologist,other_uni
576,http://www.wikidata.org/entity/Q5725627,1901-1925,male,United Kingdom,university-teacher,other_uni
577,http://www.wikidata.org/entity/Q5741146,1901-1925,male,Czechia,historian,other_uni
578,http://www.wikidata.org/entity/Q2721769,1901-1925,male,Spain Port.,university-teacher,other_uni
579,http://www.wikidata.org/entity/Q5793779,1876-1900,male,France,university-teacher,École Normale Supérieure
580,http://www.wikidata.org/entity/Q4895832,1901-1925,male,United Kingdom,anthropologist,other_uni
581,http://www.wikidata.org/entity/Q4798762,1901-1925,male,United States Can.,anthropologist,Leipzig University
582,http://www.wikidata.org/entity/Q55838595,1901-1925,male,Central Europe,art-historian,University of Vienna
583,http://www.wikidata.org/entity/Q2834329,1876-1900,male,Russian Federation,historian,Saint Petersburg State University
584,http://www.wikidata.org/entity/Q3131147,1901-1925,male,France,other,other_uni
585,http://www.wikidata.org/entity/Q503416,1876-1900,male,Italy,university-teacher,other_uni
586,http://www.wikidata.org/entity/Q56817061,1901-1925,male,United States Can.,university-teacher,other_uni
587,http://www.wikidata.org/entity/Q3131806,1876-1900,male,France,other,other_uni
588,http://www.wikidata.org/entity/Q6255143,1876-1900,male,United States Can.,anthropologist,Humboldt-Universität zu Berlin
589,http://www.wikidata.org/entity/Q202790,1901-1925,male,France,historian,other_uni
590,http://www.wikidata.org/entity/Q68273,1901-1925,male,Germany,anthropologist,other_uni
591,http://www.wikidata.org/entity/Q3694305,1901-1925,male,Italy,historian,other_uni
592,http://www.wikidata.org/entity/Q41453051,1901-1925,male,United States Can.,art-historian,other_uni
593,http://www.wikidata.org/entity/Q4145718,1901-1925,male,Russian Federation,anthropologist,other_uni
594,http://www.wikidata.org/entity/Q20679115,1901-1925,male,United States Can.,university-teacher,other_uni
595,http://www.wikidata.org/entity/Q20679429,1901-1925,male,United States Can.,university-teacher,Harvard University
596,http://www.wikidata.org/entity/Q4183081,1876-1900,male,Baltic States Fin. Belar.,historian,other_uni
597,http://www.wikidata.org/entity/Q20723040,1876-1900,male,France,other,École Normale Supérieure
598,http://www.wikidata.org/entity/Q360871,1876-1900,male,Czechia,university-teacher,University of Bonn
599,http://www.wikidata.org/entity/Q3588486,1901-1925,male,France,writer,other_uni
600,http://www.wikidata.org/entity/Q2011821,1876-1900,male,Russian Federation,politician,other_uni
601,http://www.wikidata.org/entity/Q200911,1876-1900,male,United Kingdom,university-teacher,other_uni
602,http://www.wikidata.org/entity/Q68768205,1876-1900,male,Baltic States Fin. Belar.,other,other_uni
603,http://www.wikidata.org/entity/Q3808852,1876-1900,male,United States Can.,anthropologist,other_uni
604,http://www.wikidata.org/entity/Q3920287,1876-1900,male,Poland,writer,other_uni
605,http://www.wikidata.org/entity/Q3588414,1901-1925,male,France,university-teacher,other_uni
606,http://www.wikidata.org/entity/Q3920289,1901-1925,male,Poland,university-teacher,other_uni
607,http://www.wikidata.org/entity/Q69896,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
608,http://www.wikidata.org/entity/Q19753770,1901-1925,male,Czechia,art-historian,University of Vienna
609,http://www.wikidata.org/entity/Q3920325,1876-1900,male,Baltic States Fin. Belar.,writer,other_uni
