,person_uri,per_activ,gender,country,occup_s,edpl
610,http://www.wikidata.org/entity/Q19848900,1876-1900,male,Scandinavia,other,other_uni
611,http://www.wikidata.org/entity/Q697844,1876-1900,male,Czechia,historian,other_uni
612,http://www.wikidata.org/entity/Q694826,1901-1925,male,Ukraine,university-teacher,Leipzig University
613,http://www.wikidata.org/entity/Q3741707,1876-1900,male,Italy,historian,other_uni
614,http://www.wikidata.org/entity/Q68824,1876-1900,male,Scandinavia,art-historian,other_uni
615,http://www.wikidata.org/entity/Q4228527,1876-1900,male,Russian Federation,historian,other_uni
616,http://www.wikidata.org/entity/Q216031,1901-1925,male,Germany,university-teacher,Leipzig University
617,http://www.wikidata.org/entity/Q3568378,1901-1925,male,United Kingdom,anthropologist,other_uni
618,http://www.wikidata.org/entity/Q215900,1901-1925,male,Germany,historian,University of Göttingen
619,http://www.wikidata.org/entity/Q4331070,1876-1900,male,Ukraine,historian,other_uni
620,http://www.wikidata.org/entity/Q65239,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
621,http://www.wikidata.org/entity/Q63224,1901-1925,male,Russian Federation,university-teacher,Humboldt-Universität zu Berlin
622,http://www.wikidata.org/entity/Q3523685,1876-1900,male,United Kingdom,anthropologist,other_uni
623,http://www.wikidata.org/entity/Q21282616,1901-1925,male,Spain Port.,university-teacher,other_uni
624,http://www.wikidata.org/entity/Q65690,1901-1925,male,Germany,anthropologist,other_uni
625,http://www.wikidata.org/entity/Q659722,1901-1925,male,France,historian,other_uni
626,http://www.wikidata.org/entity/Q95070984,1901-1925,male,Czechia,historian,other_uni
627,http://www.wikidata.org/entity/Q37434566,1901-1925,male,France,university-teacher,École Normale Supérieure
628,http://www.wikidata.org/entity/Q3059981,1901-1925,male,France,anthropologist,École des chartes
629,http://www.wikidata.org/entity/Q1403449,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
630,http://www.wikidata.org/entity/Q3121192,1901-1925,male,France,university-teacher,École Normale Supérieure
631,http://www.wikidata.org/entity/Q1405650,1901-1925,male,Germany,university-teacher,other_uni
632,http://www.wikidata.org/entity/Q97541,1901-1925,male,Germany,university-teacher,other_uni
633,http://www.wikidata.org/entity/Q1380415,1901-1925,male,Belgium Netherl.,university-teacher,other_uni
634,http://www.wikidata.org/entity/Q1262918,1901-1925,male,United States Can.,anthropologist,Harvard University
635,http://www.wikidata.org/entity/Q313061,1901-1925,male,Austria Hungary,university-teacher,other_uni
636,http://www.wikidata.org/entity/Q138398043,1901-1925,male,Ukraine,other,other_uni
637,http://www.wikidata.org/entity/Q3098976,1901-1925,male,France,writer,École Normale Supérieure
638,http://www.wikidata.org/entity/Q124844029,1901-1925,male,United Kingdom,other,other_uni
639,http://www.wikidata.org/entity/Q1460274,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
640,http://www.wikidata.org/entity/Q3435947,1901-1925,male,United Kingdom,anthropologist,other_uni
641,http://www.wikidata.org/entity/Q4392137,1901-1925,male,Russian Federation,university-teacher,other_uni
642,http://www.wikidata.org/entity/Q53748,1901-1925,male,Russian Federation,university-teacher,other_uni
643,http://www.wikidata.org/entity/Q3776786,1901-1925,male,United Kingdom,writer,other_uni
644,http://www.wikidata.org/entity/Q13033552,1901-1925,male,Baltic States Fin. Belar.,historian,other_uni
645,http://www.wikidata.org/entity/Q5337343,1901-1925,male,United States Can.,anthropologist,other_uni
646,http://www.wikidata.org/entity/Q3092540,1901-1925,male,France,other,other_uni
647,http://www.wikidata.org/entity/Q3733939,1901-1925,male,Italy,other,other_uni
648,http://www.wikidata.org/entity/Q4424785,1901-1925,male,Russian Federation,university-teacher,Saint Petersburg State University
649,http://www.wikidata.org/entity/Q39162247,1901-1925,female,Russian Federation,historian,other_uni
650,http://www.wikidata.org/entity/Q3371292,1901-1925,male,France,historian,other_uni
651,http://www.wikidata.org/entity/Q329382,1901-1925,male,France,other,other_uni
652,http://www.wikidata.org/entity/Q4522930,1901-1925,male,Baltic States Fin. Belar.,other,other_uni
653,http://www.wikidata.org/entity/Q135678219,1901-1925,male,Russian Federation,historian,other_uni
654,http://www.wikidata.org/entity/Q365982,1901-1925,male,United States Can.,university-teacher,Humboldt-Universität zu Berlin
655,http://www.wikidata.org/entity/Q3188944,1901-1925,male,France,university-teacher,other_uni
656,http://www.wikidata.org/entity/Q1336729,1901-1925,male,Austria Hungary,university-teacher,University of Vienna
657,http://www.wikidata.org/entity/Q98276,1901-1925,male,Germany,university-teacher,other_uni
658,http://www.wikidata.org/entity/Q464580,1901-1925,male,Spain Port.,anthropologist,other_uni
659,http://www.wikidata.org/entity/Q466145,1901-1925,male,United States Can.,anthropologist,other_uni
660,http://www.wikidata.org/entity/Q3579724,1901-1925,male,France,historian,other_uni
661,http://www.wikidata.org/entity/Q952574,1901-1925,male,United Kingdom,university-teacher,other_uni
662,http://www.wikidata.org/entity/Q95166164,1901-1925,male,Czechia,museologist,other_uni
663,http://www.wikidata.org/entity/Q502983,1901-1925,male,Ukraine,university-teacher,other_uni
664,http://www.wikidata.org/entity/Q1370020,1901-1925,female,United States Can.,university-teacher,other_uni
665,http://www.wikidata.org/entity/Q504597,1901-1925,male,United States Can.,university-teacher,other_uni
666,http://www.wikidata.org/entity/Q1372825,1901-1925,male,Baltic States Fin. Belar.,university-teacher,other_uni
667,http://www.wikidata.org/entity/Q96716,1901-1925,male,Germany,university-teacher,other_uni
668,http://www.wikidata.org/entity/Q1334262,1901-1925,female,Germany,other,University of Bonn
669,http://www.wikidata.org/entity/Q502932,1901-1925,male,United States Can.,university-teacher,Harvard University
670,http://www.wikidata.org/entity/Q4481261,1901-1925,male,Russian Federation,university-teacher,other_uni
671,http://www.wikidata.org/entity/Q1358899,1901-1925,male,Austria Hungary,university-teacher,University of Vienna
672,http://www.wikidata.org/entity/Q3314419,1901-1925,male,Central Europe,university-teacher,other_uni
673,http://www.wikidata.org/entity/Q4496130,1901-1925,male,Russian Federation,university-teacher,other_uni
674,http://www.wikidata.org/entity/Q3556340,1901-1925,male,United Kingdom,writer,other_uni
675,http://www.wikidata.org/entity/Q3348837,1901-1925,male,France,other,École des chartes
676,http://www.wikidata.org/entity/Q6263549,1901-1925,male,United States Can.,anthropologist,other_uni
677,http://www.wikidata.org/entity/Q7970314,1901-1925,male,Italy,anthropologist,other_uni
678,http://www.wikidata.org/entity/Q1700189,1901-1925,male,United Kingdom,university-teacher,other_uni
679,http://www.wikidata.org/entity/Q1700856,1901-1925,male,United Kingdom,university-teacher,other_uni
680,http://www.wikidata.org/entity/Q7965639,1901-1925,male,United States Can.,university-teacher,other_uni
681,http://www.wikidata.org/entity/Q2157867,1901-1925,male,Germany,other,other_uni
682,http://www.wikidata.org/entity/Q6376534,1901-1925,female,United Kingdom,anthropologist,other_uni
683,http://www.wikidata.org/entity/Q64339,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
684,http://www.wikidata.org/entity/Q1730778,1901-1925,male,Germany,university-teacher,other_uni
685,http://www.wikidata.org/entity/Q6543589,1901-1925,female,United States Can.,anthropologist,Harvard University
686,http://www.wikidata.org/entity/Q6543676,1901-1925,male,Baltic States Fin. Belar.,other,other_uni
687,http://www.wikidata.org/entity/Q6239944,1901-1925,male,Scandinavia,university-teacher,Uppsala University
688,http://www.wikidata.org/entity/Q8008242,1901-1925,male,United States Can.,other,other_uni
689,http://www.wikidata.org/entity/Q231360,1901-1925,female,United Kingdom,writer,other_uni
690,http://www.wikidata.org/entity/Q6108129,1901-1925,male,Spain Port.,politician,other_uni
691,http://www.wikidata.org/entity/Q6108135,1901-1925,male,United Kingdom,anthropologist,other_uni
692,http://www.wikidata.org/entity/Q16665118,1901-1925,male,France,writer,other_uni
693,http://www.wikidata.org/entity/Q2262945,1901-1925,male,Germany,university-teacher,other_uni
694,http://www.wikidata.org/entity/Q8052691,1901-1925,male,Russian Federation,writer,other_uni
695,http://www.wikidata.org/entity/Q6153361,1901-1925,female,United Kingdom,other,other_uni
696,http://www.wikidata.org/entity/Q16931101,1901-1925,male,Central Europe,anthropologist,other_uni
697,http://www.wikidata.org/entity/Q16668993,1901-1925,male,Russian Federation,other,other_uni
698,http://www.wikidata.org/entity/Q7791135,1901-1925,male,United States Can.,university-teacher,other_uni
699,http://www.wikidata.org/entity/Q732247,1901-1925,male,Russian Federation,university-teacher,other_uni
700,http://www.wikidata.org/entity/Q19753859,1901-1925,male,France,other,École des chartes
701,http://www.wikidata.org/entity/Q70079,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
702,http://www.wikidata.org/entity/Q728706,1901-1925,male,Czechia,anthropologist,other_uni
703,http://www.wikidata.org/entity/Q706436,1901-1925,male,United Kingdom,anthropologist,other_uni
704,http://www.wikidata.org/entity/Q1894800,1901-1925,female,United Kingdom,other,other_uni
705,http://www.wikidata.org/entity/Q19606758,1901-1925,male,France,other,École Normale Supérieure
706,http://www.wikidata.org/entity/Q72855,1901-1925,male,Poland,anthropologist,other_uni
707,http://www.wikidata.org/entity/Q1902794,1901-1925,male,Russian Federation,historian,other_uni
708,http://www.wikidata.org/entity/Q7274018,1901-1925,male,Russian Federation,university-teacher,other_uni
709,http://www.wikidata.org/entity/Q19513832,1901-1925,male,Poland,historian,other_uni
710,http://www.wikidata.org/entity/Q716268,1901-1925,male,France,curator,other_uni
711,http://www.wikidata.org/entity/Q19149711,1901-1925,male,Russian Federation,historian,other_uni
712,http://www.wikidata.org/entity/Q66305432,1901-1925,male,Czechia,other,other_uni
713,http://www.wikidata.org/entity/Q2079726,1901-1925,male,Central Europe,historian,Saint Petersburg State University
714,http://www.wikidata.org/entity/Q1761011,1901-1925,male,France,art-historian,École Normale Supérieure
715,http://www.wikidata.org/entity/Q771698,1901-1925,male,United Kingdom,writer,other_uni
716,http://www.wikidata.org/entity/Q769799,1901-1925,male,France,historian,École Normale Supérieure
717,http://www.wikidata.org/entity/Q18197315,1901-1925,male,France,historian,other_uni
718,http://www.wikidata.org/entity/Q66092,1901-1925,male,Germany,anthropologist,Humboldt-Universität zu Berlin
719,http://www.wikidata.org/entity/Q2062898,1901-1925,male,Germany,historian,University of Göttingen
720,http://www.wikidata.org/entity/Q749349,1901-1925,male,Austria Hungary,university-teacher,other_uni
721,http://www.wikidata.org/entity/Q201834,1901-1925,male,France,other,École Normale Supérieure
722,http://www.wikidata.org/entity/Q18535691,1901-1925,male,United Kingdom,historian,other_uni
723,http://www.wikidata.org/entity/Q7413043,1901-1925,male,Ukraine,anthropologist,other_uni
724,http://www.wikidata.org/entity/Q1860948,1901-1925,male,United Kingdom,university-teacher,other_uni
725,http://www.wikidata.org/entity/Q7365122,1901-1925,male,United Kingdom,historian,other_uni
726,http://www.wikidata.org/entity/Q84873,1901-1925,male,Germany,anthropologist,other_uni
727,http://www.wikidata.org/entity/Q60623914,1901-1925,male,Czechia,art-historian,other_uni
728,http://www.wikidata.org/entity/Q2871033,1901-1925,male,France,historian,other_uni
729,http://www.wikidata.org/entity/Q55719619,1901-1925,male,France,university-teacher,École Normale Supérieure
730,http://www.wikidata.org/entity/Q5572691,1901-1925,male,Scandinavia,historian,Uppsala University
731,http://www.wikidata.org/entity/Q15411458,1901-1925,male,Italy,other,other_uni
732,http://www.wikidata.org/entity/Q55771113,1901-1925,male,France,other,École Normale Supérieure
733,http://www.wikidata.org/entity/Q15431799,1901-1925,male,France,university-teacher,École Normale Supérieure
734,http://www.wikidata.org/entity/Q15435691,1901-1925,male,France,university-teacher,other_uni
735,http://www.wikidata.org/entity/Q15444730,1901-1925,male,Austria Hungary,other,University of Vienna
736,http://www.wikidata.org/entity/Q1546669,1901-1925,male,Germany,university-teacher,other_uni
737,http://www.wikidata.org/entity/Q92465,1901-1925,male,Poland,university-teacher,other_uni
738,http://www.wikidata.org/entity/Q2831415,1901-1925,male,United States Can.,art-historian,other_uni
739,http://www.wikidata.org/entity/Q28805573,1901-1925,male,United Kingdom,other,other_uni
740,http://www.wikidata.org/entity/Q94821393,1901-1925,male,United States Can.,university-teacher,other_uni
741,http://www.wikidata.org/entity/Q5498949,1901-1925,male,United Kingdom,anthropologist,other_uni
742,http://www.wikidata.org/entity/Q55089118,1901-1925,male,Russian Federation,historian,other_uni
743,http://www.wikidata.org/entity/Q55105498,1901-1925,male,Baltic States Fin. Belar.,other,other_uni
744,http://www.wikidata.org/entity/Q28055083,1901-1925,male,France,curator,other_uni
745,http://www.wikidata.org/entity/Q2959029,1901-1925,male,France,other,École des chartes
746,http://www.wikidata.org/entity/Q554386,1901-1925,male,Italy,university-teacher,other_uni
747,http://www.wikidata.org/entity/Q15129922,1901-1925,male,United States Can.,anthropologist,Harvard University
748,http://www.wikidata.org/entity/Q2917652,1901-1925,male,United Kingdom,university-teacher,other_uni
749,http://www.wikidata.org/entity/Q2898660,1901-1925,male,France,art-historian,other_uni
750,http://www.wikidata.org/entity/Q28945526,1901-1925,male,Germany,university-teacher,University of Bonn
751,http://www.wikidata.org/entity/Q5526725,1901-1925,male,France,anthropologist,other_uni
752,http://www.wikidata.org/entity/Q15994747,1901-1925,male,United Kingdom,university-teacher,other_uni
753,http://www.wikidata.org/entity/Q5910045,1901-1925,male,United Kingdom,university-teacher,other_uni
754,http://www.wikidata.org/entity/Q2528910,1901-1925,male,Italy,university-teacher,other_uni
755,http://www.wikidata.org/entity/Q88197,1901-1925,male,Austria Hungary,university-teacher,University of Vienna
756,http://www.wikidata.org/entity/Q2484224,1901-1925,male,France,university-teacher,other_uni
757,http://www.wikidata.org/entity/Q881407,1901-1925,female,United States Can.,anthropologist,other_uni
758,http://www.wikidata.org/entity/Q2555291,1901-1925,male,Central Europe,anthropologist,other_uni
759,http://www.wikidata.org/entity/Q24680623,1901-1925,male,Central Europe,historian,other_uni
760,http://www.wikidata.org/entity/Q87985,1901-1925,male,Czechia,university-teacher,other_uni
761,http://www.wikidata.org/entity/Q240216,1901-1925,male,Czechia,prehistorian,other_uni
762,http://www.wikidata.org/entity/Q23951649,1901-1925,female,United Kingdom,other,other_uni
763,http://www.wikidata.org/entity/Q2394494,1901-1925,male,Spain Port.,university-teacher,other_uni
764,http://www.wikidata.org/entity/Q16111433,1901-1925,male,Central Europe,other,University of Vienna
765,http://www.wikidata.org/entity/Q1613094,1901-1925,male,Germany,university-teacher,University of Bonn
766,http://www.wikidata.org/entity/Q605386,1901-1925,male,Italy,university-teacher,other_uni
767,http://www.wikidata.org/entity/Q3041248,1901-1925,male,United Kingdom,anthropologist,other_uni
768,http://www.wikidata.org/entity/Q919826,1901-1925,male,Scandinavia,university-teacher,Uppsala University
769,http://www.wikidata.org/entity/Q91610,1901-1925,male,Germany,university-teacher,Leipzig University
770,http://www.wikidata.org/entity/Q9093309,1901-1925,male,Spain Port.,art-historian,other_uni
771,http://www.wikidata.org/entity/Q90886,1901-1925,male,Germany,university-teacher,University of Bonn
772,http://www.wikidata.org/entity/Q5717733,1901-1925,male,United Kingdom,anthropologist,other_uni
773,http://www.wikidata.org/entity/Q893610,1901-1925,male,Baltic States Fin. Belar.,university-teacher,other_uni
774,http://www.wikidata.org/entity/Q274266,1901-1925,male,France,writer,École Normale Supérieure
775,http://www.wikidata.org/entity/Q2686748,1901-1925,male,Ukraine,art-historian,other_uni
776,http://www.wikidata.org/entity/Q158765,1901-1925,male,United Kingdom,anthropologist,other_uni
777,http://www.wikidata.org/entity/Q2645084,1901-1925,male,Germany,university-teacher,other_uni
778,http://www.wikidata.org/entity/Q15970896,1901-1925,male,France,university-teacher,other_uni
779,http://www.wikidata.org/entity/Q5856223,1901-1925,male,Scandinavia,other,Uppsala University
780,http://www.wikidata.org/entity/Q999782,1901-1925,male,Central Europe,other,other_uni
781,http://www.wikidata.org/entity/Q116309,1901-1925,male,Russian Federation,university-teacher,other_uni
782,http://www.wikidata.org/entity/Q123221390,1901-1925,female,United States Can.,other,other_uni
783,http://www.wikidata.org/entity/Q105453928,1901-1925,male,Scandinavia,curator,other_uni
784,http://www.wikidata.org/entity/Q11681434,1901-1925,male,Spain Port.,historian,other_uni
785,http://www.wikidata.org/entity/Q10854076,1901-1925,male,Czechia,historian,other_uni
786,http://www.wikidata.org/entity/Q1037052,1901-1925,male,Scandinavia,prehistorian,Uppsala University
787,http://www.wikidata.org/entity/Q118309,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
788,http://www.wikidata.org/entity/Q11769751,1901-1925,male,Poland,other,other_uni
789,http://www.wikidata.org/entity/Q110295,1901-1925,male,Germany,historian,University of Bonn
790,http://www.wikidata.org/entity/Q109998751,1901-1925,male,France,writer,other_uni
791,http://www.wikidata.org/entity/Q1080053,1901-1925,male,France,other,École des chartes
792,http://www.wikidata.org/entity/Q114662,1901-1925,male,Austria Hungary,university-teacher,University of Vienna
793,http://www.wikidata.org/entity/Q100279,1901-1925,male,Germany,art-historian,University of Bonn
794,http://www.wikidata.org/entity/Q12021645,1901-1925,male,Czechia,historian,other_uni
795,http://www.wikidata.org/entity/Q106370881,1901-1925,male,Czechia,other,other_uni
796,http://www.wikidata.org/entity/Q1227551,1901-1925,male,France,university-teacher,École Normale Supérieure
797,http://www.wikidata.org/entity/Q1122505,1901-1925,male,Central Europe,university-teacher,Eötvös Loránd University
798,http://www.wikidata.org/entity/Q12017264,1901-1925,male,Czechia,other,other_uni
799,http://www.wikidata.org/entity/Q12022389,1901-1925,male,Czechia,other,other_uni
800,http://www.wikidata.org/entity/Q8008742,1901-1925,male,United States Can.,anthropologist,other_uni
801,http://www.wikidata.org/entity/Q15450258,1901-1925,male,United States Can.,university-teacher,other_uni
802,http://www.wikidata.org/entity/Q442669,1901-1925,male,United Kingdom,anthropologist,other_uni
803,http://www.wikidata.org/entity/Q3297026,1901-1925,male,France,university-teacher,other_uni
804,http://www.wikidata.org/entity/Q8025368,1901-1925,female,United Kingdom,anthropologist,other_uni
805,http://www.wikidata.org/entity/Q441060,1901-1925,male,United Kingdom,anthropologist,other_uni
806,http://www.wikidata.org/entity/Q11737885,1901-1925,male,Ukraine,other,other_uni
807,http://www.wikidata.org/entity/Q462604,1901-1925,male,France,other,other_uni
808,http://www.wikidata.org/entity/Q121278,1901-1925,male,Germany,university-teacher,University of Bonn
809,http://www.wikidata.org/entity/Q3735627,1901-1925,male,Russian Federation,anthropologist,other_uni
810,http://www.wikidata.org/entity/Q1314254,1901-1925,male,Austria Hungary,art-historian,Eötvös Loránd University
811,http://www.wikidata.org/entity/Q112073390,1901-1925,male,Central Europe,other,Eötvös Loránd University
812,http://www.wikidata.org/entity/Q19910169,1901-1925,male,Ukraine,other,other_uni
813,http://www.wikidata.org/entity/Q937528,1901-1925,male,France,university-teacher,other_uni
814,http://www.wikidata.org/entity/Q942525,1901-1925,male,Czechia,writer,other_uni
815,http://www.wikidata.org/entity/Q67392,1901-1925,male,Germany,university-teacher,other_uni
816,http://www.wikidata.org/entity/Q107810,1901-1925,male,Germany,university-teacher,other_uni
817,http://www.wikidata.org/entity/Q111083349,1901-1925,female,United States Can.,other,other_uni
818,http://www.wikidata.org/entity/Q6687197,1901-1925,male,United Kingdom,historian,other_uni
819,http://www.wikidata.org/entity/Q1580006,1901-1925,male,Germany,university-teacher,Leipzig University
820,http://www.wikidata.org/entity/Q1918460,1901-1925,male,United Kingdom,anthropologist,other_uni
821,http://www.wikidata.org/entity/Q12351068,1901-1925,male,Central Europe,art-historian,other_uni
822,http://www.wikidata.org/entity/Q1037854,1901-1925,male,Poland,university-teacher,University of Göttingen
823,http://www.wikidata.org/entity/Q1376456,1901-1925,male,United Kingdom,anthropologist,other_uni
824,http://www.wikidata.org/entity/Q3133505,1901-1925,male,United States Can.,anthropologist,Harvard University
825,http://www.wikidata.org/entity/Q12282139,1901-1925,male,Central Europe,other,other_uni
826,http://www.wikidata.org/entity/Q95075840,1901-1925,male,Czechia,writer,University of Vienna
827,http://www.wikidata.org/entity/Q2440796,1901-1925,male,France,anthropologist,other_uni
828,http://www.wikidata.org/entity/Q12350340,1901-1925,male,Central Europe,art-historian,other_uni
829,http://www.wikidata.org/entity/Q18935001,1901-1925,male,United States Can.,art-historian,other_uni
830,http://www.wikidata.org/entity/Q3131864,1901-1925,male,France,historian,other_uni
831,http://www.wikidata.org/entity/Q62933,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
832,http://www.wikidata.org/entity/Q47544440,1901-1925,male,Austria Hungary,prehistorian,Eötvös Loránd University
833,http://www.wikidata.org/entity/Q4721227,1901-1925,male,Central Europe,anthropologist,other_uni
834,http://www.wikidata.org/entity/Q637822,1901-1925,male,Russian Federation,university-teacher,other_uni
835,http://www.wikidata.org/entity/Q12348594,1901-1925,male,Central Europe,other,other_uni
836,http://www.wikidata.org/entity/Q1378509,1901-1925,male,Scandinavia,anthropologist,other_uni
837,http://www.wikidata.org/entity/Q4723536,1901-1925,male,United States Can.,anthropologist,Harvard University
838,http://www.wikidata.org/entity/Q12349485,1901-1925,male,Central Europe,museologist,other_uni
839,http://www.wikidata.org/entity/Q47498580,1901-1925,female,United States Can.,other,other_uni
840,http://www.wikidata.org/entity/Q47489692,1901-1925,male,United States Can.,anthropologist,other_uni
841,http://www.wikidata.org/entity/Q1175734,1901-1925,male,United States Can.,university-teacher,other_uni
842,http://www.wikidata.org/entity/Q6333006,1901-1925,male,Baltic States Fin. Belar.,other,other_uni
843,http://www.wikidata.org/entity/Q63344,1901-1925,male,Germany,university-teacher,other_uni
844,http://www.wikidata.org/entity/Q12120526,1901-1925,male,Ukraine,writer,other_uni
845,http://www.wikidata.org/entity/Q6411228,1901-1925,male,Central Europe,art-historian,other_uni
846,http://www.wikidata.org/entity/Q332206,1901-1925,male,France,university-teacher,other_uni
847,http://www.wikidata.org/entity/Q208993,1901-1925,male,Russian Federation,historian,other_uni
848,http://www.wikidata.org/entity/Q1067188,1901-1925,female,Germany,art-historian,Humboldt-Universität zu Berlin
849,http://www.wikidata.org/entity/Q87399466,1901-1925,female,Belgium Netherl.,other,other_uni
850,http://www.wikidata.org/entity/Q1352388,1901-1925,male,France,curator,other_uni
851,http://www.wikidata.org/entity/Q4054679,1901-1925,male,France,other,other_uni
852,http://www.wikidata.org/entity/Q76176,1901-1925,male,Germany,university-teacher,University of Vienna
853,http://www.wikidata.org/entity/Q1466721,1901-1925,male,Germany,art-historian,other_uni
854,http://www.wikidata.org/entity/Q134837745,1901-1925,male,Russian Federation,historian,other_uni
855,http://www.wikidata.org/entity/Q12304965,1901-1925,male,Scandinavia,other,other_uni
856,http://www.wikidata.org/entity/Q356134,1901-1925,male,United Kingdom,anthropologist,other_uni
857,http://www.wikidata.org/entity/Q4078073,1901-1925,male,Ukraine,historian,other_uni
858,http://www.wikidata.org/entity/Q75968,1901-1925,male,Poland,university-teacher,other_uni
859,http://www.wikidata.org/entity/Q122267,1901-1925,male,Germany,university-teacher,Leipzig University
860,http://www.wikidata.org/entity/Q3565305,1901-1925,male,France,historian,other_uni
861,http://www.wikidata.org/entity/Q1159985,1901-1925,male,Central Europe,other,other_uni
862,http://www.wikidata.org/entity/Q21093966,1901-1925,male,Russian Federation,historian,other_uni
863,http://www.wikidata.org/entity/Q106673969,1901-1925,male,United Kingdom,other,other_uni
864,http://www.wikidata.org/entity/Q86225,1901-1925,male,Czechia,university-teacher,other_uni
865,http://www.wikidata.org/entity/Q851324,1901-1925,male,Central Europe,other,other_uni
866,http://www.wikidata.org/entity/Q1160241,1901-1925,male,Central Europe,other,other_uni
867,http://www.wikidata.org/entity/Q3919249,1901-1925,male,Baltic States Fin. Belar.,university-teacher,other_uni
868,http://www.wikidata.org/entity/Q20991650,1901-1925,male,France,other,other_uni
869,http://www.wikidata.org/entity/Q1165653,1901-1925,male,Austria Hungary,museologist,Eötvös Loránd University
870,http://www.wikidata.org/entity/Q1063371,1901-1925,male,Czechia,university-teacher,other_uni
871,http://www.wikidata.org/entity/Q1468952,1901-1925,male,Germany,university-teacher,other_uni
872,http://www.wikidata.org/entity/Q3353230,1901-1925,male,Baltic States Fin. Belar.,politician,other_uni
873,http://www.wikidata.org/entity/Q33643270,1901-1925,male,France,other,École Normale Supérieure
874,http://www.wikidata.org/entity/Q3703306,1901-1925,male,United Kingdom,anthropologist,other_uni
875,http://www.wikidata.org/entity/Q1064164,1901-1925,male,France,university-teacher,other_uni
876,http://www.wikidata.org/entity/Q1073926,1901-1925,male,France,art-historian,Beaux-Arts de Paris
877,http://www.wikidata.org/entity/Q3324093,1901-1925,male,France,other,other_uni
878,http://www.wikidata.org/entity/Q930798,1901-1925,male,Central Europe,historian,University of Vienna
879,http://www.wikidata.org/entity/Q4293370,1901-1925,male,Russian Federation,other,other_uni
880,http://www.wikidata.org/entity/Q2028056,1901-1925,male,Italy,anthropologist,other_uni
881,http://www.wikidata.org/entity/Q2134275,1901-1925,male,France,other,other_uni
882,http://www.wikidata.org/entity/Q1329968,1901-1925,male,United Kingdom,university-teacher,other_uni
883,http://www.wikidata.org/entity/Q105203,1901-1925,male,Germany,university-teacher,Humboldt-Universität zu Berlin
884,http://www.wikidata.org/entity/Q7360509,1901-1925,male,France,other,other_uni
885,http://www.wikidata.org/entity/Q366786,1901-1925,male,France,anthropologist,other_uni
886,http://www.wikidata.org/entity/Q4089818,1901-1925,male,Russian Federation,university-teacher,other_uni
887,http://www.wikidata.org/entity/Q12315440,1901-1925,male,Scandinavia,curator,other_uni
888,http://www.wikidata.org/entity/Q12312690,1901-1925,male,Scandinavia,art-historian,other_uni
889,http://www.wikidata.org/entity/Q346765,1901-1925,male,France,historian,other_uni
890,http://www.wikidata.org/entity/Q22996017,1901-1925,male,France,art-historian,École des chartes
891,http://www.wikidata.org/entity/Q4112484,1901-1925,male,United States Can.,anthropologist,other_uni
892,http://www.wikidata.org/entity/Q1507551,1901-1925,male,United States Can.,university-teacher,Harvard University
893,http://www.wikidata.org/entity/Q12172738,1901-1925,male,Ukraine,university-teacher,other_uni
894,http://www.wikidata.org/entity/Q368821,1901-1925,male,France,anthropologist,other_uni
895,http://www.wikidata.org/entity/Q1161430,1901-1925,male,France,university-teacher,other_uni
896,http://www.wikidata.org/entity/Q90407444,1901-1925,male,France,anthropologist,other_uni
897,http://www.wikidata.org/entity/Q7328095,1901-1925,male,Germany,art-historian,Harvard University
898,http://www.wikidata.org/entity/Q733602,1901-1925,male,United Kingdom,university-teacher,other_uni
899,http://www.wikidata.org/entity/Q114006380,1901-1925,male,France,other,other_uni
900,http://www.wikidata.org/entity/Q54086509,1901-1925,male,Belgium Netherl.,university-teacher,other_uni
901,http://www.wikidata.org/entity/Q2901139,1901-1925,male,Baltic States Fin. Belar.,historian,other_uni
902,http://www.wikidata.org/entity/Q17492588,1901-1925,male,United Kingdom,other,other_uni
903,http://www.wikidata.org/entity/Q28927649,1901-1925,male,Italy,museologist,other_uni
904,http://www.wikidata.org/entity/Q954811,1901-1925,male,Scandinavia,anthropologist,Uppsala University
905,http://www.wikidata.org/entity/Q96028,1901-1925,male,Germany,writer,other_uni
906,http://www.wikidata.org/entity/Q17421981,1901-1925,male,United States Can.,historian,other_uni
907,http://www.wikidata.org/entity/Q125637,1901-1925,male,Germany,university-teacher,other_uni
908,http://www.wikidata.org/entity/Q5853538,1901-1925,male,France,other,Beaux-Arts de Paris
909,http://www.wikidata.org/entity/Q5345625,1901-1925,male,United Kingdom,curator,other_uni
910,http://www.wikidata.org/entity/Q519258,1901-1925,female,United States Can.,anthropologist,other_uni
911,http://www.wikidata.org/entity/Q25494876,1901-1925,male,Russian Federation,art-historian,other_uni
912,http://www.wikidata.org/entity/Q29896507,1901-1925,male,France,art-historian,École des chartes
913,http://www.wikidata.org/entity/Q5989584,1901-1925,male,United Kingdom,historian,other_uni
914,http://www.wikidata.org/entity/Q95355,1901-1925,male,Poland,university-teacher,Humboldt-Universität zu Berlin
