"archaeologist","gender","birthDate","archaeologistLabel","genderLabel"
"http://www.wikidata.org/entity/Q113790025","http://www.wikidata.org/entity/Q6581097","1953","John Malcolm Russell","male"
"http://www.wikidata.org/entity/Q113790293","http://www.wikidata.org/entity/Q6581097","1960","Andreas Vieten","male"
"http://www.wikidata.org/entity/Q113790471","http://www.wikidata.org/entity/Q6581072","1957","Sabine Rogge","female"
"http://www.wikidata.org/entity/Q113790541","http://www.wikidata.org/entity/Q6581097","1962","Björn Schlenker","male"
"http://www.wikidata.org/entity/Q113790596","http://www.wikidata.org/entity/Q6581097","1952","Muḥammad ʿAbbās Muḥammad Salīm","male"
"http://www.wikidata.org/entity/Q113790726","http://www.wikidata.org/entity/Q6581097","1955","William Andrefsky","male"
"http://www.wikidata.org/entity/Q113790890","http://www.wikidata.org/entity/Q6581072","1941","Edeltraud Balzer","female"
"http://www.wikidata.org/entity/Q113790990","http://www.wikidata.org/entity/Q6581097","1923","C. S. Upasak","male"
"http://www.wikidata.org/entity/Q113791217","http://www.wikidata.org/entity/Q6581097","1934","Kunnapakkam Vinjamur Raman","male"
"http://www.wikidata.org/entity/Q113791225","http://www.wikidata.org/entity/Q6581072","1948","Susan Weingarten","female"
"http://www.wikidata.org/entity/Q113791405","http://www.wikidata.org/entity/Q6581072","1954","Ann E. Killebrew","female"
"http://www.wikidata.org/entity/Q113791968","http://www.wikidata.org/entity/Q6581097","1953","Marc Viré","male"
"http://www.wikidata.org/entity/Q113791995","http://www.wikidata.org/entity/Q6581097","1903","Bernhard Ortmann","male"
"http://www.wikidata.org/entity/Q113792278","http://www.wikidata.org/entity/Q6581097","1976","Francesco Muscolino","male"
"http://www.wikidata.org/entity/Q113792294","http://www.wikidata.org/entity/Q6581072","1964","Katrin Fenech","female"
"http://www.wikidata.org/entity/Q113792635","http://www.wikidata.org/entity/Q6581097","1950","Syed Anis Hashim","male"
"http://www.wikidata.org/entity/Q113792714","http://www.wikidata.org/entity/Q6581072","1981","Alessia Frisetti","female"
"http://www.wikidata.org/entity/Q113792800","http://www.wikidata.org/entity/Q6581097","1972","Janne Harjula","male"
"http://www.wikidata.org/entity/Q113792810","http://www.wikidata.org/entity/Q6581072","1957","Krystyna Sulkowska-Tuszyńska","female"
"http://www.wikidata.org/entity/Q113792988","http://www.wikidata.org/entity/Q6581072","1976","Josipa Baraka Perica","female"
"http://www.wikidata.org/entity/Q113793053","http://www.wikidata.org/entity/Q6581097","1968","Andrej Preložnik","male"
"http://www.wikidata.org/entity/Q113793153","http://www.wikidata.org/entity/Q6581097","1946","Nabil Qadi","male"
"http://www.wikidata.org/entity/Q113793270","http://www.wikidata.org/entity/Q6581097","1979","Sebastian Watta","male"
"http://www.wikidata.org/entity/Q113793292","http://www.wikidata.org/entity/Q6581072","1961","Maria Milvia Morciano","female"
"http://www.wikidata.org/entity/Q113793310","http://www.wikidata.org/entity/Q6581072","1968","Valentina Calì","female"
"http://www.wikidata.org/entity/Q113793321","http://www.wikidata.org/entity/Q6581072","1978","Eva Kaptijn","female"
"http://www.wikidata.org/entity/Q113793331","http://www.wikidata.org/entity/Q6581072","1969","Karine Berthier","female"
"http://www.wikidata.org/entity/Q113793351","http://www.wikidata.org/entity/Q6581097","1969","Carlo Andrea Postinger","male"
"http://www.wikidata.org/entity/Q113793491","http://www.wikidata.org/entity/Q6581072","1949","Maria Hadjicosti","female"
"http://www.wikidata.org/entity/Q113794147","http://www.wikidata.org/entity/Q6581097","1961","Roland Lamprichs","male"
"http://www.wikidata.org/entity/Q113794260","http://www.wikidata.org/entity/Q6581072","1978","Ingrid Dettmann","female"
"http://www.wikidata.org/entity/Q113794384","http://www.wikidata.org/entity/Q6581097","1973","Sebastiano Soldi","male"
"http://www.wikidata.org/entity/Q113794506","http://www.wikidata.org/entity/Q6581097","1915","ʿAlī al- Ḥakīmī","male"
"http://www.wikidata.org/entity/Q113794602","http://www.wikidata.org/entity/Q6581097","1969","Marco Ramazzotti","male"
"http://www.wikidata.org/entity/Q113794680","http://www.wikidata.org/entity/Q6581072","1961","Johanna Witte-Orr","female"
"http://www.wikidata.org/entity/Q113794683","http://www.wikidata.org/entity/Q6581097","1937","B. L. Nagarch","male"
"http://www.wikidata.org/entity/Q113795800","http://www.wikidata.org/entity/Q6581097","1944","Nicolò Giuseppe Brancato","male"
"http://www.wikidata.org/entity/Q113796120","http://www.wikidata.org/entity/Q6581072","1963","Marianna Nikolaïdu","female"
"http://www.wikidata.org/entity/Q113796131","http://www.wikidata.org/entity/Q6581097","1968","Johannes Pöll","male"
"http://www.wikidata.org/entity/Q113796723","http://www.wikidata.org/entity/Q6581097","1941","Ernő Gaál","male"
"http://www.wikidata.org/entity/Q113796879","http://www.wikidata.org/entity/Q6581072","1967","Helga Di Giuseppe","female"
"http://www.wikidata.org/entity/Q113796959","http://www.wikidata.org/entity/Q6581097","1960","Christopher Ratté","male"
"http://www.wikidata.org/entity/Q113797002","http://www.wikidata.org/entity/Q6581097","1980","Aaron W. Schmitt","male"
"http://www.wikidata.org/entity/Q113797012","http://www.wikidata.org/entity/Q6581072","1969","Anke Hervol","female"
"http://www.wikidata.org/entity/Q113797112","http://www.wikidata.org/entity/Q6581097","1970","Metin Yeşilyurt","male"
"http://www.wikidata.org/entity/Q113797233","http://www.wikidata.org/entity/Q6581097","1950","G. Lecuyot","male"
"http://www.wikidata.org/entity/Q113797341","http://www.wikidata.org/entity/Q6581097","1974","Ethan Gannaway","male"
"http://www.wikidata.org/entity/Q113797394","http://www.wikidata.org/entity/Q6581072","1979","Araceli Rojas Martínez Gracida","female"
"http://www.wikidata.org/entity/Q113797403","http://www.wikidata.org/entity/Q6581072","1954","Daniela Maria Ziegler","female"
"http://www.wikidata.org/entity/Q113797493","http://www.wikidata.org/entity/Q6581097","1968","Holger Schwarzer","male"
"http://www.wikidata.org/entity/Q113797627","http://www.wikidata.org/entity/Q6581072","1974","Dimitra Kotoula","female"
"http://www.wikidata.org/entity/Q113797631","http://www.wikidata.org/entity/Q6581097","1968","Michael D. Danti","male"
"http://www.wikidata.org/entity/Q113797684","http://www.wikidata.org/entity/Q6581072","1952","Hélène S. Sader","female"
"http://www.wikidata.org/entity/Q113797751","http://www.wikidata.org/entity/Q6581072","1957","Polyxenē Adam-Belenē","female"
"http://www.wikidata.org/entity/Q113797772","http://www.wikidata.org/entity/Q6581072","1959","Larissa Baratova","female"
"http://www.wikidata.org/entity/Q113797925","http://www.wikidata.org/entity/Q6581072","1946","Marie-Christine Comte","female"
"http://www.wikidata.org/entity/Q113797953","http://www.wikidata.org/entity/Q6581072","1961","Tine Bagh","female"
"http://www.wikidata.org/entity/Q113797963","http://www.wikidata.org/entity/Q6581072","1967","Carina L. Johnson","female"
"http://www.wikidata.org/entity/Q113798081","http://www.wikidata.org/entity/Q6581097","1966","Heimo Dolenz","male"
"http://www.wikidata.org/entity/Q113800184","http://www.wikidata.org/entity/Q6581072","1944","Nada Osmuk","female"
"http://www.wikidata.org/entity/Q113800265","http://www.wikidata.org/entity/Q6581097","1963","Charalampos Tsochos","male"
"http://www.wikidata.org/entity/Q113800321","http://www.wikidata.org/entity/Q6581072","1977","Anna Kieburg","female"
"http://www.wikidata.org/entity/Q113800951","http://www.wikidata.org/entity/Q6581097","1831","Міхаіл Мацвеевіч Філонаў","male"
"http://www.wikidata.org/entity/Q113801044","http://www.wikidata.org/entity/Q6581097","1975","Valentino Nizzo","male"
"http://www.wikidata.org/entity/Q113801119","http://www.wikidata.org/entity/Q6581097","1957","Yannos Kourayos","male"
"http://www.wikidata.org/entity/Q113801616","http://www.wikidata.org/entity/Q6581097","1965","Kostas Smponias","male"
"http://www.wikidata.org/entity/Q113801945","http://www.wikidata.org/entity/Q6581097","1944","Mark I. Davies","male"
"http://www.wikidata.org/entity/Q113802105","http://www.wikidata.org/entity/Q6581072","1960","Iphiyenia Tournavitou","female"
"http://www.wikidata.org/entity/Q113802401","http://www.wikidata.org/entity/Q6581072","1974","Hsiao-yun Wu","female"
"http://www.wikidata.org/entity/Q113802470","http://www.wikidata.org/entity/Q6581097","1793","Antoni Strzelecki","male"
"http://www.wikidata.org/entity/Q113802470","http://www.wikidata.org/entity/Q6581097","1793","Antoni Strzelecki","male"
"http://www.wikidata.org/entity/Q113802502","http://www.wikidata.org/entity/Q6581097","1967","Maʾmūn ʿAbd-al-Karīm","male"
"http://www.wikidata.org/entity/Q113802697","http://www.wikidata.org/entity/Q6581097","1954","Nicolae Roddy","male"
"http://www.wikidata.org/entity/Q113802717","http://www.wikidata.org/entity/Q6581097","1874","Vsevolod Rostislavovič Apuchtin","male"
"http://www.wikidata.org/entity/Q113803072","http://www.wikidata.org/entity/Q6581097","1962","Luca Maria Olivieri","male"
"http://www.wikidata.org/entity/Q113803187","http://www.wikidata.org/entity/Q6581097","1928","Jacques Audibert","male"
"http://www.wikidata.org/entity/Q113803228","http://www.wikidata.org/entity/Q6581072","1977","Astrid Steinegger","female"
"http://www.wikidata.org/entity/Q113803316","http://www.wikidata.org/entity/Q6581097","1975","Ergün Laflı","male"
"http://www.wikidata.org/entity/Q113804310","http://www.wikidata.org/entity/Q6581097","1981","Florian Sarreste","male"
"http://www.wikidata.org/entity/Q113804503","http://www.wikidata.org/entity/Q6581097","1971","Ömür Harmanşah","male"
"http://www.wikidata.org/entity/Q113804665","http://www.wikidata.org/entity/Q6581097","1955","Gunnar Lehmann","male"
"http://www.wikidata.org/entity/Q113804739","http://www.wikidata.org/entity/Q6581097","1956","Rüdiger Gogräfe","male"
"http://www.wikidata.org/entity/Q113804821","http://www.wikidata.org/entity/Q6581097","1950","Kenneth Wayne Russell","male"
"http://www.wikidata.org/entity/Q113804846","http://www.wikidata.org/entity/Q6581097","1980","Aydin Abar","male"
"http://www.wikidata.org/entity/Q113805035","http://www.wikidata.org/entity/Q6581072","1939","Waltrud Wamser-Krasznai","female"
"http://www.wikidata.org/entity/Q113805049","http://www.wikidata.org/entity/Q6581072","1966","Monika Doll","female"
"http://www.wikidata.org/entity/Q113806195","http://www.wikidata.org/entity/Q6581097","1949","Douglas L. Esse","male"
"http://www.wikidata.org/entity/Q113806618","http://www.wikidata.org/entity/Q6581097","1961","Amir Golani","male"
"http://www.wikidata.org/entity/Q113806619","http://www.wikidata.org/entity/Q6581097","1972","Cristiano Mengarelli","male"
"http://www.wikidata.org/entity/Q113806693","http://www.wikidata.org/entity/Q6581097","1956","Ivan Petrov Čokoev","male"
"http://www.wikidata.org/entity/Q113807186","http://www.wikidata.org/entity/Q6581097","1920","Viggo Nielsen","male"
"http://www.wikidata.org/entity/Q113807228","http://www.wikidata.org/entity/Q6581097","1928","Wilhelm Schüle","male"
"http://www.wikidata.org/entity/Q113807273","http://www.wikidata.org/entity/Q6581072","1972","Hanne Lovise Aannestad","female"
"http://www.wikidata.org/entity/Q113807411","http://www.wikidata.org/entity/Q6581097","1953","Mordekhai Aviʿam","male"
"http://www.wikidata.org/entity/Q113807430","http://www.wikidata.org/entity/Q6581097","1931","Athanasios Papageōrgiu","male"
"http://www.wikidata.org/entity/Q113807549","http://www.wikidata.org/entity/Q6581097","1971","Benjamin Wehry","male"
"http://www.wikidata.org/entity/Q113807573","http://www.wikidata.org/entity/Q6581072","1954","Branka Migotti","female"
"http://www.wikidata.org/entity/Q113807655","http://www.wikidata.org/entity/Q6581097","1976","Giuseppe Minunno","male"
"http://www.wikidata.org/entity/Q113807692","http://www.wikidata.org/entity/Q6581072","1966","Beate Bollmann","female"
"http://www.wikidata.org/entity/Q113807735","http://www.wikidata.org/entity/Q6581097","1974","Luis Eduardo Salcedo Camacho","male"
"http://www.wikidata.org/entity/Q113807987","http://www.wikidata.org/entity/Q6581097","1928","Charles Carter","male"
"http://www.wikidata.org/entity/Q113808001","http://www.wikidata.org/entity/Q6581097","1948","Frank Braemer","male"
"http://www.wikidata.org/entity/Q113808180","http://www.wikidata.org/entity/Q6581097","1958","Thomas R. Kersting","male"
"http://www.wikidata.org/entity/Q113808185","http://www.wikidata.org/entity/Q6581072","1982","Barbara Fath","female"
"http://www.wikidata.org/entity/Q113808202","http://www.wikidata.org/entity/Q6581072","1981","Deborah Barbara Karl-Brandt","female"
"http://www.wikidata.org/entity/Q113808392","http://www.wikidata.org/entity/Q6581097","1981","ʿIdo Ḳokh","male"
"http://www.wikidata.org/entity/Q113808394","http://www.wikidata.org/entity/Q6581097","1967","Yuval Gadot","male"
"http://www.wikidata.org/entity/Q113808419","http://www.wikidata.org/entity/Q6581097","1965","Ralph Hempelmann","male"
"http://www.wikidata.org/entity/Q113808536","http://www.wikidata.org/entity/Q6581097","1956","Pavel Nikolaevič Travkin","male"
"http://www.wikidata.org/entity/Q113808558","http://www.wikidata.org/entity/Q6581072","1979","Melanie Augstein","female"
"http://www.wikidata.org/entity/Q113808607","http://www.wikidata.org/entity/Q6581072","1969","Katia Charbit Nataf","female"
"http://www.wikidata.org/entity/Q113808916","http://www.wikidata.org/entity/Q6581072","1962","Petra Linscheid","female"
"http://www.wikidata.org/entity/Q113809216","http://www.wikidata.org/entity/Q6581072","1976","Bettina Krönung","female"
"http://www.wikidata.org/entity/Q113809759","http://www.wikidata.org/entity/Q6581097","1914","Krishna Deva","male"
"http://www.wikidata.org/entity/Q113809911","http://www.wikidata.org/entity/Q6581097","1946","Michel Sguaitamatti","male"
"http://www.wikidata.org/entity/Q113810511","http://www.wikidata.org/entity/Q6581097","1973","Zaal Andronikashvili","male"
"http://www.wikidata.org/entity/Q113810710","http://www.wikidata.org/entity/Q6581097","1932","Binod Chandra Sinha","male"
"http://www.wikidata.org/entity/Q113810796","http://www.wikidata.org/entity/Q6581097","1944","Gerrit van der Kooij","male"
"http://www.wikidata.org/entity/Q113810829","http://www.wikidata.org/entity/Q6581097","1980","Hany Kahwagi-Janho","male"
"http://www.wikidata.org/entity/Q113811027","http://www.wikidata.org/entity/Q6581072","1956","Katja Kliemann","female"
"http://www.wikidata.org/entity/Q113811174","http://www.wikidata.org/entity/Q6581097","1972","Jerónimo Sánchez Velasco","male"
"http://www.wikidata.org/entity/Q113811432","http://www.wikidata.org/entity/Q6581072","1939","Barbara Deppert-Lippitz","female"
"http://www.wikidata.org/entity/Q113811496","http://www.wikidata.org/entity/Q6581097","1954","Mihailo Milinković","male"
"http://www.wikidata.org/entity/Q113811862","http://www.wikidata.org/entity/Q6581072","1975","Giuseppina Cipriano","female"
"http://www.wikidata.org/entity/Q113811867","http://www.wikidata.org/entity/Q6581072","1985","Rania Michail","female"
"http://www.wikidata.org/entity/Q113812094","http://www.wikidata.org/entity/Q6581072","1968","Annette Paetz-Schieck","female"
"http://www.wikidata.org/entity/Q113812143","http://www.wikidata.org/entity/Q6581097","1979","Alessandro Bonfiglio","male"
"http://www.wikidata.org/entity/Q113812166","http://www.wikidata.org/entity/Q6581072","1962","Ida Oggiano","female"
"http://www.wikidata.org/entity/Q113812227","http://www.wikidata.org/entity/Q6581072","1964","Nadia J. Koch","female"
"http://www.wikidata.org/entity/Q113812228","http://www.wikidata.org/entity/Q6581072","1964","Isabelle Tassignon","female"
"http://www.wikidata.org/entity/Q113812390","http://www.wikidata.org/entity/Q6581097","1982","Eric Delaissé","male"
"http://www.wikidata.org/entity/Q113812450","http://www.wikidata.org/entity/Q6581072","1981","Melanie Heinle","female"
"http://www.wikidata.org/entity/Q113812860","http://www.wikidata.org/entity/Q6581072","1972","Paola Sconzo","female"
"http://www.wikidata.org/entity/Q113813072","http://www.wikidata.org/entity/Q6581072","1971","Slavica Babamova","female"
"http://www.wikidata.org/entity/Q113813126","http://www.wikidata.org/entity/Q6581097","1970","Cédric Meurice","male"
"http://www.wikidata.org/entity/Q113813977","http://www.wikidata.org/entity/Q6581072","1973","Tatiana Pedrazzi","female"
"http://www.wikidata.org/entity/Q113814029","http://www.wikidata.org/entity/Q6581072","1900","Elenē Papadakē","female"
"http://www.wikidata.org/entity/Q113814036","http://www.wikidata.org/entity/Q6581097","1983","Patrick Maxime Michel","male"
"http://www.wikidata.org/entity/Q113814164","http://www.wikidata.org/entity/Q6581072","1966","Penelope Filacchione","female"
"http://www.wikidata.org/entity/Q113814672","http://www.wikidata.org/entity/Q6581097","1888","Walter Schwenzner","male"
"http://www.wikidata.org/entity/Q113814895","http://www.wikidata.org/entity/Q6581097","1941","Norbert Theis","male"
"http://www.wikidata.org/entity/Q113820703","http://www.wikidata.org/entity/Q6581097","1960","Paul Tyers","male"
"http://www.wikidata.org/entity/Q113820825","http://www.wikidata.org/entity/Q6581072","1956","Luciana Drago Troccoli","female"
"http://www.wikidata.org/entity/Q113821114","http://www.wikidata.org/entity/Q6581072","1950","Christine Kepinski-Lecomte","female"
"http://www.wikidata.org/entity/Q113821267","http://www.wikidata.org/entity/Q6581097","1954","Marc Lebeau","male"
"http://www.wikidata.org/entity/Q113821268","http://www.wikidata.org/entity/Q6581097","1941","T̕amaz Kiġuraje","male"
"http://www.wikidata.org/entity/Q113821275","http://www.wikidata.org/entity/Q6581072","1958","Claude Doumet-Serhal","female"
"http://www.wikidata.org/entity/Q113821278","http://www.wikidata.org/entity/Q6581097","1968","Stefano Del Lungo","male"
"http://www.wikidata.org/entity/Q113821738","http://www.wikidata.org/entity/Q6581097","1929","Pedro Ignácio Schmitz","male"
"http://www.wikidata.org/entity/Q113821790","http://www.wikidata.org/entity/Q6581097","1971","Youssef Kanjou","male"
"http://www.wikidata.org/entity/Q113822420","http://www.wikidata.org/entity/Q6581097","1932","Vadim N. Jagodin","male"
"http://www.wikidata.org/entity/Q113822901","http://www.wikidata.org/entity/Q6581097","1957","José Luis de Rojas Gutiérrez de Gandarilla","male"
"http://www.wikidata.org/entity/Q113823347","http://www.wikidata.org/entity/Q6581097","1962","Martin Peilstöcker","male"
"http://www.wikidata.org/entity/Q113823446","http://www.wikidata.org/entity/Q6581097","1980","Nicolas Gillmann","male"
"http://www.wikidata.org/entity/Q113823565","http://www.wikidata.org/entity/Q6581072","1979","Natalia Pulu-Papadēmētriu","female"
"http://www.wikidata.org/entity/Q113823733","http://www.wikidata.org/entity/Q6581097","1939","Önder Bilgi","male"
"http://www.wikidata.org/entity/Q113824302","http://www.wikidata.org/entity/Q6581072","1943","Astrid Böhme-Schönberger","female"
"http://www.wikidata.org/entity/Q113824302","http://www.wikidata.org/entity/Q6581072","1944","Astrid Böhme-Schönberger","female"
"http://www.wikidata.org/entity/Q113824314","http://www.wikidata.org/entity/Q6581097","1949","Flemming Højlund","male"
"http://www.wikidata.org/entity/Q113824595","http://www.wikidata.org/entity/Q6581072","1944","Uta von Freeden","female"
"http://www.wikidata.org/entity/Q113827926","http://www.wikidata.org/entity/Q6581072","1959","Kalliopē Krētikaku-Nikolaropulu","female"
"http://www.wikidata.org/entity/Q113827938","http://www.wikidata.org/entity/Q6581097","1949","Ryszard Feliks Mazurowski","male"
"http://www.wikidata.org/entity/Q113828175","http://www.wikidata.org/entity/Q6581072","1965","Marisa Melchers","female"
"http://www.wikidata.org/entity/Q113828209","http://www.wikidata.org/entity/Q6581097","1986","Emanuele Procaccianti","male"
"http://www.wikidata.org/entity/Q113828434","http://www.wikidata.org/entity/Q6581072","1981","Christiane Nowak","female"
"http://www.wikidata.org/entity/Q113828780","http://www.wikidata.org/entity/Q6581072","1983","Claudia-Maria Behling","female"
"http://www.wikidata.org/entity/Q113829014","http://www.wikidata.org/entity/Q6581097","1969","Jason Randall Thompson","male"
"http://www.wikidata.org/entity/Q113829066","http://www.wikidata.org/entity/Q6581097","1978","Özden Ürkmez","male"
"http://www.wikidata.org/entity/Q113829601","http://www.wikidata.org/entity/Q6581097","1966","Volker Mende","male"
"http://www.wikidata.org/entity/Q113829624","http://www.wikidata.org/entity/Q6581072","1975","Ute Kelp","female"
"http://www.wikidata.org/entity/Q113829687","http://www.wikidata.org/entity/Q6581097","1907","Tennakoon Vimalananda","male"
"http://www.wikidata.org/entity/Q113829766","http://www.wikidata.org/entity/Q6581097","1952","P. Nick Kardulias","male"
"http://www.wikidata.org/entity/Q113829792","http://www.wikidata.org/entity/Q6581072","1924","Denyse Homès-Fredericq","female"
"http://www.wikidata.org/entity/Q113829875","http://www.wikidata.org/entity/Q6581072","1933","Nora Novgorodova","female"
"http://www.wikidata.org/entity/Q113830259","http://www.wikidata.org/entity/Q6581097","1952","Marko Menđušić","male"
"http://www.wikidata.org/entity/Q113830383","http://www.wikidata.org/entity/Q6581072","1920","Janine Balty","female"
"http://www.wikidata.org/entity/Q11383046","http://www.wikidata.org/entity/Q6581097","1932","Makoto Sahara","male"
"http://www.wikidata.org/entity/Q113830923","http://www.wikidata.org/entity/Q6581072","1982","Ute Günkel-Maschek","female"
"http://www.wikidata.org/entity/Q113831022","http://www.wikidata.org/entity/Q6581097","1941","Maheshwar P. Joshi","male"
"http://www.wikidata.org/entity/Q113831205","http://www.wikidata.org/entity/Q6581072","1973","Molly Swetnam-Burland","female"
"http://www.wikidata.org/entity/Q113831299","http://www.wikidata.org/entity/Q6581072","1949","Rita Dolce","female"
"http://www.wikidata.org/entity/Q113831413","http://www.wikidata.org/entity/Q6581097","1983","Dvir Raviv","male"
"http://www.wikidata.org/entity/Q113831475","http://www.wikidata.org/entity/Q6581097","1937","Milan Ujević","male"
"http://www.wikidata.org/entity/Q113831482","http://www.wikidata.org/entity/Q6581097","1944","Veli Sevin","male"
"http://www.wikidata.org/entity/Q113831968","http://www.wikidata.org/entity/Q6581072","1985","Fanny Opdenhoff","female"
"http://www.wikidata.org/entity/Q113832006","http://www.wikidata.org/entity/Q6581097","1978","Luciano Piepoli","male"
"http://www.wikidata.org/entity/Q113832232","http://www.wikidata.org/entity/Q6581072","1978","Ursula Janßen","female"
"http://www.wikidata.org/entity/Q113832588","http://www.wikidata.org/entity/Q6581097","1976","Yonatan Adler","male"
"http://www.wikidata.org/entity/Q113832944","http://www.wikidata.org/entity/Q6581072","1970","Séverine Marchi","female"
"http://www.wikidata.org/entity/Q113832963","http://www.wikidata.org/entity/Q6581097","1978","Dominic Moreau","male"
"http://www.wikidata.org/entity/Q113833062","http://www.wikidata.org/entity/Q6581072","1966","Ilaria Tirloni","female"
"http://www.wikidata.org/entity/Q113833072","http://www.wikidata.org/entity/Q6581072","1971","Noémie Hosoi","female"
"http://www.wikidata.org/entity/Q113833213","http://www.wikidata.org/entity/Q6581097","1975","Alberto Gavini","male"
"http://www.wikidata.org/entity/Q113833751","http://www.wikidata.org/entity/Q6581097","1960","Fikri Kulakoğlu","male"
"http://www.wikidata.org/entity/Q113833753","http://www.wikidata.org/entity/Q6581097","1932","Kutlu Emre","male"
"http://www.wikidata.org/entity/Q113833958","http://www.wikidata.org/entity/Q6581097","1984","Leszek Gardeła","male"
"http://www.wikidata.org/entity/Q113834532","http://www.wikidata.org/entity/Q6581097","1971","Michael Wiehen","male"
"http://www.wikidata.org/entity/Q113834984","http://www.wikidata.org/entity/Q6581097","1965","Joachim Meffert","male"
"http://www.wikidata.org/entity/Q113835014","http://www.wikidata.org/entity/Q6581072","1947","Hélène Nutkowicz","female"
"http://www.wikidata.org/entity/Q113835078","http://www.wikidata.org/entity/Q6581097","1974","Gregor Wagner","male"
"http://www.wikidata.org/entity/Q113835128","http://www.wikidata.org/entity/Q6581097","1954","Donald Tsevi Ariʾel","male"
"http://www.wikidata.org/entity/Q113835372","http://www.wikidata.org/entity/Q6581072","1976","Chiara Soldani","female"
"http://www.wikidata.org/entity/Q113835446","http://www.wikidata.org/entity/Q6581072","1931","Ann E. Farkas","female"
"http://www.wikidata.org/entity/Q113836003","http://www.wikidata.org/entity/Q6581097","1961","Gerhard Grabher","male"
"http://www.wikidata.org/entity/Q113836023","http://www.wikidata.org/entity/Q6581097","1959","Arkadij Viktorovič Baulo","male"
"http://www.wikidata.org/entity/Q113836107","http://www.wikidata.org/entity/Q6581097","1969","R. Gül Gürtekin-Demir","male"
"http://www.wikidata.org/entity/Q113836265","http://www.wikidata.org/entity/Q6581072","1977","Hagit Nol","female"
"http://www.wikidata.org/entity/Q113836312","http://www.wikidata.org/entity/Q6581097","1971","Yigal Moyal","male"
"http://www.wikidata.org/entity/Q113836331","http://www.wikidata.org/entity/Q6581072","1983","Birgit Öhlinger","female"
"http://www.wikidata.org/entity/Q113836341","http://www.wikidata.org/entity/Q6581097","1972","Christoph Bachhuber","male"
"http://www.wikidata.org/entity/Q113836635","http://www.wikidata.org/entity/Q6581072","1946","Hélène Eristov","female"
"http://www.wikidata.org/entity/Q113836857","http://www.wikidata.org/entity/Q6581097","1976","Arnaud Coutelas","male"
"http://www.wikidata.org/entity/Q113837086","http://www.wikidata.org/entity/Q6581097","1945","Yitzhak Magen","male"
"http://www.wikidata.org/entity/Q113837240","http://www.wikidata.org/entity/Q6581097","1979","Matthieu Demierre","male"
"http://www.wikidata.org/entity/Q113837364","http://www.wikidata.org/entity/Q6581097","1950","Onkar Chauhan","male"
"http://www.wikidata.org/entity/Q113837375","http://www.wikidata.org/entity/Q6581097","1934","Mieczysław Rodziewicz","male"
"http://www.wikidata.org/entity/Q113837554","http://www.wikidata.org/entity/Q6581097","1953","Dani Śyʾon","male"
"http://www.wikidata.org/entity/Q113837559","http://www.wikidata.org/entity/Q6581072","1978","Jessica Giraud","female"
"http://www.wikidata.org/entity/Q113837624","http://www.wikidata.org/entity/Q6581072","1975","Giorgia Maria Annoscia","female"
"http://www.wikidata.org/entity/Q113837635","http://www.wikidata.org/entity/Q6581072","1921","Yāsamīn Zahrān","female"
"http://www.wikidata.org/entity/Q113837958","http://www.wikidata.org/entity/Q6581097","1950","Grigorij Lʹvovič Semenov","male"
"http://www.wikidata.org/entity/Q113838475","http://www.wikidata.org/entity/Q6581097","1983","Angelo Castrorao Barba","male"
"http://www.wikidata.org/entity/Q113838926","http://www.wikidata.org/entity/Q6581097","1948","Peter Blome","male"
"http://www.wikidata.org/entity/Q113838987","http://www.wikidata.org/entity/Q6581072","1959","Ingrid Weber-Hiden","female"
"http://www.wikidata.org/entity/Q113838998","http://www.wikidata.org/entity/Q6581072","1982","Veronika Sossau","female"
"http://www.wikidata.org/entity/Q113839161","http://www.wikidata.org/entity/Q6581072","1975","Lori Khatchadourian","female"
"http://www.wikidata.org/entity/Q113839174","http://www.wikidata.org/entity/Q6581072","1949","Marie-Françoise Boussac","female"
"http://www.wikidata.org/entity/Q113839239","http://www.wikidata.org/entity/Q6581097","1945","Robert Laffineur","male"
"http://www.wikidata.org/entity/Q113839422","http://www.wikidata.org/entity/Q6581097","1982","Ruslan Vasylʹovyč Nahnybida","male"
"http://www.wikidata.org/entity/Q113841636","http://www.wikidata.org/entity/Q6581072","1958","Isolde Lehnert","female"
"http://www.wikidata.org/entity/Q113841815","http://www.wikidata.org/entity/Q6581097","1981","Santino Alessandro Cugno","male"
"http://www.wikidata.org/entity/Q113841819","http://www.wikidata.org/entity/Q6581072","1979","Cathrin Schmitt","female"
"http://www.wikidata.org/entity/Q113841871","http://www.wikidata.org/entity/Q6581097","1950","Samuel Richard Wolff","male"
"http://www.wikidata.org/entity/Q113841875","http://www.wikidata.org/entity/Q6581097","1970","Denis Genequand","male"
"http://www.wikidata.org/entity/Q113841982","http://www.wikidata.org/entity/Q6581072","1976","Christina Wawrzinek","female"
"http://www.wikidata.org/entity/Q113841988","http://www.wikidata.org/entity/Q6581097","1948","Carlo Tronchetti","male"
"http://www.wikidata.org/entity/Q113842000","http://www.wikidata.org/entity/Q6581097","1912","Frederick R. Matson","male"
"http://www.wikidata.org/entity/Q113842044","http://www.wikidata.org/entity/Q6581097","1944","Donald S. Whitcomb","male"
"http://www.wikidata.org/entity/Q113842047","http://www.wikidata.org/entity/Q6581097","1973","Jonas Bjørnebye","male"
"http://www.wikidata.org/entity/Q113842175","http://www.wikidata.org/entity/Q6581097","1972","Matthias Pausch","male"
